Words,Frequency
AUC\xc2\xa0>\xc2\xa00.99.,1
busiest,2
growers/farmers\xe2\x80\x99,1
2008,1
mass,1
assessing,1
1978,3
analyze,1
dry,5
destinations.',1
design,2
findings,2
tactics.',1
ignored,1
"Aalbersberg,",1
own,1
slow-flowing,1
(8.4%),1
contexts.,1
Asian,11
three,4
addition,1
conservation.,1
hospitals,2
https://www.sciencedirect.com/science/article/pii/S2287884X18300542,1
(values,1
pits,1
"26(12),",1
measures,2
an,21
edge,1
Geographic,1
Opinion,1
presents,1
Earth,1
Orang,1
influential,1
details,2
worst,1
augmentation,1
differences,1
"survey,",1
making,2
distribution,7
similar,2
50-ha,1
Microbiological,1
est,3
https://www.sciencedirect.com/science/article/pii/S0925857416301562,1
Imaging,1
Precipitation,3
features,1
fires,18
models,2
role,3
W.,1
island,1
group,2
conditions.,1
set,1
effectively,3
cycle,1
'ReviewChanging,1
Resistance,1
itself.,1
l\xe2\x80\x99Inde.,2
national-level,2
surrounding,2
"time,",1
population.,1
marine,1
endangered,2
3D,1
conservation,16
Permanent,1
Institution,1
https://www.sciencedirect.com/science/article/pii/S0034425706001209,1
planning,6
NP,1
city.,1
"War,",1
high.,2
'Using,1
suited,2
foregone,1
assumed,1
cited,1
resources,2
must,2
supports,3
pressure.,1
others,1
MaxEnt\xe2\x80\x99s,1
economics,2
S.,1
partially,1
advance,1
information.\xe2\x80\xa2The,1
molecular,2
populations;,1
Arguments,1
eradication,1
(MODIS,1
daytime.',1
insight,1
Resources,1
Nagarhole,2
predictors,1
Valley.,1
\xc3\xa9tude,1
"rivers,",1
primitiveness,1
destinations,4
invaded,2
commonly,1
powerful,1
area,14
quarter,1
LTRS,1
fulfill,1
"(2012),",1
Authors,1
'AbstractFrom,1
Dynamics,1
own.,1
losses.,1
greater,1
degradation.',1
'City,1
https://www.sciencedirect.com/science/article/pii/S0925857416304694,1
"particular,",1
please,1
favourably,1
digitally,1
profile,1
disturbed,2
25th,1
populations.',1
structure,3
https://www.sciencedirect.com/science/article/pii/S0944501313000177,1
"landscape,",1
To,1
\xe2\x80\x98Mabuya\xe2\x80\x99,2
"preliminary,",1
staffs,1
movements.,1
network,2
radiation,2
"worldwide,",1
(\xc2\xb10.05).,1
evaluation,2
sand,1
particularly,1
AWiFS,4
ask,1
global,1
Eurasian,2
physiognomies,1
hub,1
indicate,1
Mean,1
distributions,1
dynamics.\xe2\x80\xa2FOS,1
agreement,1
term,1
gauge,1
competition.The,1
2001,1
Sensor,1
globalized,1
information,1
12%,1
Bangladesh.,1
development,5
\xc5\x93il,1
inclusion,1
data',1
plantations,1
daytime,1
modelling.Results,1
pine,2
otters,2
"disincentives,",1
problems,3
preventive,1
'RETRACTED:,1
assessed,1
purpose,1
Military,1
53\xe2\x80\xb2,1
viz.,1
entre,1
'\xe2\x80\x98British,1
Abstract,1
intact,1
metabolites.,1
https://www.sciencedirect.com/science/article/pii/S0964569113001166,1
average.,1
increasingly,1
imperial,2
generating,1
(>\xc2\xa0950\xc2\xa0m),1
"(2006),",1
constituency,1
'Highlights\xe2\x80\xa2Chittagong,1
anthropogenic,4
affected,1
cases,1
"(NFI),",1
'Srikonda',1
"""AbstractWhat",1
society,2
sympatric,2
'T.R.',1
MaxEnt,5
&,2
it,6
participant,1
urgently,1
(Hemiptera:,1
channels.,1
northeastern,1
awareness,1
out,4
Satellite,4
"elephants,",1
livelihoods.,1
representations,2
contribution,1
previous,1
https://www.sciencedirect.com/science/article/pii/S1055790312000759,1
"prioritization,",1
Zimbabwe,1
federal,1
at,17
threats.,1
resources',1
privacy,1
costs,7
"Bengal,",1
"case,",1
date.,1
framework,5
problems.\xe2\x80\xa2An,1
those,4
model's,1
while,5
emphasize,1
now,1
dwindling,1
long-term,2
characteristics.,1
pass,2
(19.5\xe2\x80\x9320.1%).,1
calculated,1
protection.,2
prone,1
"region,",1
text,1
secondary,1
international,3
participation,1
(MODIS),1
(EDCs),1
least,3
grassland,2
compiled,1
vulnerability.,1
India.,11
"social,",1
Maximum,1
sensors,1
applied,1
evaluate,2
'Conservation,1
falls,1
"protest,",1
plants,2
'Panchanathan',1
itself,1
measures.',1
degradationAbstractThe,1
cases.\xe2\x80\xa2Mining,1
provide,4
enhance,1
poor.\xe2\x80\xa2Traditional,1
"Zimbabwe,",1
MaxEnt.,1
Streptomyces,1
10.5%,1
experiences,1
valuation,3
diverse,4
pr\xc3\xa9senter,1
hotspots.\xe2\x80\xa2The,1
Pest,1
become,1
decentralization,1
determine,1
collected,1
Bangladesh',1
distinctive,1
consideration,2
Northeast,3
net,4
active,1
external,4
simulated,1
quite,2
tigers,2
livelihoods.AbstractMineral,1
radiation.,2
national/regional,1
three-tier,2
thousand,2
giving,1
landuse,1
'Tidal,1
herb,1
GIS,2
has,16
under,4
actinomycetes.,1
consecutive,2
come,1
comme,1
patch,1
ensure,1
mangrove,7
recent,2
acre,1
happens,1
'Institutional,1
District-level,1
showed,4
concept,1
98%,1
1,1
'Representative,1
lands,1
Using,2
apprised,1
preference,1
activity,1
before,2
biodiverse,1
started,1
ha,1
varieties,1
"Plots,",3
modelling.,1
entropy,1
scientific,1
status,2
articleEcological,1
changes,1
management.,1
scattered,1
rivers,2
yet,1
societal,1
"wildlife,",1
MODIS,1
involving,1
Cultivated,1
managerial,1
impoverished,1
selection,1
via,1
Nallamala,1
had,2
beyond,1
(HSI).,1
'Review,1
73\xc2\xb0,2
important,4
timescales,1
decision,2
even,1
monitoring.\xe2\x80\xa2FOS,1
crucial,2
thorn,1
simulate,1
sparking,1
products),1
small,2
creation,1
non-legislative,1
Royal,1
"Contrastingly,",1
habitats,4
surge,1
introduction,2
index,1
annual,3
valuable,1
map.',1
analyses,1
benefits,8
occurrences.\xe2\x80\xa2All,1
challenges,2
dispersals,2
services.,1
combined,2
organize,1
ease,1
development',1
https://www.sciencedirect.com/science/article/pii/S0016718501000057,1
aspects,1
February\xe2\x80\x93April,1
fa\xc3\xa7ons,1
perfect,1
sound,1
"cultivation,",1
considered,1
agricultural,5
28,1
identification,1
almost,1
`global,2
techniques,2
preliminary,1
benefit,2
insect,3
multidimensional,1
side,2
Sensing,1
inconvenience,1
'Arpita',1
pressure,1
and,207
presence,1
in,152
values,2
maintenance,1
persistence,1
de,9
typical,1
"tigers,",1
6003,1
(GBM),1
sensors.Results,1
ongoing,2
designation,1
will,4
\xc3\xa9tant,1
greatest,1
2005,2
holding,2
identified,7
"Further,",1
retracted:,1
processed,1
Terai,1
Valley,1
comment,1
delineation,1
Entropy,1
'Monitoring,1
stakeholder,1
near,1
"illegal,",1
brief,1
combination,1
"process,",2
Rhinoceros,1
occurrences.\xe2\x80\xa2Predicted,1
Srisailam,1
ground,3
required,2
Notwithstanding,1
refinery,1
For,1
attribution:,1
"Ghats,",3
livable,1
facing,1
authority,1
validity,1
"sum,",1
"cover,",1
scenic,1
colonial,3
(or,1
"(2010),",1
"profileChittagong,",1
intangible,1
threatened,2
2050.,1
modeling,2
'AnalysisThe,1
Abstract:,23
positive,1
571\xe2\x80\x93580;,1
Smithsonian,1
occurred,1
extreme,1
"Furthermore,",1
Biotechnology,1
landscapes.AbstractThis,1
opportunity,1
sustained,1
HSI,1
integrated,5
prism,1
"activities,",1
metallic,1
controls,2
well,3
following,1
So,1
control,2
observational,3
TCP,1
perspectives',1
section,1
impact,2
season),1
effective.\xe2\x80\xa2Key,1
"elevation,",1
part,6
literature,2
deep,3
jeopardy,1
Fire,1
exoticism.,1
Pradesh,1
'Rajarshi',1
composed,1
https://www.sciencedirect.com/science/article/pii/S0305748811001058,1
campaigns,1
NGOs,2
`sustainable,1
members,4
"range,",1
raised,1
missions,1
representative,1
1992,1
mainstream,1
sources,1
observations,3
keystone,1
one-km,1
Author:,23
overlaid,1
Rajiv,1
monophyly,2
2014.,2
States;,1
developments,1
may,3
attention.',1
compares,1
policies,3
(1975\xe2\x80\x931985\xe2\x80\x931995\xe2\x80\x932005\xe2\x80\x932014),1
"(CTFS\xe2\x80\x93SIGEO),",1
Chandoli,7
Third,1
"decade,",1
same,2
human-wildlife,1
enumeration,1
https://www.sciencedirect.com/science/article/pii/S0272771416303791,1
extinction,1
recorded.,1
propres,1
"""AbstractThe",1
Sample,1
research.',1
'Manabendra,1
"topographic,",1
https://www.sciencedirect.com/science/article/pii/S2213305418300018,1
northern,5
with,30
35.9%,1
reductions,1
la,4
corporations.,1
procured,1
features.,1
tigris),1
environmental,14
western,1
d\xe2\x80\x99images,1
so,2
micrantha,2
production,2
establish,1
southern,7
but,2
dissonance,2
critique,1
home,1
"bathymetry,",1
National,12
degraded;,1
canopy.,1
high-density,1
These,2
confined,1
human,3
et,4
"perspicillata),",1
considerations,2
"observations,",1
"species,",2
immense,2
"Reserve,",2
after,1
estuarine,1
agriculture,1
discharge,1
collapse,1
Tidal,1
950\xc2\xa0m.,1
southwestern,1
distributed,1
Krishna-Guntur,1
"Reserve.Furthermore,",1
truthing.,1
(Lutra,1
institutions,5
\xe2\x80\x93,7
economy.\xe2\x80\xa2Traditional,1
flow.,1
tree,2
suitable,4
communities.,2
'Highlights\xe2\x80\xa2Estimates,1
intrinsic,2
done,1
I',1
travers,1
Monde,1
diff\xc3\xa9rences,1
countries,5
'AbstractMonitoring,1
diff\xc3\xa9rentes,1
from,46
million,1
repr\xc3\xa9sentative,1
detection,1
architectural,1
ore,1
reflects,1
over,12
possible.,1
altitude,1
trees,2
"challenges,",1
lakes,1
foregone.,1
Scattered,1
policymakers.,1
Remote,2
uprooting,1
"density,",1
(peak,1
algorithm.,1
ensuring,1
Phenacoccus,1
communities,4
Moderate,1
digital,1
'Green,1
variables,5
root-mean-squared,1
https://www.sciencedirect.com/science/article/pii/S0921800904004045,1
Image',1
support,1
their,4
prime,1
Re-measurement,1
brings,1
extensive,1
warmest,1
nine,1
presented,1
Marine,3
leurs,1
largest,2
suggests,1
'AbstractInvasion,1
developing,2
not,3
Mimosa,2
decrease,2
aid,1
including,6
used.\xe2\x80\xa2Weak,1
indicated,4
wider,2
Reserve,1
exhaustive,1
Aslam',1
ecosystems,1
higher-elevation,1
Addressing,1
17\xc2\xb0,1
hotspot.\xe2\x80\xa2Total,1
officials,1
Both,2
coordinates,6
https://www.sciencedirect.com/science/article/pii/S026151771730239X,1
Narasimha,1
persisting,1
episode,1
"delta,",1
"strong,",1
issues,1
cotton,4
There,1
Les,1
thousands,1
evolutionary,1
leading,1
2123\xe2\x80\x932139.,1
L\xe2\x80\x99objet,1
United,1
elaborate,1
because,4
7%,1
first,3
negatively,1
larger,3
range,4
plot,1
other,8
coverage,2
using,13
"data,",1
preparing,1
nighttime,3
"era,",1
influence,1
\xe2\x88\xbc\xc2\xa010\xc2\xa0pm,1
'Ranjan',1
approaches,1
focused,1
d\xe2\x80\x99interpr\xc3\xa9ter,1
(latitude/longitude),1
"R.,",1
ArticleConservation,1
like,3
tourism,7
Taking,1
circumtropical,1
breaking,1
operating,1
civil,1
reservoirs,1
designing,1
54\xe2\x80\xb3,1
occidentaux,1
Among,1
urban,4
solenopsis,6
Majority,1
\xe2\x80\x98into,1
levels,3
This,11
region,17
shoreline,1
unique,1
years.,1
database,1
essential,3
In,6
impacts,2
bioactive,2
forces,2
better,2
discuss,2
phase,1
GPS,1
late,1
'AbstractWestern,1
(both,1
Ghats.,2
'Highlights\xe2\x80\xa2Classified,1
annually.,1
types,4
due,6
applicable,1
les,7
implementing,1
'Original,2
we,3
re-measurements.,1
evaluates,1
"forests,",1
fragmentation.,1
"extracted,",1
predictions,1
ecology,3
Jaldapara,1
studies,6
des,1
(Panthera,1
good,1
higher,3
assess,1
closely,1
defensive,1
confirmed,1
signs,1
likely,2
"organizations,",1
Observatories,1
economic,5
industrial,1
stakeholders.\xe2\x80\xa2Local,1
skink,2
https://www.sciencedirect.com/science/article/pii/S0168169914000428,1
location,2
data,10
fragmentation,1
shelf,1
found,8
Discovery,1
management.This,1
"resources,",1
expenditure,1
'Evaluation,1
exists,1
https://www.sciencedirect.com/science/article/pii/S0304380009004402,1
"ecology',",1
possibly,1
logistic,1
substantial,2
native,1
accumulated,1
construe,1
'Zoe',1
"it,",1
interventions,1
https://www.sciencedirect.com/science/article/pii/S0899536298000281,1
political,2
lack,4
Spectroradiometer,1
characterized,1
Its,1
id\xc3\xa9ologiques,1
consciousness,1
discussed,1
concludes,2
initial,2
https://www.sciencedirect.com/science/article/pii/S0264275115000785,1
stations,1
situation.',1
'Lucy,1
environmentalists.,1
1978\xe2\x80\x932016.\xe2\x80\xa2There,1
maintained,1
assessment,2
harbor,1
protect,1
data-poor,2
tigers.,1
truths',1
arrangement,1
(DMSP-OLS),1
"Presently,",1
northwestern,1
performance,1
repr\xc3\xa9sentations,2
see,1
caused,3
40\xe2\x80\xb2,1
Southeast,3
Since,1
"population,",2
00\xe2\x80\xb3,1
Nagarjunasagar,1
inflows,1
system.,3
climatic,1
conflict,2
distinguishing,1
records,1
date:,1
criticized,1
consistent,1
Chittagong,2
continuity,1
which,9
world's,1
mostly,3
Title:,23
discusses,1
Brighton,1
'Md,1
sections,1
Eutropis.,4
Planet,1
shift,2
create,1
PAs,1
"processes,",1
boasts,1
Statistical,1
by,30
damage,1
India\xe2\x80\x99,1
`India,1
establishing,1
retracted,1
Count,1
performed,1
Evaluation,1
Plot,1
substances.,1
key,1
https://www.sciencedirect.com/science/article/pii/S0160738305000861,1
prioritizes,1
dental,1
low,1
attitude,1
En,1
Haryana.,1
Case,1
pit,1
metabolites:,1
more,3
divert,1
history,2
layers,1
acute,1
volume,1
humandays,1
legislative,1
hotspot,3
(https://www.elsevier.com/about/our-business/policies/article-withdrawal).This,1
factored,1
monetary,1
whole,1
https://www.sciencedirect.com/science/article/pii/S0378112713004180,1
extraction,5
generate,3
managers,2
N,2
completed,1
collateral,1
estimating,1
https://www.sciencedirect.com/science/article/pii/S2212609015000102,1
'Shovik',1
23%.,1
integrity.',1
perspectives,1
improved,1
steps,1
capabilities,1
Comparison,2
rise,3
based,5
distant.,1
apologize,1
Linescan,2
stage,2
developmental,1
regions,1
readily,1
Parks,1
demonstrate,1
show,1
continued,1
Institutional,1
Earth.,1
Communal,1
"Fortunately,",1
ones,1
surveillance.,1
lying,1
"pressure,",1
added,2
seaport,2
diplotricha,2
parts,1
neighbouring,1
primitivit\xc3\xa9,1
100,2
through,6
topographic,1
`local,1
Rs,3
"contraste,",1
176.52\xc2\xa0km2,1
"growers,",1
m\xc3\xa9dias,2
19.2%,1
"studies,",2
pattern,1
estimates,1
actinomycetes:,1
hotspots,7
main,1
(LULC),1
