Words,Frequency
https://link.springer.com/article/10.1007/s12225-009-9105-7,1
'Rapid,8
Nepal:,2
30.0\xc2\xa0\xce\xbcM,1
(11.50%,1
trough,1
0.1\xc2\xa0ha,2
flattened,1
seedling\xe2\x80\x99s,2
60\xc2\xa0days.,1
isopentenyladenine,2
https://link.springer.com/article/10.1186/s40152-017-0067-3,1
post-,1
reflectance,2
4.13,1
herbivores',1
repertoire,1
https://link.springer.com/article/10.1007/s40011-014-0351-6,1
Agroecosystem,1
Papua-New,1
molting,1
https://link.springer.com/article/10.1007/s40808-015-0015-4,1
TBC,4
Roux,2
https://link.springer.com/article/10.1007/s12595-016-0175-x,1
(diameter,2
lady,1
"intensification,",1
imidacloprid,1
centuries.,1
'Teaching,1
neglected,8
Canonical,3
evaluation.,5
eichingeri.,2
modified,14
antlers,3
hierarchal,1
sum,10
\xce\xb4D\xc2\xa0=\xc2\xa07.398,1
specificity,1
61,3
https://link.springer.com/article/10.1007/s00244-010-9569-3,1
vegetation,216
https://link.springer.com/article/10.1007/s11627-012-9467-7,1
culture;,1
https://link.springer.com/article/10.1007/s10457-018-0233-7,1
fast-growing,2
80\xe2\x80\x93100\xc2\xa0cm),1
Zodiac,1
"catchment,",1
used.,8
"IL,",1
daniconius,2
Perspectives,1
focused.,1
Hill,4
MRB,2
https://link.springer.com/article/10.1007/s10531-011-0004-5,1
household-specific,3
Reconstitution,1
industrialization,4
domes,2
"PS,",2
dark,9
sq.km,4
AP,2
'Javid\xc2\xa0Ahmad\xc2\xa0Dar',1
Malabar,12
nucleotide,7
conizoides.,2
boundary,28
8.5,3
https://link.springer.com/article/10.1007/s12594-014-0128-9,1
(676\xc2\xa0km2),1
'Recovery,2
cardamom).,1
Antler,1
MODFLOW,1
"antiepileptic,",1
untreated,4
antecedent,2
(Asparagaceae):,1
2.34,1
90.6\xc2\xa0%,1
methods\xe2\x80\x94end,1
Manimala,4
articulating,2
trachyte,5
labour,9
halting,2
spikelets,1
laborers,1
(855,1
0.05\xc2\xa0mg\xc2\xa0l\xe2\x88\x921,1
bag,2
Ethnobotanical,4
https://link.springer.com/article/10.1007/s10661-014-4164-0,1
(0.46,1
balancing,1
'Satish\xc2\xa0S.\xc2\xa0Deshmukh',1
1993-02,1
'Plantation,1
Trees,7
(ROH).,1
1999.,4
success.,7
8.3,1
https://link.springer.com/article/10.1007/s12594-018-1067-7,1
(T)/cytosine,1
1129,1
(Shannon,2
spot,8
SASM,3
"climber,",3
confirms,3
cyclones,4
extraction,42
"Particularly,",2
bats,1
Screening,2
1\xc2\xa0km\xe2\x80\x89\xc3\x97\xe2\x80\x891\xc2\xa0km,1
(12%),2
'Meena\xc2\xa0K.\xc2\xa0Cheruvathur',1
foragers,2
equitable,1
"Mahipur,",1
ciliata,2
Experiments,3
Villorita,2
'Tasiu\xc2\xa0Isah',2
non-domesticated,1
trends,50
million\xc2\xa0tonnes,3
parameters\xe2\x80\x93\xe2\x80\x93FS,1
98\xc2\xa0%,1
interested,2
Fe.,1
intrinsic,6
mangosteen:,1
https://link.springer.com/article/10.1007/BF03186355,1
"diuretic,",1
'Daniel\xc2\xa0M.\xc2\xa0Portik',1
\xe2\x80\x98direct\xe2\x80\x99,1
9-year-old,1
122,3
BMJ,1
"landscapes,",8
28.87,1
latifolius.,1
ethnic,10
Schumanniophyton,1
northeastern,16
"rain.""",1
interventions,15
landscape-level,3
Prosopis,1
Exotic,3
provider,1
villous,2
"degree,",1
scales,27
elevated,11
2025,2
metabolites.,2
bean),3
Lycaenids,2
"acknowledged,",1
Primitive,1
'Hindu,1
decreases,10
hPa,1
subcontinent;,1
"amphibious,",1
"\xe2\x88\x9210\xc2\xa0g\xc2\xa0N\xc2\xa0m\xe2\x88\x922\xc2\xa0y\xe2\x88\x921,",1
3307,1
Cr,1
seems,16
1367,1
conyzoides.,1
transverse,1
10-km,1
(latitudes,1
(AABR),1
Differences,8
compare,22
2.4\xe2\x80\x934.0\xc2\xa0%.,1
today,1
affinities,8
'Effective,1
(Asteraceae:,2
interlink,1
"regard,",5
"feces,",1
sensor,1
6.,1
exclusive,4
encourage,4
Sub-continent,1
2005-03,1
agencies,8
Photographs,1
Qingyunci,1
activity',2
Greatest,1
Rishikund.,1
"vegetation,",14
gastrointestinal,4
"(61.64%),",1
hours,2
exchange,7
"Traps,",2
interaction.,2
severe.,1
(Alnus,1
2006-05,4
XVI',1
\xe2\x80\x98traditional\xe2\x80\x99,1
stakeholders\xe2\x80\x99,2
ideal,4
crassus),1
centroid,2
privatization.,1
IRS-LISS-III,1
"fauna,",3
kappa,1
"0.9,",1
real,12
"mildew,",1
hedgerow,4
"e\xc2\xa0=\xc2\xa00.4464\xc2\xa0\xc2\xb1\xc2\xa00.2265,",1
F.\xe2\x80\x94A,1
sorbed,1
(Caesalpiniaceae),1
2\xe2\x88\x92\xe2\x80\x94H4SiO4,1
1998-08,3
Polychaetes,1
collaborating,1
diosgenin',1
developments,6
rust,10
interactive,4
inducing,8
schedule,2
pesticide),3
'Dinesh\xc2\xa0Vasava',1
Janaki,1
E),1
'Stridulation,1
119\xc2\xa0\xc2\xb5M,1
'Evolution,2
embody.',1
0.5996,1
sustained,5
'M.,2
Atlas,5
classifier.,1
(Tamil,1
diameters,2
"Report,",1
GCM,1
Shigigatti,1
ecotone,4
CBD,4
"Wadhwa,",1
"(DEM),",1
invitation',1
(Lingmala,1
https://link.springer.com/article/10.1007/s10457-009-9255-5,1
"setulosa,",1
"Nayagarh,",1
depends,9
250,5
IF,2
Rutaceae,1
(Nagarhole),1
destruction.,2
"f.,",1
(m/v),2
173,3
Response',1
accepted,4
NDVI,15
capping,1
Action,3
withstood,1
remittances,1
Micro,1
\xce\xb1-glucosidase,1
Jacq.,1
653\xc2\xa0bp,1
sounding,3
Kandhamal,2
(PFs),1
spoilated,1
(71.4\xc2\xa0%),1
"Aphids,",1
yield.',1
Issue:,2
(species,7
"m3\xc2\xb7ha\xe2\x88\x921,",1
412.29\xc2\xa0\xce\xbceq\xc2\xa0l\xe2\x88\x921,1
Octochaetidae,1
"44,",1
"70,",1
\xce\xb1-naphthalene,10
fraudulent,1
"State,",14
"(CIA),",1
insect\xe2\x80\x99s,1
2005-10,1
Lorises,1
relations:,1
Himalayas.,5
Decision-Making,1
"Ceratotropis,",1
model:,1
keen,1
(CSO).,1
Daily,3
sustenance,4
Populus,1
unimproved,3
"elevations,",6
"origins,",1
Mantel,5
choropleth,1
"pedo-diversity,",1
(0.5\xe2\x80\x932.0\xc2\xa0mg/l),1
spiky,1
"building,",1
bishopianus,4
CaCl2\xc2\xb72H2O,1
nearness,1
naturalist\xe2\x80\x99s,1
clouds,4
breast,22
"(33.70%),",1
'Conservation,11
bio-physical,2
2008-12,8
Lam.).,1
larva,3
(0.35,1
contaminated,8
FLOW,1
polyphyletic,1
"States,",1
Ward\xe2\x80\x99s,2
2019-02-13,2
tract.,1
77\xc2\xa0%,1
'Aline\xc2\xa0Finger',1
amassed,1
\xe2\x80\x98shola\xe2\x80\x99,1
Economics,1
https://link.springer.com/article/10.1007/BF02919327,1
desiccation,9
landscape,162
distinguishable,3
permeated,1
Associated,2
4.96,1
"measure,",2
"biogeochemistry,",2
community.',4
prioritized,7
fire-free,1
54.43,1
pigment,1
"compartments,",1
spin,2
ectomycorrhizal,3
"patches,",8
112),2
virgin,2
19.30\xc2\xa0%,1
need.,1
2',1
formulations,2
(24),1
4.40,1
"Periplocaceae),",1
"categories\xe2\x80\x94interior,",1
spasma.,1
"languages,",2
fluctuating,1
Panna,1
agar-gelled,1
"demonstrates,",1
deflector,1
2880,1
https://link.springer.com/article/10.1023/A%3A1008892419940,1
industrially,1
https://link.springer.com/article/10.1007/s10113-015-0846-6,1
Agency).,1
'J.\xc2\xa0P.\xc2\xa0Pascal',1
"section,",2
"anti-pyretic,",1
(4,2
magnetisation,1
"1985\xe2\x80\x931995,",4
NEI-WG,1
639,1
FORESTS',1
meeting,7
worship,3
"Gap,",1
mgl\xe2\x88\x921,8
Subsequent,5
"2\xc2\xa0year,",1
realised,1
occupied,4
goals.',1
dysophylloides.,1
2wk,1
temples/tourist,2
double,2
nursery,8
inthe,1
dataset,4
"pomegranate,",1
reduce,35
(DN),1
intent,2
donors,2
2013-05,6
Dipterocarp,1
coverage.,3
Establishment,2
Raliangsacred,1
"Tibetan),",1
Cl,2
Melia,2
https://link.springer.com/article/10.1007/s13196-012-0042-y,1
pesticide,9
(Nm\xc2\xa0=\xc2\xa01.976),1
prey,6
"ubiquitous,",1
mangrove,29
advocated.',1
kingdom\xe2\x80\x99s,1
(2010),1
blockwise,1
cumulus,3
https://link.springer.com/article/10.1007/s10531-005-0312-8,1
visited,4
546,1
feedback,3
'Shrinidhi\xc2\xa0Ambinakudige',1
"Hungary,Iceland,",1
bufonid,2
Valuation,1
damage,11
"liver,",1
(PolSAR),1
50\xc3\x97,1
stock.,1
"fragilifolia,",1
technological.,1
"0.17,",1
"johnstoneanum,",1
adulteration,7
ways.,3
Hevea,2
2006).,1
libraries.,3
substituent/adulterant,1
1\xc2\xa0\xc2\xb5M,1
State,19
Discernable,1
(7,2
6.9\xc2\xb10.58,1
introgression,4
(1\xe2\x80\x937\xc2\xa0\xce\xbcM).,1
"52%),",1
"Pauni,",2
explicitly,3
fin,7
"First,",2
22%,2
extraction-bound,1
"level,",12
Model',1
2017,1
detrital,2
15.1\xc2\xa0shoots/culture,1
nSSR,2
"cooperatives,",1
180\xc2\xa0days.,1
bold,1
garden\xe2\x80\x9d,1
free-ranging,1
"This,",2
"61,511",2
cells/transects,1
care.,2
https://link.springer.com/article/10.1023/A%3A1017225328133,1
"fill,",1
metapopulation:,1
(0.81),1
Gaps,1
Smaller-sized,1
pumping,2
scoparius,1
concept,23
Nation,2
"0.32,",1
IC,2
GIS:,2
"social,",5
Focus,1
Oithona,1
3rd,2
Wildlife,31
Coliform,1
"durgapur,",1
aerial,6
spiritually.,1
Kuntze,1
'P.\xc2\xa0Giridhar',2
20\xc2\xa0years,4
(30%,1
peaks,8
microenvironmental,1
binectariferum,4
Chotanagpur,1
statistics.,2
"software,",2
Uganda,1
race,2
70,6
weak,10
"season),",3
preliminary,12
superseded,1
fence,4
HinfI,1
herb',2
Rudraprayag,1
100\xc2\xa0%.,1
Taiwanese,1
Reaches,1
scientifically,3
L.,59
groves',1
constituents,7
Organizing,1
annum.,2
attributing,1
characters,43
'High,6
2001-10,2
"sale,",1
Lying,1
'Diagnostic,2
add,4
Patch,3
https://link.springer.com/article/10.1007/s13205-016-0490-y,1
brookii,5
mining-induced,1
Embryoids,1
"strain,",1
https://link.springer.com/article/10.1007/s40010-017-0460-8,1
'Abraham\xc2\xa0Verghese',1
edges,7
(91.66\xc2\xa0%),1
(ASP,2
debudded,1
https://link.springer.com/article/10.1023/B%3AHUEC.0000028084.30742.d0,1
Maharastra,1
2010\xe2\x80\x932011.,1
paddy,5
"aurantimaculata,",2
(June),1
chemotypic,1
amphibians,13
Temperature),1
ofEupatorium,1
determinant,3
contemporaneous,1
convenient,3
ananthapuramense,1
"map,",3
Gavlis,2
(Thea,1
"Neolissochilus,",1
acids.,1
meagre,1
significant,191
(MS)\xe2\x80\x89+\xe2\x80\x895\xc2\xa0\xce\xbcM,1
1222.8,1
(56.3%-60%),1
"others,",1
photographic,4
2012-09,10
"family,",4
"brooms,",1
management:,4
'Bedouin,1
https://link.springer.com/article/10.1007/s10592-014-0673-1,1
https://link.springer.com/article/10.1007/s10886-018-0960-2,1
climate-change,1
farmers.,4
training,2
ELISA,2
Kakinada,1
12.9\xe2\x80\x89\xc2\xb1\xe2\x80\x890.5,1
versa.,3
radium,1
seismological,1
'Macrofungi,1
"nested,",1
maturity,6
"non-motile,",1
Indentured,1
"(10.28),",1
Phytophthora,2
(\xcf\x83)\xe2\x80\x89=\xe2\x80\x894.40;,2
"causes,",2
predation.,1
"assessments,",2
'R.\xc2\xa0Subrahmanyan',1
"13:350\xe2\x80\x93361,",1
techniques.',3
Whereas,3
incidences,4
"2008,",3
'Achuthan\xc2\xa0Sudarsanan\xc2\xa0Hemanthakumar',2
swollen,1
"mass,",1
"24.87%,",1
Held,1
excellent.,1
"females,",4
investigations.,1
specificity',1
taxonomic,39
Linking,1
skills,4
reaction,8
"portulacifolium,",1
'Culture,1
whenboundarycontrast,1
mentioning.,1
avenues,1
perfect;,1
abundances,10
>93%,1
altered,10
remnants.,1
"cholerae,",1
subfamily,2
50%,10
"bass,",1
(6-benzyladenine),2
https://link.springer.com/article/10.1007/s10531-004-0695-y,1
raddianum,1
(69.84%),1
ISMR,2
"'Hills,",1
vectors,1
ID,1
"RPMKPF,",1
'Flying,1
aids,3
https://link.springer.com/article/10.1007/s10722-005-0286-0,1
https://link.springer.com/article/10.1007/s10531-004-0827-4,1
perimeter;,1
contorta,4
sub-watersheds,21
steadily,2
Himalayas,14
(IRS-P5),1
Weather,3
"1000,",2
desired,2
live/dead,1
deteriorated.,1
seeds.',3
foresters,1
timbers,1
resistant/permeable,1
149,2
jainii,1
https://link.springer.com/article/10.1007/s13337-017-0386-4,1
'Lydia\xc2\xa0Betz',1
condition,21
relational,2
Ernakulam,1
images',1
Seychelles',1
Shankaraghatta,1
productions,1
range.,7
Critically-Endangered,1
'Marcus\xc2\xa0Finn',1
'D.\xc2\xa0S.\xc2\xa0Suresh\xc2\xa0Babu',1
22.30,1
"Skoog),",3
1954.,1
SYI,2
1977.,1
https://link.springer.com/article/10.1007/s12231-015-9299-6,1
algorithms,2
geographical,59
"Ants,",1
management.,35
atrazine,1
fraxinifolius.,1
6.5\xc2\xa0shoots/culture,1
business-as-usual,1
genomics,4
biogeographical,5
'Vesicular-arbuscular,1
c,1
distance.',1
41.42,1
low.,7
0.9809.,1
1983-05,1
https://link.springer.com/article/10.1186/1750-0680-4-6,1
Rainforests,1
position,12
outbred,1
'Ecosystem,2
1\xc2\xa0ha,4
456,1
partner,1
30\xc2\xa0weeks.,1
'Xyomara\xc2\xa0Carretero-Pinz\xc3\xb3n',1
'N.\xc2\xa0Lyngdoh',1
emergency,1
crust-lithospheric,1
patches.,8
P450,1
ecoclimatic,1
20\xc2\xa0days,2
87.5%,1
subjects,2
22\xe2\x80\x9327,1
"reserves.""",1
finer,5
'Landforms,1
https://link.springer.com/article/10.1007/BF02997430,1
right,2
spice,3
(2009\xe2\x80\x932099),1
nevertheless,1
Leaf-derived,1
caecilian,2
weaken,1
thickets,2
red-listed,9
maximus,2
epidemiology,1
BB,7
"antibacterial,",2
ofspaces,1
isotherm.,1
Park),1
emanates,1
MODIS,1
forested,17
"Bank,",1
(24%,1
realized,11
change\xe2\x80\x99,1
13C,1
delimitation.,2
pitfall,2
100\xc2\xa0mM,1
pigeonpea,1
"850\xc2\xa0hPa,",1
basal,120
setting,5
Regions,5
Fortification,1
Sea.,3
"3.5,",1
"Euphorbiaceae,",2
account.,1
"GDH,",1
Mc,1
"Fifth,",1
'Ida\xc2\xa0Valeton',1
2363.88\xc2\xa0m2,1
"flavour,",1
Mantel\xe2\x80\x99s,2
BSR,2
stocked,1
"settlements,",5
flabellifer,1
Haveri,4
dispersing,1
site-II,2
synonym,5
formations,4
t,8
expectations.,2
1997-01,1
Karnataka.,4
reassure,1
Jharkhand,2
Nadu.,2
pivotal,4
action.,4
implemented,11
'Efficacy,1
Fitzp.,1
acid/4.0,1
subunit,1
times.',1
span/age,1
1-naphthaleneacetic,2
threatened,96
PMGW,1
divisions,3
"phylogenies,",1
intra-basin,2
"leaves,",7
Gainesville,1
251\xe2\x80\x93257.',1
suppression.,1
created,11
DW.,2
https://link.springer.com/article/10.1007/s10980-011-9690-3,1
bank,11
photo,1
"Griff.,",1
WNW-ESE,1
\xe2\x88\x9e-naphthaleneacetic,1
Mimosoidieae),1
Village,1
looked,1
dumped,2
price,9
among-site,1
Members:,1
'White-eyes,1
72.84\xc2\xb0E),1
FSGS,2
serpentina.',1
(6.96\xc2\xa0%),1
50\xc2\xa0km,1
fruticosum,3
'Cl\xc3\xa9mentine\xc2\xa0Gimaret-Carpentier',1
https://link.springer.com/article/10.1007/s00382-014-2403-2,1
sub-project,1
boats,1
perpendicular,2
"this,",15
equivdiameter),1
"Kinnaur,",1
emotions.,1
"them,",4
Rare,2
Coriolis,1
ascertains,1
laboratory,15
mentioned,5
200\xc2\xa0hPa.,1
described.,11
transects\xc2\xa0(50\xe2\x80\x89\xc3\x97\xe2\x80\x89100\xc2\xa0m),1
Nagaland.',1
Girnar,1
https://link.springer.com/article/10.1007/BF02836040,1
"4.20,",2
"randomness,",1
homesteads,4
HICKORY,1
1993-07,2
coloration,1
Nyanga,1
Lake:,1
(SPOT:,1
Celtis,1
"evapotranspiration,",4
embryoids,7
oleosa,1
'Growing,1
CN,2
"representativeness,",1
dams,14
"sheep,",1
weighted,14
generations.,1
0.21;,1
(Anomma),1
middle-level/high-level,1
11.899,1
mesoscale,2
exploit,2
eight,56
harsh,1
raptor,1
Data',1
ramosa,1
subwatershed,2
trnL-F,1
abnormalities,4
disruptions,1
nimmoniana.',1
(Conifer,1
termite,1
Soliga,10
adjoined,2
propagules.,2
"Genetics,",2
Thailand.,2
Jim,2
"bodies,",3
POM,1
"reclamation,",1
electronic,1
https://link.springer.com/article/10.1007/s11356-016-7411-9,1
"valued,",1
(Nandgaon);,1
'Jobin\xc2\xa0Thomas',2
"(23.90),",1
consequences:,1
volume,11
'Anu\xc2\xa0Cyriac',1
\xe2\x88\x9219.41\xc2\xa0\xe2\x80\xb0.,1
delta',1
TAP\xe2\x80\x99s,1
(PNP),1
Archaean,1
endeavor,2
carbohydrates,3
(Holothurian,1
evaluation;,1
"Mah\xc3\xa9,",1
upanishads,1
agrosystems,1
(habitat),1
gets,1
'Seasonal,4
cytogenetics/genomics;,1
'S.\xc2\xa0Seeni',1
"AC,",1
'Towards,1
carpophores,1
Whether,1
animal,35
'Use,2
1985\xe2\x80\x931995,2
variably,1
qualifies,1
'Consumption,3
galeritus,1
"tectonism,",1
),8
groundwater.,9
\xe2\x88\x926.85,1
aggravate,2
"singampattiana,",1
vertically,3
Nature',1
Services,2
"NO2,",1
shortest,6
wood-based,1
"floral,",1
screened,10
necessary,22
matter.,2
Sequential,1
Affects,1
service.,2
Assam,4
"0.246,",1
CLM,1
acid.,10
escarpments.,1
Zinc,1
time-calibrated,1
Mann,4
equivalent,6
over-consumption,1
philosophy,1
"policymakers,",1
ever-increasing,5
aridification,1
Center,5
Mapper,3
staggering,1
unfrozen,1
57.7\xe2\x80\x9376.8,1
"Fourth,",1
2-D,1
"presented,",3
(DIS),1
(nSSRs),1
female:immature,1
(USA).,1
before.,1
effects:,1
2006-12,5
Large,5
"low,",12
https://link.springer.com/article/10.1007/s11367-018-1458-4,1
"society,",1
caudatum,1
"wildlife,",2
0.16\xc2\xa0Mg\xc2\xa0ha\xe2\x88\x921,1
walks,2
Reducible,1
(52%),1
c),1
habitat-specialist,2
"2,4-dichlorophenoxy",3
MCK.,3
"storey),",1
conductivities,1
https://link.springer.com/article/10.1007/s11430-009-0058-3,1
"(Us),",1
imagery:,1
https://link.springer.com/article/10.1186/s40555-015-0112-0,1
remote,100
align,2
438.22,1
paths,2
Acid.,1
treating,5
Pacific,2
northeasterly,1
overcome,12
erosion,121
(Asclepiadaceae),1
Cuddalore,3
HCH,1
south-central,1
ecosystem.\n',1
'Haripriya\xc2\xa0Rangan',1
62\xc2\xa0%,1
"article,",5
newly,6
rapd,1
raw,12
joining,1
"(0.38),",1
"Ayurveda,",1
Desmids,1
integration.,2
lebbeck.,1
considerable;,1
Caledonia,5
WHO,2
Tribe,1
volume),1
hazard.,2
soil\xe2\x80\x93pesticide,1
model.,14
linkage,5
"hosts,",2
'By,1
object,4
"Nadu,",36
0.907\xc2\xa0m,1
bee,6
water.',1
Buchnania,1
top.',1
18%,3
Market,1
92.93\xc2\xa0%,1
hard,15
topsoil,2
ailments,2
murrel,1
"(PBL),",1
tro,1
'Indigenous,1
H3).,1
empirically,1
genus.',1
investigating,5
