Words,Frequency
reported,250
here,126
time.,120
approach,233
DEM,29
useful,162
rugged,26
terrains,12
Himalayas.',13
'\nProductivity,2
summer,788
maize,43
(Zea,5
mays),3
relatively,317
hill,43
ecosystem,127
north-eastern,38
(NER),5
India,945
scanty,2
"rainfall,",94
lack,137
irrigation,102
residual,48
moisture.,10
Conservation,29
tillage,8
suitable,160
management,371
system,503
improve,98
moisture,395
regime,100
performance,137
maize.,3
Field,41
experiment,65
2\xc2\xa0years,8
(2012,2
2013),3
combinations,47
configuration,47
"practices,",20
viz.,71
CT\xe2\x80\x93FB:,2
(CT),2
flatbed,2
planting,17
"(FB),",2
CT\xe2\x80\x93RF:,2
CT,5
ridge,42
furrow,2
"(RF),",3
CT\xe2\x80\x93RB:,2
raised-bed,2
"(RB),",2
NT\xe2\x80\x93FB:,2
no-till,4
(NT),3
"FB,",2
NT\xe2\x80\x93RF:,2
NT,4
RF,6
NT\xe2\x80\x93RB:,2
RB.,2
Results,207
significantly,447
higher,864
content,218
(22.8\xe2\x80\x9323.4%,2
21.0\xe2\x80\x9325.3%),2
NT\xe2\x80\x93RB,8
compared,620
CT\xe2\x80\x93FB,2
(19.0\xe2\x80\x9319.4%,2
17.0\xe2\x80\x9321.2%),2
0\xe2\x80\x9360\xc2\xa0cm,2
depth,316
2012,31
"2013,",21
"respectively,",145
period,576
estimation.,9
being,291
par,3
NT\xe2\x80\x93RF,2
recorded,397
root,127
"length,",33
rooting,23
leaf,134
index,309
biomass,185
accumulation,147
treatments.,11
average,479
(2\xc2\xa0years),2
maximum,475
number,624
cobs,4
ha\xe2\x88\x921,35
"(63,518",2
per,288
"plant),",2
cob,8
(272\xc2\xa0g,2
"cob),",2
green,53
(11.2\xc2\xa0M\xc2\xa0ha\xe2\x88\x921),2
fodder,32
yield,160
(50.5\xc2\xa0Mg\xc2\xa0ha\xe2\x88\x921),2
system.,99
"So,",7
recommended,59
grow,27
"conservation,",31
plant,574
growth,309
subsequently,52
good,178
hills,60
NER.\n',2
'Several,8
wild,225
indigenous,84
fruit,88
crops,106
rare,107
world,141
favourably,3
naturally,25
foothills,66
track,52
geo-climatic,3
conditions.,144
These,708
fruits,76
Padus,3
napaulensis,2
(Ser.,2
ex,57
DC.),2
"Schneider,",2
Elaeagnus,4
latifolia,6
"L.,",23
Myrica,5
esculenta,7
Buch.-Ham.,2
D.,95
"Don,",7
Baccaurea,2
ramiflora,2
"Lour.,",2
Pyrus,4
pashia,6
Hamilton,4
Calamus,4
meghalayensis,2
(Becc.),2
A.J.,2
"Hend.,",2
Gynocardia,2
odorata,6
R.,152
"Br.,",2
Prunus,22
undulata,3
"Buch.-Ham.,",2
Docynia,2
indica,44
(Wall.),3
"Decne.,",2
Rhus,2
chinensis,7
Mill.,3
Viburnum,2
foetidum,4
Wallich.,2
occurring,118
plants,399
harvested,27
marketed,3
"locally,",2
nutritionally,3
medicinally,10
rich,110
thrive,4
adverse,27
conditions,514
source,526
desirable,26
gene(s),2
traits,74
resistance,63
biotic,51
abiotic,30
stresses.,10
spite,37
"potential,",18
unattended,3
scientific,102
farmers,76
level.,87
There,235
attain,7
sustainable,165
"growth,",42
food,199
nutritional,30
security,54
susceptible,50
tribal,33
population,435
near,278
future.,31
course,72
"survey,",16
evaluation,102
eleven,13
potential,531
edible,30
discussed,133
including,455
"habitat,",17
"distribution,",76
morphological,192
"description,",5
quality,289
"parameters,",58
utilization,42
constraints,55
possible,288
strategies,117
how,184
increase,614
"size,",41
"productivity,",18
conservation,470
utilization.',3
'Based,49
18,79
stations,250
slopes,110
Bhutan,56
1996,7
"2009,",20
paper,558
investigates,37
monthly,197
characteristics,427
air,293
temperature,1103
lapse,67
rate,524
(TLR).,2
station,114
elevations,86
range,560
300,41
2760\xc2\xa0m,2
a.,12
s.,23
l.,6
TLRs,17
evaluated,162
linear,144
regression,129
model.,126
always,50
smaller,105
minimum,157
"TLRs,",2
contrast,93
surrounding,145
mountainous,157
regions.,177
annual,501
patterns,494
somewhat,19
"consistent,",5
summer;,3
"seasons,",41
contrasted,7
southeastern,135
Plateau,496
(China),6
almost,153
comparable,75
Nepal.,90
shallowest,7
observed,969
intense,101
"elevation,",70
water,1344
vapor,74
condensation,10
moist,70
convection,92
"evapotranspiration,",8
sensible,41
lower,788
heavier,11
"cloud,",5
cover.,38
When,54
"summer,",42
steeper,13
non-monsoon,24
season,257
"elevations,",21
dry,263
clear,126
weather,132
increasing,415
cooling,132
winter,324
snow,417
cloud,120
Owing,13
albedo,52
aerodynamic,2
roughness,8
forested,26
"areas,",100
considerably,53
reduced,175
daytime,14
because,250
dissipation,5
boundary,278
layer.,19
distinct,242
variation,601
diurnal,124
TLR,4
net,131
day,94
increased,513
"night,",5
addition,120
effect,356
shallower,26
"humidity,",16
differing,21
climates.',2
"Himalayas,",104
Yarlung,34
Zangbo,27
Grand,7
Canyon,7
Nature,16
Reserve,39
"(YNR),",2
global,716
hotspot,22
biodiversity,224
wide,147
variety,96
ranging,125
500,59
>,57
7000\xc2\xa0m,2
sea,269
level,549
(a.s.l.).,2
mountain,465
ecosystems,107
climate,1440
change;,5
"however,",201
little,119
research,363
greening,10
warming.,45
objective,83
examine,109
YNR,4
relationship,369
"Specifically,",12
inter-annual,40
change,838
normalized,44
difference,161
(NDVI),14
gradient,172
1999,21
2013,48
SPOT-VGT,2
NDVI,48
ASTER,14
(GDEM),2
We,917
17.58\xc2\xa0%,2
dominated,163
elevations.,25
decreased,197
"increased,",15
threshold,59
approximately,127
3000\xc2\xa0m.,2
Rising,3
played,70
dominant,255
role,428
driving,90
"NDVI,",6
precipitation,1270
statistical,137
changes,894
region.,456
provides,213
information,441
develop,111
plan,32
adaptation,118
promote,36
YNR.',2
'Ten,2
thermophilous,3
fungi,42
identified,384
soils,106
Darjeeling,47
Five,32
fungal,47
time,739
andAspergillus,3
fumigatus,2
var.ellipticus,2
new,682
record,138
India.,437
commonest,4
fungus,16
byA.,2
viridi-nutans.,2
responses,74
1,191
"microthermophile,",2
6,79
thermotolerant,4
3,185
true,40
thermophilic,2
decrease,220
prevalence,42
thermophiles,2
altitude.,61
Thermophilic,2
showed,655
faster,22
rates,258
microthermophiles,2
thermotolerants.,2
Two,132
already,58
literature.',4
evaluate,140
rice,186
establishment,59
methods,207
"viz.,",47
intensification,40
(SRI),2
crop,192
"(ICM),",2
2008\xe2\x80\x9311,4
Garo,7
"Hills,",7
"Meghalaya,",9
foot,13
demonstrations,3
undertaken,56
wet,158
seasons,131
socio-economic,47
context,96
farmer\xe2\x80\x99s,3
realities,4
obtained,421
2010\xe2\x80\x9311,2
structured,15
questionnaire,15
administered,5
134,6
farmers.,8
indicated,314
productivity,83
SRI,4
ICM,12
demonstration,7
209.9,2
"185.4\xc2\xa0%,",2
culture,70
(CRC).,2
cultivation,72
save,8
seeds,75
(97.56,2
"60.98\xc2\xa0%),",2
saving,6
(78.05,2
"63.66\xc2\xa0%),",2
reduce,93
cost,23
"(70.33\xc2\xa0%),",2
CRC.,2
main,485
reasons,47
non-adoption,3
SRI/ICM,2
related,600
involvement,23
"efforts,",10
faith,3
towards,251
traditional,182
ignorance,3
knowledge,221
management.,33
net-return,2
"$816.69,",2
$706.63,2
$51.48/ha,2
realized,11
"SRI,",8
"CRC,",4
respectively.,476
co-efficient,2
multiple,150
determinations,12
(R,21
2),42
production,209
function,129
0.695,2
0.714,3
0.734,2
CRC,4
"69.5,",2
71.4,2
73.4\xc2\xa0%,2
respectively,80
explained,85
independent,88
variable,107
remaining,59
"30.5,",2
28.6,4
"26.6\xc2\xa0%.,",2
result,348
non-inclusion,3
explanatory,12
variables,141
factors,441
outside,57
control.',5
'Techniques,2
recognizing,7
landslides,181
complex,292
terrains.,8
Most,141
applied,212
identification,86
prediction,166
involves,22
assignment,8
contributing,62
zonation;,3
difficult,63
observe,15
causes,115
3-D,10
modeling,135
capabilities,7
Guided,2
Visual,6
Program,16
(GVP),2
module,7
Datamine,2
Software,4
utilized,65
successfully,46
enumerate,4
causing,79
"Sikkim,",20
Himalaya,367
Chandmari,4
Landslide.,2
A,971
warning,22
sitespecific,2
area.',51
'Pollen,8
limitation,25
reduces,37
seed,182
rate.,33
Plants,13
pollen,181
require,45
"pollinators,",2
occur,217
human-mediated,8
reductions,18
density,270
harvesting.,5
monocarpic,4
"species,",345
known,302
Snow,30
"Lotus,",2
pollinators,14
Saussurea,7
medusa,7
(Asteraceae),6
S.,177
laniceps,2
limited,162
receipt.,2
created,60
deterministic,20
stochastic,18
stage-structured,2
matrix,34
models,472
"medusa,",2
supplementation,5
increases,183
"However,",596
"limiting,",2
likely,227
risk,210
extinction,49
next,53
50\xc2\xa0years.,7
Our,319
differ,66
polycarpic,2
since,299
magnitude,273
"low,",35
yet,86
sensitivity,122
high.',7
'Maize,2
mays,5
L.),13
North,394
Region,53
manures,3
fertilizers.,8
Under,47
"situation,",6
seaweed,4
sap,14
alternative,59
organic,287
bio-stimulant.,2
Experiment,25
extracts,28
marine,136
algae,12
Kappaphycus,4
alvarezii,4
(K,10
sap),8
Gracilaria,4
edulis,4
(G,8
assess,225
efficacy,19
saps,8
economizing,2
chemical,232
fertilizer,31
requirement.,5
K,60
G,23
@,10
10%,46
concentrations,308
100%,25
dose,25
(RDF),4
"height,",22
"matter,",16
chlorophyll,22
"content,",29
attributes,41
control,217
(water,8
spray).,2
nitrogen,100
(N),8
protein,46
grain,80
highest,371
15%,17
sap\xc2\xa0+\xc2\xa0100%,4
RDF,14
RDF.,4
Application,12
concentrations\xc2\xa0+\xc2\xa0100%,2
micronutrient,6
"(copper,",3
"zinc,",2
manganese,8
iron),2
grains.,15
"nitrogen,",16
phosphorous,4
potassium,10
lowest,124
7.5%,3
sap\xc2\xa0+\xc2\xa050%,2
"Thus,",128
foliar,14
application,108
NER,2
elsewhere.',7
'All,3
(25-150,2
mgl-1),2
phytohormones,2
"kinetin,",7
IAA,10
(indol-3-ylacetic,2
acid),6
GA3,7
(gibberellic,2
activity,325
DCPIP,2
"(2,6",2
dichlorophenolindophenol)-Hill,2
"reaction,",3
contents,92
leaves,88
ofSechium,2
edule,3
Sw.,3
Himalayas;,7
ethrel,4
(2-chloroethylphosphonic,2
treatments,25
parameters,346
effective,185
50,83
mg,36
1-1,8
100,114
GA3;,2
whereas,334
induction,17
senescence,5
vegetable,19
crop.,10
greatest,36
least,225
studied.',8
natural,513
hazards,82
"region,",263
cause,138
loss,193
life,124
"infrastructure,",4
"hence,",16
susceptibility,204
(LSZ),6
maps,213
inevitable,8
pre-identification,2
mitigation,63
programmes.,7
sensing,147
geographic,151
adopted,55
generation,99
LSZ,22
Map,8
Kalimpong,6
"district,",38
West,157
"Bengal,",52
Topographic,10
"maps,",30
"data,",167
informative,6
statistics,36
utilized.,9
For,287
causative,53
instability,33
"drainage,",17
"lineament,",5
"earthquake,",24
"lithology,",32
"use,",41
"geomorphology,",24
"soil,",41
relief,59
considered.,45
layers,127
generated,206
assigning,7
appropriate,86
factor,231
environment.,75
Resulting,4
outlines,14
classes:,4
"high,",58
"moderate,",22
low.,12
demonstrates,63
landslide-susceptible,3
coalition,2
output,34
particle,51
swarm,7
optimization\xe2\x80\x93support,2
vector,39
machine,11
without,138
feature,90
selection,74
ant,13
colony,8
optimization,8
support,171
classifier.,2
GIS-based,13
comparing,60
frequencies,83
classes.,16
usefulness,13
Chi-square,4
test.\n',2
'Reproductive,3
crossbred,9
cows,8
reared,6
input,107
assessed.,12
160,9
surveyed,19
fodders,2
proximate,8
composition.,31
Total,47
"protein,",9
albumin,5
cholesterol,6
blood,21
serum,17
age,294
"service,",2
"calving,",2
calving,13
"interval,",7
service,12
conception,10
interval,68
calculated,183
records,200
261,2
dairy,6
cows.,2
crude,8
"fiber,",4
free,70
"extract,",6
ether,4
extract,42
ash,18
varied,144
7.2,10
"13.9,",2
18.2,2
"34.4,",2
39.1,2
"59.2,",2
2.1,8
4.1,5
"17.9%,",2
7.6,10
\xc2\xb1,199
0.3,18
4.3,5
"0.3\xc2\xa0g/dl,",2
concentration,343
221.1,2
8.2mg/dl.,2
mean,744
1.0,16
40.7,2
"1.1months,",2
intervals,56
182,2
14.5,2
224,4
"9.0days,",2
typical,118
fern,15
cervical,3
mucus,4
(56.6%).,2
1st,12
insemination,2
44.4%.,2
incidence,32
repeat,25
breeders,7
anestrus,2
12.8,3
"14.1%,",2
respectively.',28
'Enhancing,2
nutrient,76
pertinent,12
agricultural,217
ecosystems.,37
experiments,131
enhancement,45
(Oryza,6
sativa).,3
Petri,2
dish,2
improving,44
germination,45
percentage,98
seedling,35
vigour,7
seedlings.,6
included,100
spray,13
"(2.5,",2
"5,",17
10,150
concentrations),3
fertilizers,15
+,100
(control).,3
soaked,3
(2.5,2
5%),3
"percentage,",4
shoot,72
length,150
soaking.,2
Whilst,11
soaking,6
(7.5%,2
above),2
index.,17
Foliar,4
5%,12
matter,93
"accumulation,",10
"index,",50
"rate,",31
(5.4,2
18.4%,2
higher),2
control.,18
micro-nutrient,2
"(Fe,",6
"Cu,",56
Zn,26
Mn),4
recommendable,3
option,9
sustaining,14
fertility,43
similar,405
agroecosystems,4
'From,13
March,73
2007,25
2009,36
quantified,22
Chilapatta,4
Forest,49
Terai,20
Duars,5
Indian,1218
sampled,56
stratified,18
random,56
nested,23
quadrats.,4
"311,",2
representing,121
167,6
genera,251
81,11
families.,27
dominance,56
2.20,3
"0.0072,",2
Shannon-Wiener,5
evenness,12
indices,188
4.77,3
"1.44,",3
Importance,4
Value,13
Index,68
(IVI),4
ranged,121
0.13,10
37.94.,2
estimated,409
heterogeneity,53
"composition,",48
"structure,",75
dynamics.,32
Rich,5
supports,53
continued,49
tropical,386
forests.',13
'Khawa,1
"Karpo,",4
considered,325
sacred,44
throughout,148
"Tibet,",73
internationally,6
recognized,110
hotspot.,12
Numerous,6
landscape,146
\xe2\x80\x98sacred\xe2\x80\x99,1
Tibetans,8
who,69
interact,12
sites,272
ways,33
potentially,67
beneficial,22
conservation.,45
previous,177
habitats,95
greater,222
"richness,",34
"diversity,",57
endemism,40
randomly,38
selected,245
non-sacred,4
sites.,83
examines,46
sanctity,2
Khawa,5
Karpo,3
pairing,22
plots,82
same,299
Understory,1
"cover,",56
measured;,1
"trees,",45
measured.,10
does,88
understory,15
communities;,2
trees,184
larger,191
(p,2
=,255
0.003),2
"that,",75
placement,7
preservation,31
affects,52
"plants,",49
"endemism,",10
preserve,29
old,58
structure.,32
"sum,",2
ecologically,24
unique,110
important,821
varying,85
scales,73
"landscape,",16
"community,",12
species.',52
'Five,5
series,210
stands,59
ofAlnus,5
nepalensis,16
Don,6
monocultures,2
Pankhasari,1
division,24
Chemical,25
propeties,1
"carbon,",24
C\xe2\x88\xb6N,1
"ratio,",45
phosphorus,27
exchangeable,9
cations,30
"(Ca+2,",1
K+,8
Na+),1
analysed,141
ages,208
plantation,32
m,420
deep,218
profiles,110
find,105
long,261
term,62
ofA.,4
erosion,218
slopes.',3
'In,243
account,117
12,98
taxa,234
genusRamaria,2
(Fr),1
Bonorden,2
collected,418
localities,40
adjoining,72
given.,20
Of,83
includedR.,1
rubella,1
varhimalaica,1
described,192
new;R.,1
"rubrievanescens,",1
"rubripermanens,",1
"botrytis,",1
strasseri,1
andR.,5
flaccida,1
varlongiramosa,1
now,103
whileR.,1
"clarobrunnea,",1
"flaccida,",1
"pusilla,",2
concolor,1
apiculata,1
'Chemical,2
investigation,96
Anisothecium,1
spirale,1
(Mitt.),4
Broth.,1
(Family,2
"Dicranaceae),",1
epiphytic,20
moss,7
performed,155
Analysis,106
neutral,19
lipid,12
phospholipid,2
classes,72
respective,51
fatty,37
acids,26
presence,305
"octadeca-6-yn-9,12,15-trienoic",1
"acid,",27
acetylenic,2
acid,135
commonly,62
dicranin.,1
Dicranin,1
abundant,77
detected,116
lipids.,1
nature,194
signature,17
view,85
considering,73
dicranin,1
chemotaxonomic,2
marker,35
Dicranaceae,2
members.',2
neotectonic,24
studied,418
large,716
alluvial,63
fan,40
piedmont,26
Mal,1
River,363
Murti,5
River.,40
E-Wlineaments,1
passing,10
Nakata,1
"(1972,",1
1989),3
faults.,48
northern,587
manifested,14
Matiali,2
scarp,9
Chalsa,2
represent,169
ramp,8
anticlines,5
blind,6
"faults,",45
Main,87
Boundary,31
Thrust,99
(MBT),10
Frontal,19
"(HFT),",3
folded,14
antiforms,3
synform,3
between.,2
folds,51
interpreted,122
fault,317
propagation,83
north,358
dipping,34
thrusts.,7
lineaments,33
trending,54
NNE-SSW,7
nearly,80
"N-S,",2
"identified,",20
parts,315
courses,14
Neora,4
Rivers,15
follow,34
them.,45
named,31
conjugate,7
set,190
normal,185
rivers,174
changed,72
influence,320
faults,166
show,801
knick,4
points,76
cross,56
E-W,22
radial,23
subparallel,4
south,293
interfluve,1
uplifted,23
vertical,245
movements,61
mentioned,17
Four,52
major,799
terraces,44
minor,95
river,505
valleys,54
formed,269
episodic,9
upliftment,7
subsequent,98
down-cutting,1
rivers.,27
uppermost,24
terrace,17
shows,518
northerly,10
folding,34
above.,8
But,39
form,239
incised,12
channels,30
keeping,16
flow,344
southerly,14
suggesting,170
antecedent,16
downcutting,2
kept,13
pace,7
tectonism.',2
'Biocultural,1
valuable,79
insight,39
ecological,257
"processes,",39
guide,16
practitioners,3
contexts.,3
"regions,",140
underutilized,8
often-fragmented,1
disparate,3
sources.,54
"article,",30
review,173
apply,25
ethnobiological,4
Using,106
we:,1
(i),61
traced,26
history,244
trends,325
documentation;,1
(ii),62
priority,48
habitat,172
types;,2
"and,",88
(iii),50
community,183
differences,316
pertaining,19
biocultural,3
"hotspot,",4
ethnic,35
communities,174
1128,1
engage,3
relationships.,14
"mid-1800s,",1
publications,12
exponentially,2
increased;,2
unwritten,1
partitioned,8
"aging,",1
"gendered,",1
caste,9
group-specific,2
stratum,7
society.,7
Reviewed,2
primarily,103
"cultivated,",4
native,123
"forests,",56
pend,1
IUCN,13
Red,25
List,3
Threatened,2
assessment.,20
value,350
engaging,3
holders,5
participants,7
interdisciplinary,17
"approach,",26
rank,26
"modelling,",6
help,136
integrate\xc2\xa0diverse,1
datasets,102
evidence-based,3
policy.',3
'We,116
documented,62
status,154
carbon,337
Cooch,2
Behar,2
Wildlife,20
"Division,",1
Bengal.,37
Stratified,2
quadrat,4
sampling,103
analyzing,42
qualitative,55
quantitative,129
characters.,21
Nineteen,4
"recorded,",14
identified.,32
Identified,1
eight,134
families,121
nine,84
genera.,35
Highest,14
frequency,302
25.44,1
0.19,2
relative,297
3.16,1
12.25.,1
Fern,3
93,3
"13,403",1
individuals,104
\xc2\xb7ha\xe2\x88\x921.,1
widely,153
distributed.,5
IVI,4
7.54,1
37.45.,1
portion,57
ferns,25
accumulated,40
carbon.',3
'Tree,2
tree,368
basal,118
"area,",191
structure,518
"undisturbed,",5
mildly,14
"disturbed,",2
moderately,71
disturbed,81
Pradesh.,18
disturbance,84
(the,76
cut,36
measured,172
expressed,34
fraction,60
felled,1
ones):,1
stand,65
(0%,1
"index),",3
(20%,1
(40%,1
(iv),22
(70%,2
index).,3
Tree,25
stands.,17
(54,4
51,21
genera).,2
(16,4
16,84
genera),5
stand.,19
"stand,",7
47,16
42,25
36,23
found.,29
Shannon\xe2\x80\x93Wiener,4
0.7,4
2.02,1
differed,52
respect,159
composition,284
family,132
generic,36
"Fagaceae,",1
Dipterocarpaceae,4
Clusiaceae,1
53%,2
51%,2
42%,4
49%,6
Stand,1
(5452,1
stems,18
ha\xe2\x88\x921),5
"(5014),",1
intermediate,80
(3656),1
(338),1
"Dominance,",2
importance,196
greatly,55
represented,133
medium,164
girth,16
(51\xe2\x80\x93110,1
cm),13
111\xe2\x80\x93140,1
cm,62
"class,",8
51\xe2\x80\x9380,1
density.,13
About,61
"55,",2
68,12
52%,3
regenerating,4
"stands,",8
No,49
regeneration,87
Variation,12
human,325
interference,11
emphasized.',3
'Large,4
cardamom,21
(Amomum,3
subulatum,3
Roxb.),1
shade,12
loving,1
grown,46
states,84
Dargeeling,1
30,103
plants.,74
Alnus,9
"nepalensis,",4
"deciduous,",4
fixing,3
fast,49
growing,142
"tree,",18
underplanted,1
cardamom.,1
providing,72
"shade,",1
fuelwood.,2
young,48
coming,22
allowed,41
cyclic,14
order.,5
quick,9
decomposing,5
litter,43
A.,234
fertilises,1
added,30
way,74
249,4
kg/ha.,1
Large,26
thrives,3
maintained,33
diverted,1
seasonal,458
springs,64
upper,517
slopes.,28
suited,12
conserving,19
characteristically,5
steep,62
"Moreover,",128
inputs,46
required,96
gives,52
financial,14
return,61
"fuel,",5
"timber,",2
access,39
state,200
owned,6
restricted,79
legislation.,1
viral,9
chirkey,1
foorkey,1
"disease,",3
panicle,7
rot,8
capsule,3
borer,3
reducing,68
productivity.,17
It,810
integrating,30
dairying,2
apiculture,1
augment,5
profitability,4
agroforestry,68
system.',24
'Nine,2
populations,408
Magnolia,1
cathcartii,1
(Magnoliaceae),1
"range,",42
amplified,51
fragment,29
polymorphism,57
(AFLP),4
markers,105
genetic,570
populations.,93
Three,91
situ,112
whether,59
plantings,5
include,185
entire,170
Genetic,19
(0.122,1
Nei\xe2\x80\x99s,9
gene,167
"diversity),",1
southeast,83
diversity.,42
"populations,",45
none,22
reached,66
levels,312
differentiation,113
"st\xc2\xa0=\xc2\xa00.247),",1
isolation-by-distance,2
detected.,15
Habitat,3
"fragmentation,",9
"flow,",33
geitonogamy,2
proposed,192
primary,186
differentiation.,8
More,51
protection,58
"needed,",1
possess,19
numbers,88
alleles,56
according,101
AFLP,20
analyses.,32
program,25
step,36
preserving,10
current,285
Future,28
efforts,64
should,282
focus,113
enhancing,31
Yunnan.',3
carried,385
men,3
(aged,1
20\xe2\x80\x9330,7
years),11
daily,189
metabolic,10
phase,208
altitude,210
acclimatization,7
moderate,163
altitudes,92
3100,3
4200,4
Resting,1
(R),6
submaximal,1
exercise,6
(E),5
oxygen,66
consumption,65
(|VO2),1
W,25
(SL),3
3.25,2
(SEM,2
0.15),3
20.31,1
0.77),1
ml/kg,1
min,12
On,190
3110,4
R,24
E,49
|VO2,2
(P<0.001),8
remained,49
constant.,3
At,145
3445,4
tended,19
SL,5
values.,46
4177,4
decline,77
(P<0.01),4
preceding,25
altitudes.,25
Pulmonary,2
ventilation,4
(|VE),1
consistently,35
arterial,2
saturation,21
(S,2
O2),1
cardiac,4
(f,4
C,143
),26
altitude;,1
m.,49
Blood,4
pressure,195
(BP),1
systolic,1
BP,30
diastolic,1
throughout.,2
resting,3
lactic,16
"concentration,",15
[la\xe2\x88\x92],2
bl,2
",",34
observations,248
mid-altitude,3
safely,1
avoided,7
rapid,193
ascent,18
required.',2
"(5,",1
"10,",9
"15,",8
"20,",11
40\xc2\xa0years),1
decomposition,32
"fractions,",3
energy,226
release,60
mixtures,10
N2-fixing,4
alder,16
(Alnus,4
nepalensis),2
non-N2-fixing,1
subulatum),1
systems,275
compared.,15
Seasonal,28
months,80
seasons.,65
substantially,44
younger,46
(10-,1
15-years),1
declined,31
older,59
Heat,2
sink,21
floor,30
171\xc2\xa0\xc3\x97\xc2\xa0106,1
kJ\xc2\xa0year\xe2\x88\x921,2
5\xc2\xa0years,6
299\xc2\xa0\xc3\x97\xc2\xa0106,1
15\xc2\xa0years,2
then,206
advancing,19
age.,41
releases,7
slow,42
initial,161
lignin-to-initial,1
N,126
