Words,Frequency
(1975\xe2\x80\x931985\xe2\x80\x931995\xe2\x80\x932005\xe2\x80\x932014),1
industrialised,1
constituents,1
multiple,3
harbor,1
city.,1
"(2010),",1
means,1
region,17
where,5
tigers,2
represented,2
management.This,1
decision,2
movements,1
many,2
research,5
low,1
pattern,1
Bangladesh.,1
negatively,1
la,4
sensitivity,1
eco,1
Sensor,1
significantly,1
northwestern,1
change:,1
Editor,1
iterative,1
inflows,1
This,11
"stations,",1
Policy,1
more,3
ces,3
phase,1
critically,1
distributions,1
NPVs,2
conservation,16
69%,1
resources',1
ideological,1
protected,10
(latitude/longitude),1
"Valley,",1
https://www.sciencedirect.com/science/article/pii/S0168169914000428,1
postcoloniale,1
Sample,1
Sauvalle,1
framework,5
primary,2
Eutropis.,4
problems.\xe2\x80\xa2An,1
sensed,1
few,2
landscape,1
(derived,1
Sothern,1
continuous,1
world's,1
diff\xc3\xa9rentes,1
http://pest.ceris.purdue.edu/).,1
impacts,2
particularly,1
federal,1
lakes,1
used,15
threatened,2
Vijayawada,4
day.,1
Field,1
(Squamata:,1
retract,1
landscapes,2
Increment,2
settlement.,1
'K.N.',2
sand,1
"(2006),",1
long-term,2
determine,1
conserving,3
plants.',1
globalized,1
"regularly,",1
truths',1
major,5
completed,1
tide,2
temporal,1
Bengal,1
consecutive,2
district-level,4
developed,1
data-poor,2
development,5
occurrences.\xe2\x80\xa2Predicted,1
time.,1
"costs,",1
largest,2
evolutionary,1
Abstract,1
predictors,1
A,2
Linescan,2
level,10
"Inland,",1
K.S.,1
national-level,2
closely,1
"9(3),",1
coloniale,1
institution,1
sustainability,1
common,1
Its,1
10.5%,1
sensor.,1
Observatories,1
community,5
"Presently,",1
stakeholders.,1
marine,1
improved,1
especially,4
E),1
accurate,1
Re-measurement,1
favourably,1
ecosystems.,1
via,1
pass,2
powerful,1
focused,1
"channels.""",1
eradication,1
fa\xc3\xa7onnent,1
grant-aided,1
`cutting,1
There,1
flow.,1
'RETRACTED:,1
Indigenous,1
"rivers,",1
"sand,",1
20%,1
"forests,",1
resolution,1
"Pradesh,",2
wildlife,8
PAs,1
biodiversity.,1
"protest,",1
'Conservation,1
fell,1
chosen,1
duration,1
hotspot,3
Ecosystem,1
"rate,",1
smaller,1
lacunas,1
accessibility,1
https://www.sciencedirect.com/science/article/pii/S0921800904004045,1
side,2
mitochondrial,3
Addressing,1
different,8
conflict.,1
chances,1
Satellite,4
"environmental,",1
(Hemiptera:,1
M.',1
continued,1
re-measurements.,1
quarter,1
construe,1
changes,1
"growers,",1
obtained,1
holdings.,1
'Predicting,1
activity,1
damage,1
qui,2
In,6
suggests,1
quite,2
occidentaux,1
l\xe2\x80\x99Inde,2
carried,3
they,1
17\xc2\xb0,1
integrated,5
arrangements,3
best,2
discussed.\xe2\x80\xa2Economic,1
LTRS,1
coldest,2
possible,2
2001,1
performed,1
Bay,1
proceed,1
limited,2
altitude,1
community?',1
persistence,1
network,2
https://www.sciencedirect.com/science/article/pii/S0264275115000785,1
160.48\xc2\xa0km2,1
pine,2
"friction,",1
performance,1
valuation,3
costs,7
but,2
competitor,1
ranged,1
'This,1
"prioritization,",1
Reserve,1
so,2
203\xe2\x80\x932294.\xe2\x80\xa2Added,1
readily,1
DIVA,1
Linear,3
Global,2
across,3
substances.,1
"apparel,",1
inclusion,1
'Md,1
2008,1
"resources,",1
(TRP).,1
comment,1
predictions,1
their,4
"Plots,",3
"wildlife,",1
countries,5
assessing,1
lost.,1
'Zoe',1
suggest,1
Tropical,1
'Review,1
"Moreover,",1
(peak,1
r\xc3\xa9v\xc3\xa9lent,1
disturbances,2
about,6
past,2
without,1
dispersals,2
accumulated,1
ship,1
initial,2
monitored,1
southwestern,1
"ecology',",1
methods.,1
some,11
planning.AbstractSpatially,1
approach',1
assignment,1
Geographic,1
became,1
perfect,1
land,8
near,1
ongoing,2
(78.8\xc2\xa0km2),1
`local,1
often,4
selection,1
"Furthermore,",1
its,12
corridor,2
"high-elevation,",1
needed,1
distribution,7
province.,1
collected,1
worst,1
AUC\xc2\xa0>\xc2\xa00.99.,1
critiqu\xc3\xa9,1
regarding,1
forests,11
tensions,1
presented,1
volume,1
Tiger,5
managerial,1
measures,2
poor,2
conservation.',1
presents,1
observed,2
characterized,1
features.,1
widespread,1
"IRS-P6,",1
potential,10
50-ha,1
examined,2
calculated,1
designing,1
lower,1
decentralization,1
distinctive,1
rich,3
sensing,3
Article/ResearchEcological,1
"stakeholders,",1
applied,1
hotspots,7
reveals,1
considered,1
Southeast,3
These,2
system,2
strongly,1
early,2
consideration,2
Rs,3
indigenous,1
agency,1
NAPIS,1
February\xe2\x80\x93April,1
it's,1
action,1
empirical,1
season,1
models,2
hydrodynamics,2
review,1
against,5
time),1
intended,1
An,4
try,1
elaborate,1
communities.,2
demonstrate,1
India:,2
deciduous,3
creation,1
"26(12),",1
showed,4
twice,1
States;,1
Military,1
found,8
years,2
global,1
Nagarjunasagar,1
"(GEF,",1
Science,1
overview',2
validated,3
distribution.,1
typical,1
stage,2
fa\xc3\xa7ons,1
resistance,1
crops,1
Citing,1
Rajiv,1
imageHighlights\xe2\x96\xba,1
'Arpita',1
"study,",2
highlights,3
populations;,1
"location,",1
large,5
members,4
raised,1
most,11
guide,1
urgently,1
while,5
layers,1
population.,1
both,5
evaluated,2
https://www.sciencedirect.com/science/article/pii/S0016718501000057,1
database,1
subregion.,1
define,1
planning,6
elevation,2
incurred,2
gains,1
mind,1
ecosystem,10
finite,1
irrecoverable,1
hospitals,2
missions,1
exists,1
still,1
suitable,4
(SE),1
meeting,1
Thus,1
investigate,1
Ghats.,2
take,1
lands,1
contradictoires,1
Valley,1
cover,7
spend,1
"world,",1
each,2
brief,1
decline,1
approaches,1
(both,1
regions,1
West,1
semi,1
definition.,1
L\xe2\x80\x99image,1
hotspots.\xe2\x80\xa2The,1
providing,1
Pest,1
Koyana,1
influence,1
previous,1
hegemonic,1
spaces,1
"density,",1
argue,1
high-density,1
Les,1
Ray',1
acre,1
"anxiety,",1
"region,",1
activities,1
whose,1
jeopardy,1
correlated,1
monophyly,2
'AbstractUnderstanding,1
"ago,",1
qualitative,1
fragmentation.,1
algorithm.,1
1978\xe2\x80\x932016.\xe2\x80\xa2There,1
evaluate,2
thousand,2
portraying,1
affected,1
hotspot-I.,2
dwindling,1
fire,15
shelf,1
situation.',1
small-scale,1
au,1
excellent,1
open,2
(FVCOM),1
destinations.',1
"mammalian,",1
suitability,4
corporations.,1
Precipitation,3
Mineral,1
highly,1
logistic,1
coast,2
park,6
request,1
maintaining,1
opportunity,1
extant,1
surge,1
investment,1
https://www.sciencedirect.com/science/article/pii/S2212609015000102,1
immense,2
occurrence,3
dans,2
ecological,12
pressure.,1
"Zimbabwe,",1
improve,1
modelling.AbstractLong,1
reductions,1
predicted,5
"southeast,",1
life,2
toward,1
climatic,1
combine,1
applicable,1
typically,1
monitoring,4
governance,1
13\xe2\x80\x93148,1
direct,1
unique,1
model,14
https://www.sciencedirect.com/science/article/pii/S0964569113001166,1
serious,4
policymakers.,1
divert,1
ecologists,1
Environment,1
tourism,7
des,1
Reserve.,1
Ganges-Brahmaputra-Meghna,1
responsible,2
Opinion,1
available,2
"(CTFS\xe2\x80\x93SIGEO),",1
home,1
micro,2
defensive,1
tidal,9
studies,6
mostly,3
constitutes,1
19.2%,1
Asia.,1
eight,2
sequenced,1
goals,1
emphasize,1
second,1
setup,1
l\xe2\x80\x99image,1
25th,1
efforts,1
whether,1
continuation,2
precipitation,1
like,3
India\xe2\x80\x99,1
annually.,1
connectivity,2
"sum,",1
Analysis,1
'Srikonda',1
"commerce,",1
extraction,5
comprehensive,2
https://www.sciencedirect.com/science/article/pii/S0160738305000861,1
https://www.sciencedirect.com/science/article/pii/S026151771730239X,1
declaration,2
acute,1
United,1
'Factors,1
dense,3
campagnes,1
"India,",5
"India.""",1
critique,1
'ReviewChanging,1
brings,1
ranges,2
"worldwide,",1
vanish,1
achieve,3
composed,1
"era,",1
impoverished,1
'Highlights\xe2\x80\xa2LULC,1
other,8
cette,1
Strong,1
concept,1
950\xc2\xa0m.,1
sampling,1
five,1
otters,2
losses.,1
signs,1
W.,1
"167(10),",1
stakeholder,1
government,4
disturbed,2
ability,1
'Highlights\xe2\x80\xa2Institutional,1
clade.,1
coverage,2
supports,3
around,2
pests,1
"roughness,",1
retracted:,1
river,8
attempt,1
1,1
policies,3
subsequent,4
plants,2
value,8
representative,1
Andhra,3
"bathymetry,",1
debate.,1
Arguments,1
Spectroradiometer,1
urban,4
priorities,2
whereas,1
organize,1
prisme,1
MaxEnt,5
external,4
recommended,2
baroclinic,2
areas',1
"R.,",1
Communal,1
l\xe2\x80\x99\xc3\xa9tude,1
"profileChittagong,",1
Asia,3
derived,10
privacy,1
existing,4
indicated,4
"Ghats,",3
possible.,1
"Bengal,",1
'Rajarshi',1
history,2
herbivores,1
moyen,1
should,2
"functional,",1
benefits'),1
\xe2\x80\x98Mabuya\xe2\x80\x99,2
Meteorological,2
"delta,",1
no,1
\xe2\x88\xbc\xc2\xa07\xc2\xa0pm,1
Scincidae),1
groups,2
districts),1
thoughts,1
region.,3
lands.\xe2\x80\xa2Modelling,1
physiognomies,1
Sensing,1
future,8
"Reserve,",2
nationalism.,1
https://www.sciencedirect.com/science/article/pii/S1055790312000759,1
Nightly,1
District-level,1
700\xc2\xa0m.,1
characteristics.,1
threats.,1
S.,1
'Using,1
ameliorative,1
(>\xc2\xa0950\xc2\xa0m),1
Maximum,1
Focussing,1
habitat,15
System,4
implications.Graphical,1
"cultivation,",1
income,1
breaking,1
added,2
model).,1
communities,4
recorded.,1
"Further,",1
intrinsic,2
(AWiFS),1
growers,1
AUC,1
present,7
make,1
focus,3
fauna,1
discounted,1
"topographic,",1
part,6
addition,1
'Nazimur,1
implications,1
trend,1
intensification,1
15%,1
officials,1
identification,1
deep,3
"Assam,",2
edge,1
N,2
detection,1
proliferation,1
animal's,1
prime,1
reservoirs,1
reserve.,1
matched,1
(DMSP-OLS,1
Spatial,2
actinomycetes:,1
metallic,1
US$,2
February\xe2\x80\x93March;,1
(BMLR)\xe2\x80\x9d,1
resource-dependent,1
apologize,1
"initiated,",1
(https://www.elsevier.com/about/our-business/policies/article-withdrawal).This,1
resources,2
IRRs,3
deforestation,9
destabilise,1
remote,2
245\xe2\x80\x93251;,1
12%,1
past.\xe2\x80\xa2Chronological,1
metabolites:,1
"mangroves,",1
developing,2
help,1
assigned,1
random,1
national/regional,1
transition,3
mani\xc3\xa9res,1
proper,1
northern,5
distant.,1
growing,4
wounded,1
d\xe2\x80\x99interpr\xc3\xa9ter,1
https://www.sciencedirect.com/science/article/pii/S0272771416303791,1
(IRS-P6),1
sustainable,1
old,1
narrow,3
'City,1
E,1
Papikonda,1
plots,3
ha,1
rule,1
transcend,1
satellite,4
begun,1
needs.',1
only,1
Imaging,1
`global,2
appropriate,1
"deforestation,",1
55%,1
'T.R.',1
Park,6
confined,1
falls,1
Ghats,5
ont,1
linkage,1
"challenges,",1
"practices,",1
metabolites.,1
facing,1
when,2
ecology,3
become,1
services.,1
assessed,1
several,3
"Therefore,",1
pit,1
analyses,1
"Rajasthan,",1
"inland,",1
non-fuel,1
Monde,1
evaluates,1
involved,1
\xc3\xa9tait,1
provisions,1
examines,3
"tigers,",1
ordination,1
edge',1
'Forest,1
Wide,1
annually,1
livelihood,1
"plus,",1
landscapes.,1
assumed,1
agreed,1
"rearrangement,",1
"Lam,",1
(Tinsley),1
intricate,1
participatory,3
temperature,1
distinguishing,1
"cover,",1
resist,1
growers/farmers\xe2\x80\x99,1
sanctuary,3
Even,2
am\xc3\xa9ricains,1
city,6
hub.\xe2\x80\xa2Population,1
GBM,2
including,6
5.5\xe2\x80\x9317\xc2\xa0million,1
"origin,",1
fragmentation,1
created,2
key,1
water,7
moist,1
expressed,1
"However,",5
Ecodevelopment'.,1
Various,1
time,2
literature,2
topographic,1
above,1
ease,1
circumtropical,1
third,1
53\xe2\x80\xb2,1
Par,1
'Valuing,1
abstractDownload,1
NGOs,2
gouvernement,1
representing,1
strategic,2
un,1
reduction,1
politics,1
mining,1
occidentale,1
flow,1
souvent,1
reflect,1
ocean,1
"management,",1
additional,1
based,5
contemporary,1
delta:,1
preference,1
maintenance,1
"pressure,",1
making,2
case,3
attitude,1
purpose,1
analyzed,2
decentralized,1
slow-flowing,1
historians\xe2\x80\x99,1
commodity,1
those,4
Jaldapara,1
pour,1
overcome,1
interests,1
districts,2
'Highlights\xe2\x80\xa2First,1
middle,1
quality,1
Authors,1
channels.,1
hierarchical,1
northeastern,1
along,1
Different,1
2016,1
techniques,2
Moderate,1
"sanctuary,",2
Bangladesh',1
"range,",1
four,3
vulnerability.,1
https://www.sciencedirect.com/science/article/pii/S1872203215300196,1
spending,1
just,1
keystone,1
paradigm,1
attribution:,1
terrain,1
'Angshuman',1
perspectives,1
comme,1
pr\xc3\xa9senter,1
development',1
legislative,1
genus,3
May,3
sites,6
Dynamics,1
complement,1
manual,1
American,1
term,1
discharge,1
Inventory,1
establishes,1
results,5
"involved,",1
configuration,1
On,1
lying,1
biodiverse,1
multidimensional,1
Western,9
assess,1
concerns,1
tigris),1
LULC,2
l\xe2\x80\x99Inde.,2
required,2
sections,1
or,1
strategies,3
whole,1
"strong,",1
million,1
Centre,1
Management,1
'Lucy,1
risk,3
cycle,1
locations,2
collateral,1
lutra),1
So,1
nuclear,3
services,3
War,1
actors,2
Deforestation,1
Eutropis,3
Program-Operational,2
protect,1
hotspots.,1
gomphodont,1
authors,1
lead,1
Remotely,1
dimensional,1
economic,5
dissonance:,1
'Monitoring,1
sound,1
6003,1
various,1
molecular,2
need,4
1992,1
"data,",1
growth,3
collapse,1
dataset,1
date.,1
group,2
cover.,1
skink,2
Journal,1
54\xe2\x80\xb3,1
35.9%,1
Sahyadri,1
GIS,2
paper,8
images,2
significance,2
refl\xc3\xa9tent,1
pressure,1
generate,3
nationalisme,1
map.',1
effective.\xe2\x80\xa2Key,1
partially,1
conflicting,2
'Ranjan',1
India,21
aid,1
Tidal,1
metabolites,1
small-clawed,4
level;,1
can,11
"benefits,",1
better,2
bathymetry,2
hydrodynamic,2
Results,2
dental,1
shows,2
prism,1
scheduled,1
revealed,2
tides,1
cycle.FVCOM,1
central,1
had,2
tool,2
l\xe2\x80\x99exotisme.,1
markedly,1
observations,3
under,4
projects,2
et,4
introduction,2
time).,1
grid,1
severe,1
leurs,1
digital,1
designation,1
Rhinoceros,1
expenditure,1
extinction,1
suited,2
respondents,1
Venkateshwara,1
Human,1
Microbiology,2
movements.,1
fires,18
daytime,1
configured,1
delineation,1
digitally,1
captures,1
World,5
https://www.sciencedirect.com/science/article/pii/S0925857416304694,1
estimates,1
manage,1
national,5
insight,1
commenc\xc3\xa9,1
demonstrated,1
Resistance,1
3D,1
surrounding,2
possibly,1
Tiers,1
dispersal,2
responses,1
products,6
greatest,1
decrease,2
reduced,1
https://www.sciencedirect.com/science/article/pii/S2214790X16302374,1
sufficiently,1
following,1
Once,1
neighboring,1
three-tier,2
possibilities,1
intrusion,1
'Tidal,1
than,3
20,1
compared,4
own,1
participation,1
landscapes.AbstractThis,1
sustained,1
intervention,4
nationally,1
(16.2%,1
relationships,1
integrity,3
"elephants,",1
"landscape,",1
43\xe2\x80\xb3,1
dissonance,2
tall,2
socio-economic,2
complex,2
mass,1
conflicts.',1
native,1
established,1
"""AbstractApplication",1
"survey,",1
ArticleConservation,1
Himalaya.\xe2\x80\xa2Multiple,1
clade,1
foregone.,1
elle,1
extreme,1
differences,1
human-wildlife,1
seen,1
Papikondalu,1
populations,2
annual,3
overlaid,1
management.AbstractThe,1
crucial,2
concerted,1
order,2
used.\xe2\x80\xa2Weak,1
widely,2
"Punjab,",1
aspiring,1
daily,1
"deciduous,",2
gauge,1
It,3
likely,2
1978,3
effectively,3
Protected,1
'V.P.',1
provide,4
conserve,1
factors.\xe2\x80\xa2Statistical,1
16.6%,1
shortcomings,1
"impacts,",1
terms,4
used.\xe2\x80\xa2Ecosystem,1
'AbstractThe,1
occurred,1
transaction,1
2016.,1
issues,1
analytical,1
slums.,1
Remote,2
(values,1
considerable.,1
inter-comparison,1
compiled,1
area,14
exoticism.,1
(MODIS),1
surveillance,2
daytime.',1
caused,3
British,2
mangroves,1
"demands,",1
accounted,1
Data,2
degradation,7
social,1
core,2
ensure,1
break,1
Nested,1
location,2
agreement,1
(Panthera,1
area.,4
intact,1
'AbstractDuring,1
Krishna-Guntur,1
"process,",2
attracting,1
m\xc3\xa9dias,2
damages,1
genes,1
(LULC),1
variables',1
Eastern,4
conflicts,6
https://www.sciencedirect.com/science/article/pii/S0925857416301562,1
discount,1
leakages.,1
'AbstractInvasion,1
one,2
recent,2
40\xe2\x80\xb2,1
us,1
"species,",2
soldiers\xe2\x80\x99,1
ideal,1
scientific,1
invasive,8
"Contrastingly,",1
controlled,2
40.2%,1
given,1
streams,3
actinomycetes.,1
forces,2
"contrast,",2
Advanced,1
\xe2\x88\xbc\xc2\xa010\xc2\xa0pm,1
"""AbstractWhat",1
enabling,1
que,1
"""Highlights\xe2\x80\xa2Strategies",1
maps,2
Components,1
nighttime,3
19\xe2\x80\xb2,1
(\xc2\xb10.05).,1
net,4
`ground,1
rivers.,2
consciousness,1
04\xe2\x80\xb2,1
functions,1
pr\xc3\xa9sent\xc3\xa9e,1
106,1
it,6
architectural,1
articleEcological,1
organized,1
individual,1
system.,3
Habitat,1
'AbstractThis,1
surveillance.,1
tiger,3
DMSP-OLS,9
Mikania,2
Cultivated,1
supported,1
macro,2
efficacious,1
preferred,3
priority,2
temperate,1
mammals,1
protection.,2
biodiversity,10
(25\xe2\x80\x9330\xc2\xa0km2),1
through,6
\xe2\x80\x93,7
"illegal,",1
"Dharmaraj,",1
"evergreen,",2
establishing,1
index,1
valley.,1
deforested,1
(or,1
equitable,1
preliminary,1
three,4
'Panchanathan',1
next,2
subjects,1
Sudhakar',1
environment,1
Haryana.,1
"(NFI),",1
biosecurity,1
repr\xc3\xa9sentative,1
assisted,1
managed,1
subaltern,2
behavior,1
almost,1
tigers.,1
(PA),1
treated,1
establish,1
May.,1
Planet,1
limit,1
Kondapalli,1
generated,6
inventory,1
'Sunil',1
le,1
discusses,1
entropy,1
sensors.Results,1
dont,1
regard,1
progressed.,1
implementing,1
"endowments,",1
methods,1
viz.,1
\xc5\x93il,1
ecosystems,1
works,1
others,1
mixed,1
spatial,7
trends,2
resistance.,1
elle-m\xc4\x9bme.,1
Biodiversity,1
Royal,1
environmental,14
Mimosa,2
shift,2
very,3
radiation,2
western,1
future',1
industrial,1
(Aonyx,1
diplotricha,2
root-mean-squared,1
India',5
cited,1
institutions,5
Self,1
thorn,1
similar,2
active,1
subcontinent.,1
continuity,1
number,3
"Fortunately,",1
boasts,1
steps,1
nine,1
'Institutional,1
text,1
2050.,1
create,1
supervision,1
reflects,1
'Green,1
status,2
approximately,1
good,1
mega,1
England.,1
human,3
Information,2
attention.',1
control,2
dispersal-vicariance,1
into,7
'Highlights\xe2\x80\xa2Chittagong,1
MaxEnt.,1
pest,7
ensuring,1
73\xc2\xb0,2
"(2012),",1
products.,1
"""AbstractThe",1
(EDCs),1
empire,1
extensive,1
probable,3
tigris,1
civil,1
departments,1
proposed,2
"preliminary,",1
les,7
averaged,1
late,1
propres,1
high.,2
green,1
errors,1
leading,1
India.\xe2\x80\xa2Risk,1
February,3
fund,1
\xc3\xa9tant,1
conditions.,1
Government,1
"Park,",3
documented,1
2123\xe2\x80\x932139.,1
require,1
suggested,2
despite,1
oversight,1
needed.AbstractLocated,1
Elsevier,1
neighbouring,1
FVCOM,1
classes.\xe2\x80\xa2Human,1
systems,2
dating,1
coordinates,6
design,2
example,1
these,13
own.,1
names,1
'Ekwal',1
percentages,1
I',1
representations,2
Tree,3
arrangement,1
conclude,1
(MaxEnt),1
observational,3
eco-patches,1
stations,1
'Ruchi',1
conflict,2
networks,2
state,3
competition.The,1
preventive,1
grassland',1
'Samuel',1
before,2
problems,3
primitivit\xc3\xa9,1
https://www.sciencedirect.com/science/article/pii/S0944501313000177,1
use.,2
measures.,1
agriculture,1
dynamics,2
"studies,",2
commensurate,1
maximum,2
Sri,2
all,7
Molecular,1
(55%),1
trial\xe2\x80\x99:,1
primitiveness,1
rearrangement,1
India.,11
consensus,1
and/or,2
seasonality,1
gaps,1
d\xe2\x80\x99un,1
(50%),1
discharge.,1
data,10
strong,2
livelihoods.,1
conservation.,1
Mudumalai,1
Kunth,2
extend,1
intangible,1
main,1
When,1
interventions,1
article,6
'Fernando',1
Suavalle,1
lack,4
local,12
occurrences,6
claim,1
Institutional,1
humandays,1
Withdrawal,1
hills,1
test,2
'Original,2
business,1
delta,5
anthropogenic,4
"Brighton,",1
burnt,3
India\xe2\x80\x99s,2
destinations,4
https://www.sciencedirect.com/science/article/pii/S2287884X18300542,1
"local,",1
postcolonial,1
adaptive,1
linkages,1
100,2
lot,1
largely,2
combined,2
because,4
plants.,1
Northeast,3
penetration.This,1
bottom,2
operating,1
shape,1
useful,2
'AbstractMonitoring,1
done,1
nature,2
improvements,1
enumeration,1
connects,1
"2014,",1
Majority,1
"War,",1
par,1
MaxEnt\xe2\x80\x99s,1
cinereus),1
taking,1
contingent,1
ecosystems:,1
simulate,1
average,2
holdings,1
id\xc3\xa9ologiques,1
Pavilion,1
augmentation,1
structure,3
tourisme,2
rivers,2
enhance,1
"management.""",1
98%.,1
increasingly,1
generic,2
range,4
occurrence.,2
ancient,1
two,8
discussions,1
"2001,",1
affecting,1
varieties,1
extracted,1
years.\xe2\x80\xa2Small-scale,1
ones,1
mainstreaming,1
degradation.',1
set,1
willing,2
tactics.',1
undermining,1
implications.,1
holding,2
localities,1
invasion,3
managers,2
"Karnataka,",1
March\xe2\x80\x93April;,1
within,11
https://www.sciencedirect.com/science/article/pii/S0304380009004402,1
cultivated,2
'Shovik',1
We,14
if,2
Himalayan,2
P.,5
area),1
restoration,1
strongest,1
considerations,2
Areas,2
If,2
regional,1
"extracted,",1
"types,",1
National,12
prioritizes,1
cross-section,1
benefit,2
30\xe2\x80\x9340%,1
needs,1
2005,2
'Highlights\xe2\x80\xa2In,1
(GBM),1
globally,1
differed,1
mainstream,1
observes,1
maintained,1
Gandhi,1
sont,1
hillocks,1
sparking,1
predicting,1
"perspicillata),",1
\xc3\xa1,2
"surveys,",1
staffs,1
"elevation,",1
(DMSP-OLS),1
spread,1
such,4
oil,1
phylogeny,3
effect,1
mealybug,1
conflicts.\xe2\x80\xa2Conflicts,1
Plot,1
overview,1
Third,1
media,3
dynamics.\xe2\x80\xa2FOS,1
novel,3
context,3
modelling,6
southern,7
information,1
"mining,",2
comparatively,1
truthing.,1
coffee,7
increased,3
issues;,1
"observations,",1
https://www.sciencedirect.com/science/article/pii/S0378112713004180,1
L\xe2\x80\x99objet,1
grassland,2
coordinated,1
'Aniruddha',1
we,3
able,1
explicit,2
Mapping,1
"organizations,",1
Biotechnology,1
They,1
cases,1
secondary,1
rural,3
Programme,1
advance,1
450,1
Since,1
challenges,2
"layers,",1
r\xc3\xa9sister,1
substantial,2
Terai,1
degraded;,1
Pradesh,1
Current,2
exotic,3
economics,2
effective,4
herpetofauna,1
'Anthropogenic,1
metal,1
experiences,1
prone,1
