Words,Frequency
countries,2
achieving,2
tropics,4
uses,4
administrative,2
Nicobar,2
rich,2
recent,2
depends,2
https://link.springer.com/chapter/10.1007/978-3-319-01345-9_1,2
nothing,2
set,2
programmes,2
management,2
Andaman,2
algae.,2
"ecological,",2
"agriculture,",2
systems.,2
"extinction,",2
Service,2
made,2
'Malavika\xc2\xa0Chauhan',2
preservation,2
alphabetically,2
provided.',2
"Geo-climatic,",2
genetically,4
"pteridophytes,",2
"people,",2
"impacts,",2
Karnataka,4
https://link.springer.com/chapter/10.1007/978-981-10-6983-3_1,2
developmental,4
Convention,2
fauna,4
"Ghats,",6
https://link.springer.com/chapter/10.1007/978-3-319-00530-0_5,2
36\xc2\xa0species,2
biogeographic,2
affecting,2
etc.),2
significant,2
'Kenneth\xc2\xa0Hudson',2
Displays,2
'I',2
replace,4
Threatened,2
Ecosystems',2
'Museums,2
pressures,2
ESRs,4
three,2
"resources,",2
"ecosystems,",2
'V.\xc2\xa0K.\xc2\xa0Dwivedi',2
"endemic,",2
impacts,4
'Bani\xc2\xa0Gajra',2
"security,",2
tropical,2
nations,4
"hydrology,",2
Also,2
Wildlife,4
'Biogeographical,2
oil,4
https://link.springer.com/referenceworkentry/10.1007/978-3-642-41554-8_173-1,2
"fuel,",4
Environmental,4
Change,2
"population,",4
290\xc2\xa0species,2
social,4
mitigation,8
upon,2
attempts,2
explorations,4
including,2
unprecedented,4
growing,12
provides,2
floral,2
per,6
services,2
vertebrate,2
Ecological,2
"Social,",2
120,2
populations.,4
region,4
'M',2
Central,6
takes,4
1463,2
discussed,2
issue,2
loss,2
range,4
global,4
policies,6
'A',2
current,2
"bryophytes,",2
economy,2
hotpots.,2
what,4
compliment,2
multiple,2
feed,4
consequences,2
order,4
'Ecohydrology,2
"corals,",2
impacts.,4
considering,4
Hotspots',2
environmental,6
"'Endemic,",2
number,2
stakeholders.',2
coupled,2
'Biodiversity,2
having,4
vulnerable,2
Biodiversity',4
"interventions,",2
(local,2
added,4
Khazan,2
indications,2
Kannada,2
part,2
'Indian,2
help,4
change,16
reduce,2
"scales,",4
"However,",2
https://link.springer.com/chapter/10.1007/978-1-349-07014-5_1,2
address,4
country',2
600\xc2\xa0species,2
local,4
birds,2
diversity,4
ecological,6
flora,2
https://link.springer.com/chapter/10.1007/978-1-4757-6918-0_1,2
"GM,",4
https://link.springer.com/article/10.1007/s41748-018-0040-3,2
broader,2
planning,2
biological,2
fisheries,2
300\xc2\xa0species,2
'Sundarban,2
related,2
host,4
Situ,4
hotspots,2
'Douglas\xc2\xa0M.\xc2\xa0Considine',2
implementation,2
'Applied,2
And,4
'A.\xc2\xa0Biju,2
balance,2
severe,2
Affect,4
https://link.springer.com/chapter/10.1007/978-981-10-6605-4_2,2
considerations,4
score,2
changing,4
Endangered,2
showed,2
"Act,",2
'Nature,2
'How,4
so,2
consumes,4
perspective,2
Ex,2
"(CIS),",2
strategies,6
approach,4
natural,4
hotspot,2
"modified,",4
should,2
climate-sensitive,2
'Chandrakasan\xc2\xa0Sivaperuman',2
critical,2
shrinking,4
undergoing,2
Lotic,2
analysis,2
https://link.springer.com/article/10.1007/s13237-012-0047-3,2
"measures,",4
forests,4
Similarly,2
"fishes,",2
'In,4
food,2
genera,2
destruction.,2
habitats,4
arranged,2
developing,2
Network,2
'Climate,4
land,4
gigantic,4
targets,2
"Kannada,",2
Lakes',2
Conservation:,2
'An,2
spatially,2
adaptation,6
"district,",2
were\xc2\xa0recorded.,2
abiotic,2
chapter,2
Basin',2
biodiversity,16
Government,2
'Hotspots:,2
benefits,2
ecosystems,12
besides,4
assessment,2
Living,2
emerging,4
intensifying,4
primarily,2
four,2
sensitive,2
'Johannes\xc2\xa0Bauer',4
area,2
newly,4
\xe2\x80\x9cSuper,4
'H.\xc2\xa0Jesse\xc2\xa0Walker',2
https://link.springer.com/referenceworkentry/10.1007/978-3-642-54601-3_173,2
https://link.springer.com/article/10.1007/s12045-015-0152-0,2
islands.',2
"sponges,",2
Biodiversity,2
belonging,2
involvement,2
threatened,8
capita.,4
broad,2
plant,2
anthropogenic,4
