Words,Frequency
BCC-CSM1.1,2
management.,8
vivid,1
NOx,5
politics,1
Existing,1
peoples\xe2\x80\x99,1
situ.,1
institutionalized,1
staff,1
volume-weighted,1
mountains.AbstractThree,1
properties;,1
'Valuing,1
similarity,2
90%,1
log,1
monkey,1
Grass-Dominated,1
relations,3
truths',1
(Indo-Gangetic,1
government,12
biology,2
percentages,2
"(JJA,",1
oxide,5
Anisoptera,1
policy.,2
groups),1
compositional,1
fate,5
potentially,3
shrinking,1
(UV,2
'AbstractVertisols,1
materiality.,1
Natural,4
rights-based,6
strategies.,2
beneath,10
pourtant,1
4.17%,1
"cycle,",1
chemical,30
failed,3
owned,1
contents.,1
capitalizes,1
agro-ecosystems,3
\xe2\x88\x92,1
"2012,",1
"106,482",1
villages.\xe2\x80\xa2Access,1
associations,1
without,6
"futur,",1
local-level,1
legacies,2
maintained,6
threatening,1
literatures,1
PEPII,2
\xe2\x88\xbc\xc2\xa07\xc2\xa0pm,1
"CDM,",1
2\xc2\xb0C,2
"communities,",2
(0.28\xe2\x80\x930.71\xe2\x80\xb0),1
deduced,1
mature,13
Maya,1
MODIS',1
aber,1
"quadrats,",1
decreasing,4
Woody,1
"antecedence,",1
carbohydrate,2
"Siddapur,",1
"natural,",2
electricity,10
truth,1
Phyllanthus,9
Taluks,3
Perspectives,1
peninsula.,1
1450\xc2\xa0m,1
series,5
'Jared',1
deposits,6
Floracarus,1
"(families,",1
"Forestry,",1
"desertification,",1
destroyed,1
Kolli,1
Casuarina,1
https://www.sciencedirect.com/science/article/pii/S0169809517313388,1
growing,17
ease,1
highlighting,2
regime,2
Leap-frog,1
Detection/non-detection,1
samples.,1
related,28
Strict,1
reappearance,1
AC-Ahmednagar,2
weeding.,1
"evenness,",1
'15,1
eradication,2
exchange,8
"Vulnerable,",1
dispersers,1
test,8
"(Si,",1
economics,5
genotypes,3
downwind,1
"1975,",2
>\xc2\xa095%.,1
rhizobacteria,1
safety,1
mud,1
realistic,1
C.',2
"Integrated,",1
IEPOX-OA,1
features.,1
enhance,6
"Large,",1
cropfields),1
(AGB),1
"dioecious,",1
Banavasi,1
outcomes,5
FGD,1
Conserve,1
non-toxicity,1
chain,1
"weeds,",2
92%,1
Regression,1
dumping,1
https://www.sciencedirect.com/science/article/pii/S0378112716303139,1
'African,1
force,1
thermal,1
Biligiri,3
contributions.,1
connected,5
medical,1
indofischeri,1
fates,1
medium-term,1
Annual,3
half,5
https://www.sciencedirect.com/science/article/pii/S0038071705003822,1
bare,1
thecontext,1
(R2=0.153).,1
safeguarding,1
570,2
breadth,1
(to,1
atmosphere,2
sparsely,1
"slope,",2
"percent,",1
benefits'),1
https://www.sciencedirect.com/science/article/pii/S0378874115001245,1
https://www.sciencedirect.com/science/article/pii/S1040618207001085,1
radionuclide,1
https://www.sciencedirect.com/science/article/pii/S0378112797805683,1
willingness,1
planted,3
Centre,2
Elgey',1
(Phyllanthus,1
vulnerability,28
"AC-Ahmednagar,",1
man-made,1
Aporosa,1
erosion,4
profits.,1
"Nagarahole,",1
philosophy,1
esculentus,1
Nigel,1
stomatal,1
WSON,1
scale.We,1
"mortality,",1
fruitfully,1
11.1,1
210,1
preceding,1
period.\xe2\x80\xa2Study,1
dispersed,2
infestation,2
"businesses,",1
minimal,2
shrinkage,4
'Hot,1
anti-cancer,1
reflected,4
"oN,",1
ofphysical,1
shortcomings,5
studies',1
guidelines,2
addresses:,1
reviewed:,1
Sri,11
past,23
considerations,2
\xe2\x80\x9cinfiltration-evapotranspiration,4
seven-uneletrified,1
day-to-day,1
eventually,1
FINNv1,1
programmatic,1
"(e.g.,",3
hoher,2
incised,1
\xe2\x80\x9cPanchayathi,1
met,2
proper,2
'Green,1
layer.\xe2\x80\xa2Dense,1
grains.,2
future.\xe2\x80\xa2Small,1
interesting,1
calcium,5
(particularly,1
"these,",4
re-measurements.,1
metrics,3
geomorphology;,1
location',1
zoological,1
depends,6
maintenance,6
rheumatism,1
studied,33
"load,",1
ecotypes,1
forest-dwelling,1
focal,2
SodhiStrange,1
"beavers,",1
evolve,1
landuse,1
traits,5
extracts,2
IITM-Pashan.,1
"33.3,",1
"(Forest),",1
'2,1
adaptability,1
Sylhet,1
protected,56
Red,8
"some,",1
Ecuador',1
"(MHP),",1
net,29
https://www.sciencedirect.com/science/article/pii/S2212096315000297,1
https://www.sciencedirect.com/science/article/pii/S0378112797867989,1
course,1
relation,19
village,15
gradual,6
"idea,",1
Simpson\xe2\x80\x99s,2
overseas.,1
'Progressing,1
storm,5
0.49%.,1
mode,7
articleSeedling,1
reserve.,2
"scrub,",1
Ca,3
origin,5
"users,",2
irrecoverable,1
forest\xe2\x80\x93grassland,1
400\xc2\xa0years,1
'Tharmalingam',1
(19.5\xe2\x80\x9320.1%).,1
hydrologically,1
"furthermore,",1
"(topsoil),",1
catagenesis.,1
services.\xe2\x80\xa2Comprehensive,1
'AbstractAmong,1
acknowledged.,1
speeds,2
autochthonous,2
https://www.sciencedirect.com/science/article/pii/S0929139315300159,1
https://www.sciencedirect.com/science/article/pii/B9780444525123000309,1
inhabit,2
'AbstractIn,3
influencethe,1
vertisols.,1
dark,1
revisited',1
88%,1
ants,2
Indo-European,1
reconnaissance,1
foresters,4
(PM),2
coping,3
CMSAF,3
articleNatural,1
leaving,3
back-calibration,1
cylinder,1
multifarious,1
non-governmental,2
https://www.sciencedirect.com/science/article/pii/S0006320706004071,1
programme,3
leaf-litter,2
\xe2\x88\xbc\xc2\xa010\xc2\xa0pm,1
Revolutions,1
ha.,1
"unexplored,",1
"129\xc2\xa0\xc2\xb1\xc2\xa01.9\xc2\xa0ppbv,",1
emblematic,1
Irrigated,1
winds,2
industry,3
"exchanges,",1
"lineages,",1
died,1
Invasion,1
recrystallized,1
20-year-old,1
predecessors.,1
collected.Graphical,1
"Therefore,",4
basins.,4
(BTR).,1
epi-anecic,1
K+,4
'AbstractSatellite,1
Modulation,1
Himalaya.,1
(1.7\xe2\x80\xaf\xc2\xb1\xe2\x80\xaf0.52\xe2\x80\xaf\xce\xbcg\xe2\x80\xafm\xe2\x88\x923),1
landscape\xe2\x80\x99s,1
(humid,2
associated,42
2),1
trading,1
laboratory,5
reviewAdvances,1
human-use.\xe2\x80\xa2Clear,1
specialisation,1
planning.AbstractSpatially,1
ostensibly,1
tropics.,6
(log,1
river,6
leachable,1
https://www.sciencedirect.com/science/article/pii/S0006320712002303,1
"(precipitation,",1
level.\xe2\x80\xa2Surface,1
"30,000\xc2\xa0ybp;",1
carbon.,1
Bangladesh,6
"dry-season,",1
great,8
overlooking,1
"But,",3
(22%).,1
seasonality,6
'Abstracts,1
'Peter,1
Palmae,2
negotiate,1
(0.59).ConclusionAs,1
\xe2\x80\x98ecological\xe2\x80\x99,1
mortality.',1
current,48
irrespective,1
A.',3
"outputs,",1
loses,1
26,1
'End,1
75%,2
institutionalize,1
diverse,13
savannah,1
olivine,1
"Likewise,",2
determined.ResultsA,1
graduated,1
Wisdom',1
here,5
prioritization,3
lowered,2
summary,1
centers.,1
"out,",1
\xe2\x88\x920.0088%,1
macaques,2
"discussed,",1
plots.,5
"profiling,",1
"(MHC),",1
Period,2
noticed,1
"Deforestation,",1
"K.,",1
"dominated,",2
"(PHNP),",1
\xce\xb1\xe2\x80\xb2\xcf\x84,1
https://www.sciencedirect.com/science/article/pii/S0272771414001292,1
table,2
Critical,1
residue,2
tribe,1
territorial,1
(Calamus,1
Arguments,1
(Cenchrus,1
setback,1
(PHC),1
change.Based,1
alien,3
AOD,18
complexes,2
DF\xc2\xa0>\xc2\xa0AC\xc2\xa0>\xc2\xa0NF.,2
prior,4
Elevation,1
inflorescences,1
enough,2
"empowering,",1
hunting,1
Forests.,1
"decomposition,",1
prerequisite,2
"branches,",2
critical,29
'Madhuri',1
connecting,1
qualitatively,3
crucial,10
"volcanism,",1
"description,",1
factor,9
regimes.,1
spend,1
climb,1
sp.,6
Access,1
whole,5
included.',2
'AbstractConcerns,1
grids,4
industries\xe2\x80\xa2This,1
"genders,",1
"ADRE,",1
capacity),1
swampy,3
Parambikulam,2
demand,14
ice,3
abrupt,1
ISBN:,1
perennial,2
explained.,1
24\xe2\x80\x9326%,1
analysis.The,1
"dry,",1
structure.\xe2\x80\xa2All,1
"experiences,",1
(Uttar,1
"movements,",2
sinks,2
dynamics.AbstractEconomic,1
"Assam,",2
"Historically,",1
K.',5
domination,1
facilities.,2
issue.,4
plants/agents,1
undergone,1
studies.',1
climate\xe2\x80\x99,4
"central,",1
restoration?,1
correct,1
joined,1
https://www.sciencedirect.com/science/article/pii/S0378112714001455,1
moisture,30
"wind,",1
2000,5
(over,1
answer,1
"reliability,",1
image',17
floors,1
the\xc2\xa0other,1
persuasions,1
"(25.21\xe2\x80\xaf\xc2\xb1\xe2\x80\xaf7.02%),",1
act,4
Kappa,1
outbreaks,1
retrieved,4
"antiquity,",1
(Uttara,1
air-masses,1
bi-annual,2
"documented,",1
"further,",2
FA.,3
'Mark,2
mechanical,2
budgets.,1
sensor.,1
effectiveness,10
cochinchinensis,1
crystals.Graphical,1
forests.\xe2\x80\xa2A,1
discounted,1
multi-locus,1
"measurement,",1
interface,1
examined.\xe2\x80\xa2More,1
reviewed,2
success',1
Skewed,1
NCEP/NCAR,1
"conditions,",5
dimensions,3
covariates,2
Matter,1
dieser,1
openings.,1
ATREE:,1
"Bodens),",1
150\xc2\xa0cm,1
determinants,5
environments:,2
de,5
oscillation,2
natureIndigenous,1
BB.\xe2\x80\xa2Higher,1
5.8%,2
(2001\xe2\x80\x932014)',1
"(8.8%),",1
"risks,",1
frutescens,1
Joint,1
range.AbstractThe,1
parva,3
again,2
"lifestyle,",1
herbivores,4
ASi,2
joida,1
(49.7%),1
'Agroforestry:,1
landscapes.\xe2\x80\xa2Long-term,1
enormous.,2
(PNV),1
ancestor's,1
"estuary,",2
ignored,3
"sunset),",1
Nocte,1
commodity,1
category,10
single-species,1
Australia.,1
Kerala,5
Nanda,1
conduction,1
finds,1
records,11
C35,1
activity.,5
grow,1
amount,9
knowledge.\xe2\x80\xa2Despite,1
significant.,2
polities,1
light,7
successfully,5
megaCITY,1
enhanced,8
"electricity,",2
(leaf,1
policies,9
Pantoea,1
JERS-1,2
corridor,4
undermining,1
overlaid,2
combine,2
growers,1
1994,7
transcend,1
Rural,4
(due,1
April,4
aerosols,38
B6.,1
trace,6
families,12
India.\xe2\x80\xa2Concentration,1
human-environment,1
jeopardise,1
possible.,1
(MAM),1
pigeon,1
possessed,1
plots.AbstractIn,1
South.,1
CRZ.,1
(ferns),1
filter,1
Oxisols,2
45%,1
PO4-P,1
percent,4
incentives,3
OBIA,2
temporal,27
being,23
radiation,2
non-fuel,1
"pulses,",1
shoot,1
AGB\xc2\xa0>\xc2\xa0100\xc2\xa0Mg\xc2\xa0ha\xe2\x88\x92\xc2\xa01,1
similar,21
xeric,1
https://www.sciencedirect.com/science/article/pii/S002216941200296X,1
(ii),8
revisits,1
controlled,5
centennial,1
tracer.The,1
micro-environment,1
pine,22
explicit,3
pits,1
https://www.sciencedirect.com/science/article/pii/S0301479716300627,1
locate,1
Nagarhole,3
overlying,1
Kadavakurichi,1
"swards,",1
"species,",32
"Cu,",2
1975\xe2\x80\x931985,1
"liverworts,",1
October,3
PHREEQC,1
(EIR),1
distance,9
"Thus,",5
(20\xc2\xa0\xc3\x97\xc2\xa020\xc2\xa0m),1
names,2
narrowly,1
others,5
"ein,",1
definition.,1
"residents,",1
bins,1
'Leah',1
II:,1
extinction.,1
8\xe2\x80\x9310%,1
PaperEvaluating,1
Cimel,1
work,8
address,7
organisms,4
Index),1
trnS-trnG,1
"orientation,",1
(TRMM),1
classes.AbstractThis,1
Multiple-season,1
blackbuck).,1
citizenship.,1
adjoin,1
sub-continent,2
analysis.,10
simple,3
high-altitude,7
"Matrix,",1
driven,5
evenness,1
resources.MethodsIn,1
asoca,2
index.,4
\xe2\x80\x98complex\xe2\x80\x99,1
determination,1
(PES),1
Reserve.\xe2\x80\xa2Simulation,1
overlain,1
otherwise,1
Integrated,2
(a,1
FORESTS',1
fernlands,2
forested,14
weekday-weekend,2
endemics,1
cover,103
computed,4
https://www.sciencedirect.com/science/article/pii/0167880985900805,1
"organisms,",1
factors.\xe2\x80\xa2Statistical,1
"plant,",2
"them,",4
Tabernaemontana,1
"Genetic,",1
'A,4
March,6
malgr\xc3\xa9,1
similar.AbstractSediments,1
deciduous.,1
"etc.,",7
eliminate,1
"Anantapur,",2
"disturbance,",1
firm,1
analysierten,1
(0.45).Download,1
48/2',1
and/or,9
extensively,2
purposes.,4
(August,1
"Goa,",1
multivariate,2
"control),",1
bark,1
NDVI,7
Vijayawada,6
(1847\xe2\x80\x932021,1
verge,1
'96/05482,1
prohibited,1
forests.\xe2\x80\xa2Hearths,1
Rahman',1
viscosity,1
11,6
"spatial,",4
B3,1
cropping,4
organize,1
(p\xc2\xa0<\xc2\xa00.05),3
"""AbstractRivers",1
invest,1
scenarios.Graphical,1
papers,1
(ANPP),1
Mechanism,3
profile,5
forests.AbstractForest,1
POM,1
management.',2
"inclusive,",1
langur,2
cardiovascular,1
fertilizers,2
test.,2
accounted,6
provisional,1
engine,4
southwest,8
"landscapes,",4
(FA).,1
https://www.sciencedirect.com/science/article/pii/S2090447916000307,1
MERIS,1
cultivation.AbstractIn,1
summarized,1
reafforestation,1
'AbstractDespite,2
empirically,2
arc,1
https://www.sciencedirect.com/science/article/pii/S0169555X18300709,1
Industrial,1
radiocarbon,1
exploitation.,1
knowing,1
indica.\xe2\x80\xa2Predicted,1
sociality,2
anti-inflammatory,2
78.92%,1
'AbstractLarge,2
subclasses),1
https://www.sciencedirect.com/science/article/pii/S1364682613000035,1
Rhizophora\xe2\x80\x93Sonneratia,1
charging,1
"predators,",1
2007,5
"genome\xe2\x80\x94NRY,",1
Karwar.,1
Medieval,3
"values,",4
https://www.sciencedirect.com/science/article/pii/S1877959X16301480,1
actionable,1
remaining,4
fragile,2
well-known,1
forest-people,2
"gradient,",1
"techniques,",3
(3m\xc3\x972\xc2\xa0m,1
'AbstractBiodiversity,1
serum,1
quantitative,6
non-swampy,1
rain\xe2\x80\x93runoff,1
convert,2
hotspot',1
diseases/ailments.,1
conducted,15
"beginning,",1
surprises,1
mega-biodiverse,1
"Afghanistan,",1
remained,9
partitioning,1
https://www.sciencedirect.com/science/article/pii/S2212096317300931,1
serious,8
socioeconomic,4
"composition,",8
"sullage,",1
Sahel,1
relocated,3
burials,2
years,22
globally.\xe2\x80\xa2Without,1
do,10
(foliage,1
genesis,5
13.64,1
abstractThis,1
haplogroup,1
probably,4
dung,1
fulfilling,1
"islands,",2
"rainforest,",1
"oE),",1
sac,1
les,1
"assessment.""",1
LT),2
felling.,1
livelihoods,14
tendencies,1
(88%,1
"Sahara,",1
reconstruct,3
listing,1
smoke/dust,3
photosynthetic,1
Columbia,1
pricing,1
varied.,1
(CA),1
Mg2+,1
Atlantic,1
cannot,5
road',1
Protected,4
IV:,1
cysts,1
(Shannon's,1
\xe2\x80\x98forested\xe2\x80\x99,1
Assam,1
Pookot,3
idea,2
reappearing,1
Spiders,1
Cluster,1
\xe2\x88\x92\xc2\xa018,1
obtain,3
Goa.,1
carbon.\xe2\x80\xa2Within,1
outweighed,1
humidity\xe2\x80\x93aridity,1
measurement,3
someone\xe2\x80\x99s,1
d\xc3\xa9claration.,1
frequently,4
chosen,1
\xe2\x80\x9cGray,2
"monsoon,",6
permit,2
beds:,1
Asokarishta,4
taking,3
vanish,1
hotspot.\xe2\x80\xa2Total,1
goals,4
SPAs,1
pollinated,2
strategies,20
"globally,",2
male:adult,1
potassium,2
fluvial,1
dictated,2
machine,1
"settlement,",1
mearnsii,1
PGPRs,3
setting.,1
national/international,1
analogue,1
linear.,1
eco-patches,1
years.\xe2\x80\xa2Local,1
stock,7
failure,1
overland,7
undiscovered,1
trench,1
nation\xe2\x80\x99s,1
suivre,1
Here,6
spacer),1
precipitation,16
radiative,7
declared,1
13.1\xc2\xa0\xc2\xb1\xc2\xa00.5,1
modelling,12
non-refractory,1
habitats.,1
state,31
3rd,1
aged,1
emission,6
shrubs,6
inform,3
Critically,1
https://www.sciencedirect.com/science/article/pii/S0140670196902222,1
agree,2
definition,2
cycle,7
Model,6
analysis.ResultsCurrent,1
2002).,2
"vectors,",1
"administration,",1
https://www.sciencedirect.com/science/article/pii/S1462901198000033,1
southwestern,4
4\xc2\xa0km,1
"2070,",1
150\xc2\xa0km,1
breast,2
only.,1
sambar,5
35\xc2\xa0\xce\xbcg\xc2\xa0m\xe2\x88\x923.\xe2\x80\xa2The,1
"explosively,",1
183.865,1
"entropy,",1
https://www.sciencedirect.com/science/article/pii/S0016703708002597,1
taxon/variety.,1
appear,3
change.\xe2\x80\xa2Climate,1
"Bolivia,",1
Ester.,1
"(56.6%),",1
adapted,1
"current,",1
"value,",2
analysis,94
unburned,5
mark,4
Dandeli,1
recognized.,1
alkaline,2
\xe2\x80\x98dual-spot\xe2\x80\x99,1
discussed,11
(1988),1
sites.,10
"deforestation,",8
Albertine,1
(TSP),1
Africa.,2
hurricane,1
lightly,1
suitable,18
Wide,1
"water,",7
ground),1
categorisation,1
water-induced,3
dykes.,1
"silviculture,",1
hurdles,1
(EDCs),1
boundary,18
polyphenol,1
1.8,2
ailanthus,1
digestions,1
nut,6
birds,2
\xe2\x80\x98productive\xe2\x80\x99,1
attained,1
ground-based,3
methyl,1
Proximity,1
trees.\xe2\x80\xa2It,1
"elephants,",2
implementing,2
"depth,",2
parallels,1
regenerated,3
lags,4
C.,13
data',2
recently,2
Youngest,1
Peoples,1
crops.,3
resides.,1
revert,1
"oils,",1
Buffel,1
services.',1
species.Our,1
needed.,1
phases.,1
discussing,2
another,8
greenness,7
"auriculiformes,",1
FYM-characteristics,1
sambar.,2
"mammals,",2
seedlings,6
Commissioning,1
chital,7
Nitosols),1
standards,2
2004,2
'Highlights\xe2\x80\xa2Simulated,1
lid,1
dry-season.,1
emerge,3
resources',1
Land,4
'AbstractStanding,1
dwellers.,1
SW,2
"highest,",1
time.,11
biosafety,1
Localized,1
conspicuous,1
zones.,6
movement,1
agroforestry,1
alleviate,1
Sringeri,1
watersheds,5
picture,2
analyzing,1
ursolic,1
Thirty-seven,1
"mobility,",1
"nitrogen-fixers,",1
278,1
barrier.,1
"oriented,",1
devising,1
(woody,2
ecological,80
"Gujjars,",1
ethnographic,2
Modelling,1
Environmental,3
threat,18
https://www.sciencedirect.com/science/article/pii/S0303243411001954,1
alleviation,1
Nikyal,2
vital,5
approaches.',2
'Highlights\xe2\x80\xa2Analysis,1
broader,2
HOMER,1
nearby,6
aperture,3
"Pondicherry,",1
minimum,12
trees).,1
institutions.,1
children,1
additionality,1
"'Biomass,",1
'Krithi,3
(2000\xe2\x80\x932005).,1
(33%),1
"ethnographique,",1
function,12
optimized,1
ecosystems.\xe2\x80\xa2This,1
consid\xc3\xa8re,1
Ethnographic,2
trenched,1
setup.,1
"1986,",1
farmers,8
(agroecosystem-II),1
"drought,",1
dissolved,8
vibrant,1
Task,2
28.4\xc2\xa0\xc2\xb1\xc2\xa06.41stdev%,1
constructing,1
oriented.,1
2008\xe2\x80\x932012.,1
challenging,2
Ca-Mg-Cl,1
Chemistry,1
2013).,1
Florida.,1
"hydrological,",1
expanding,2
Saccharum,1
"large,",3
review.,1
sea,17
https://www.sciencedirect.com/science/article/pii/S0034425710000544,1
medicines,1
"information,",2
environment.\xe2\x80\xa2Iron,1
downstream,2
epipedons,1
(PNG),1
Front,1
pollen,28
sub,2
hard,1
groundwater.\xe2\x80\xa2Groundwater,1
ghats,1
immediate-return,1
(FYM),1
biology:,1
glycogen,1
"index),",1
Field,3
human-induced,1
"(1700\xe2\x80\x932360\xc2\xa0m),",1
Tahr,7
defined,10
writing),1
post-independence,1
angiospermous,1
include:,1
DVP,3
'Aditi',1
globally,6
'96/05480,1
effects,46
day.,2
lag,2
09:00\xc2\xa0h,1
occuring,2
acids,3
(Shorea,3
"Presently,",1
upland,8
fringes;,1
"IUCN,",1
"(Baird),",1
3.36\xc2\xa0per,1
Pacific.,1
usage,4
(years,1
brief,2
line-list,1
>30\xc2\xa0cm,1
understory,4
tectonic,1
position,1
broadly,4
2008-,1
"Zealand,",1
Works',1
marginalised,1
https://www.sciencedirect.com/science/article/pii/S037811270800399X,1
"UI/B,",1
sein,1
columnar,3
forests),1
(p\xc2\xa0<\xc2\xa00.01),2
\xe2\x88\xbc12,1
'AbstractInvasions,1
"odorata,",1
"(1992),",1
pine.\xe2\x80\xa2Pine,1
recent,28
