Words,Frequency
extinction,2
2012-09,1
"~25,770\xc2\xa0km2",1
models,7
\xe2\x80\x98ecological,2
believes,2
50,2
change\xe2\x80\x99,2
temporal,2
Green,2
endowments,2
average,2
Nilwala,1
'This,2
Sanctuary,1
Germplasm,2
continue,2
Ocbil,2
role.,2
improvement,2
trade,2
regenerating,1
development,18
1995-08,2
north-eastern,2
whereas,2
depletion,2
multi-scale,6
"assessment,",2
look,2
overall,1
percent,12
homologous,4
so,1
b),2
government,1
processes,2
future,10
'From,2
few,4
either,2
survey,1
"change,",2
physiographic,2
worldwide,2
tradition,2
tend,4
characteristic,2
people,13
lose,2
birds,1
played,2
involving,1
"name,",4
further.,2
overlooked.,2
'Gitanjali\xc2\xa0Chaturvedi',2
associated,2
"wood,",1
promotion,2
conservation,34
phenomena,2
strategic,2
protected,4
anything,2
germplasm,2
belonging,2
handle,1
understanding,6
product.,1
dependent,2
"Migration,",2
restriction,2
"aquaculture,",2
configuration,2
comparative,1
medicinal,14
stream,4
industry,2
plants.,2
2009-06,1
vulnerable,2
hydropower.,2
"old,",2
do,2
transit,2
system.',1
control,2
climatically,2
"Fortunately,",2
result,4
47.6%,2
industrial,3
lucrative,2
"phytogeographical,",2
ban,4
attributes,2
majority,1
fields,3
(those,2
general,4
"calendar,",2
1988-09,2
Garhwal,2
extensively,2
acting,2
includes,1
accordance,1
Extending,1
"that,",2
established,3
resulted,1
"Institutions,",2
arising,2
102,1
"(biological,",2
recent,5
ahead,2
policy,2
"depth,",1
tributaries,2
etc.).,1
gangotri,2
He,2
"analysis,",1
solutions,2
experiences,2
other.',2
"peatlands,",2
gain,1
answers,2
Perception,1
episode,2
"issues,",2
https://link.springer.com/article/10.1007/s11104-015-2764-2,2
human-made,2
bites,2
chemicals,1
explanations,2
WUA,1
sufferers.,2
'Thuy\xc2\xa0T.\xc2\xa0T.\xc2\xa0Nguyen',2
database,1
fires,2
less,6
factors:,2
dynamics,5
offers,2
profound,1
possibilities,2
however,2
'1.,2
mitigation,2
maintenance,1
goatherds,2
"and,",2
MYERS:,2
conjunction,2
plays,2
sense,2
attempts,2
Examples,2
Advances,2
theory',2
institutional,2
negative,3
favor,2
embracing,2
difficulties,1
"function,",2
location-specific,2
landless,2
town.,1
yearly,2
responses,5
context,6
rather,3
socio-cultural,2
"chemistry,",1
frame,2
feedback,3
"long,",2
action,2
Landsat,1
'Wen-Chieh\xc2\xa0Chou',1
abiotic,2
factors,4
support,1
"monitoring,",1
dominant,4
common,2
"markers,",2
explaining,2
world\xe2\x80\x99s,4
spur,4
herd,2
active,2
against,2
programs,4
climate,12
"demonstrates,",2
utilize,2
causing,2
level.,2
categories,1
biotic,2
82,2
biological,2
resources,11
doing,1
depleting,2
non-forest,1
social,5
hotspots:,2
urgent,2
sensing,6
influence,2
"flood,",1
fire,4
impacting,2
making,1
work,4
"preparation,",2
index,4
2011-01,1
'Ecological,2
fuel,1
"~630,000",1
"general,",3
Rad51,2
pressures,6
Comparisons,1
thousands,4
Several,2
forests',2
conservation:,2
Cyprinidae,1
increasingly,2
restricted,2
encounter,4
discussed.,3
concludes,2
societal,2
conducted,1
needs,6
concentrations,2
condition,1
Landscape,2
Using,2
ranges,4
underway,2
"access,",2
often,4
irrigation,1
"extent,",2
"grazing,",2
peninsular,2
numerous,2
"persistence,",2
"(strengths,",1
infer,2
https://link.springer.com/article/10.1007/s10310-009-0116-x,1
vast,2
face,2
efficiently,1
made,4
methods,2
rearing,2
developmental,2
highest,2
expansion,1
diversity:,1
tropical,18
Dravidian,2
markets,4
response,2
"""The",2
theory,2
ethnotaxa,2
endowed,2
incentives.',2
phytosociological,2
Mre11-Rad50-Nbs1,2
forest,23
sustainable,6
experiencing,3
Aquatic,2
2018-05,2
despite,1
https://link.springer.com/article/10.1007/s10336-006-0093-1,2
endogenous,2
issue,2
~6000\xc2\xa0km2,1
Management,2
several,7
bioprospecting,2
interaction,1
wildlife;,1
research,13
economically,1
natural,8
'T.\xc2\xa0V.\xc2\xa0Ramachandra',2
farms,1
Nepali,1
similar,2
"paddies,",1
hotspots,2
genetics.,2
granting,2
'Finbarr\xc2\xa0G.\xc2\xa0Horgan',1
mixed,1
cause.,2
hills.,4
change',2
health,4
assembled,2
framework,2
aimed,4
increase,5
velocity,1
half,2
severe,2
entirely,2
exotic,2
'Stephen\xc2\xa0D.\xc2\xa0Hopper',2
'We,1
401\xe2\x80\x93413.Genome,2
year.,2
'Ecologically,2
beyond.,2
"Overall,",1
causes,1
electrofisher.,1
https://link.springer.com/article/10.1007/s10333-017-0604-0,1
kinds,2
sequences.,2
groups,2
focus,1
1982-03,2
cover,3
aquatic,3
regulations.,1
strands.,2
3,1
abstraction,2
"India""",2
Zhou,2
tools,3
balanced,2
"circumstances,",2
Farmers,1
generation,2
(River2D),1
attitudes,3
identifying,4
stabilization.,1
https://link.springer.com/article/10.1007/s00267-011-9778-1,1
Apart,2
700,2
yields.,2
applies,2
Issues,2
respectively).,2
"relationships,",2
actual,2
adaptation,4
scale,2
pastoralists.,2
flows,2
"greatest,",2
requires,2
object,2
four,2
years,1
variation,4
feature.,2
gain),1
costs.,1
bias,2
find,1
Costa,2
identified.,1
"hydrology,",2
thought,2
developing,10
Lanka:,1
paddy,4
regional,2
ecology,6
jaundice.,2
landscape,22
"intuitive,",2
"complex,",4
Of,4
largescale,2
failed,4
"landscapes,",2
watershed,1
ten,1
impacted,2
"Unfortunately,",4
should,2
spatial,7
harbour,2
success,2
habitat,14
'Bilal\xc2\xa0Habib',2
pressure;,2
distinction,2
retreat,2
Replisome,2
perceived,1
heterogeneity.,2
"typhoon,",1
program,1
challenges,2
Lanka,1
early,2
deflector,1
sediment,2
marshes,2
document,1
consensus,6
reasons,2
configuration.,2
project,1
"environmental,",1
producers.',2
"viz.,",2
Taiwan.,1
considers,2
sample,2
transformed,2
examines,2
illness,2
clarify,2
"ecology,",2
aquaculture,4
'NORMAN,2
view,2
lack,2
Karnataka,4
record,2
changes,5
product,1
force,2
form,2
TAK,8
College.,2
(1995\xe2\x80\x932005).,2
depleted,2
examine,3
Operational,1
healing,2
"annual,",2
lifestyle,4
concentrating,2
unusually,2
alterations,2
94%,2
challenge,2
questions.',2
"development,",2
village,1
strategy,1
uses,2
"cold,",2
threatened,3
preventive,2
Earth\'s,6
healthy,4
prevailed,1
And1-Claspin-Tipin-Tim1,2
'Landscape,2
Results,3
helps,4
keepers,2
'Despite,2
South,6
production.,1
"article,",2
feature,4
generally,4
"richness,",2
"only,",2
variables,2
top-down,1
'Brij\xc2\xa0Gopal',2
sustainability.',2
2014-12,2
visions.',1
more.,2
emphasis,4
review',2
Asia,10
https://link.springer.com/article/10.1007/s41748-018-0040-3,2
2006-08,2
global,8
growing,2
southeast,4
price,1
patterns,12
beyond,2
"nutrients,",1
precipitation,2
'Biodiversity,2
(due,1
completed,1
'Our,2
uncertainties.,4
subtropical,4
fact,2
short-,1
light,2
Date:,47
forestry,8
appear,2
conflicts,6
becoming,2
hills,2
environmental,20
recycled,2
varieties.,1
likely,5
https://link.springer.com/article/10.1007/s12594-012-0163-3,1
a),2
biotas:,2
conflicting,2
botanical,2
ecotourism,2
2010-09,2
technologies,2
geospatial,5
smaller,1
pastoral,6
countries:,2
five,1
expect,2
integrity.,1
identified,2
draughts-girl,1
strategies;,2
varying,1
complex,7
non-existent,2
evolution,2
wool,2
poor.,2
present,3
34,2
polymerase,2
points,1
'Threatened,2
interviews,1
"conversions,",1
network,2
diversity,5
honorary,2
ponds,2
limiting,2
worldwide).,2
incidence,2
Cdc45-Mcm2-7-GINS,2
being,9
(80.48%),2
"0.71,",2
(1\xe2\x80\x934),2
fragmentation,1
swamps,4
already,2
biogeochemical,1
flood,3
allows,2
onto,2
"JC,",2
resource-dependent,1
way.',2
"weaknesses,",1
remaining,4
marginal,4
access,3
situations',2
digital,1
structure.,1
founded,2
decades,4
Habitats,2
Malasars,10
"illness,",2
quantitative,2
region',2
module,1
etc.),2
family,1
Throughout,2
informants,4
2014-03,2
animals,6
>,2
perspective',2
Costanzo,2
considerable,2
2004-09,2
respiratory,4
parts,4
Indonesian,2
https://link.springer.com/article/10.1007/s40003-013-0090-6,2
potential,4
https://link.springer.com/article/10.1007/s13412-011-0052-x,2
banks,1
consultant,2
synthesis,1
"landholders,",1
throughout,4
collars,8
"tagging,",2
looks,2
domestic,2
construction.,1
base',1
specific,4
aims,2
https://link.springer.com/article/10.1023/A%3A1018541125667,2
eventually,2
evidence,3
replication,4
supports,2
exploited.,2
"Asia,",4
prevent,1
agricultural,1
arises,2
malaria,2
finfish,2
guidelines,2
capability,2
region.,2
long-term,1
account,2
relying,1
"disorders,",2
https://link.springer.com/article/10.1007/BF02704747,2
consistently,1
malfunctioned,2
ESRs,4
greater,2
PAs,4
urban,3
(PAs),1
modelling,1
"reasons,",2
blame.,2
rise,4
type,2
units\xe2\x80\x99,2
technology,4
characteristics,2
opportunities.,2
score,2
best,2
event.',1
"livelihood,",2
effective.,1
0.2,2
"fragmentation,",2
continued,1
societies,6
abundance,2
commercial,1
neutral,2
socio-economic,2
challenges.,2
extinctions,2
Resources,2
rates,2
temperature,2
before,2
degraded,3
encourage,1
consideration,2
(2013),2
spatially,2
converted,2
"collection,",2
contain,2
template,2
infrastructure,4
anticipatory,2
main,1
fellow,2
rule,2
depletion.,2
curing,2
link,4
headwater,1
approaches,1
Losses,1
1977-09,1
"obstacles,",2
national,4
sustainability,1
Indicators,1
situation,2
"hills,",2
Taiwan',1
unwinding,4
lot,1
recommendations,1
livestock,3
improved,3
"Geo-climatic,",2
activities,3
'Salient,2
"Replisome,",2
stakeholder,1
park.,2
healers,2
team,1
000,4
"""hotspot""",2
suggests,1
perceive,1
development:,2
capacities.,2
incorporate,1
aspects,2
home,3
Taiwanese,1
man,2
taxonomic,2
mass-extinction,2
needs.,1
centralized,2
buffalo-keepers,2
'High,1
"species,",4
damaging,1
'Ecology,2
together,2
anticipated,4
"1983,",2
differs,2
selection,2
effects,2
conversion,2
promote,2
(examples,1
industrialization,2
TEK,2
taxing,2
biodiversity',2
V,2
'Environmental,2
climate.,2
scales,2
trend,2
Velliangiri,8
Non-invasive,1
"used,",2
required,2
2013-01,2
deltas,2
'State,2
mining/quarrying,1
holdings.,1
events.,2
higher,3
include,1
"emphasized,",1
"years,",1
project's,1
analyzing,2
proteins,2
past,4
per,2
protecting,1
reviewed.,1
"explanation,",2
"Park,",4
atmospheric,1
Tamils,2
management,15
genome,4
spatiotemporal,1
direction,2
closely,2
2018-04,1
coordinated,2
Key,2
interactions,2
practices,4
Protected,1
positive,2
telemetry,6
three,3
to...',2
"result,",1
views,1
Asia.,2
surprises,6
takes,2
Uttara,2
duplex,2
'Dynamics,1
scenario,2
garhwal,2
"Ghats,",8
ungauged,1
ecosystem,6
native,2
interviews',1
fidelity.,2
1998-03,2
international,2
food,2
maavee,7
mangroves.,2
Indeed,2
3.5,2
pilgrims,2
(27,2
coordinate,2
'Freshwater,2
world,2
nature,4
https://link.springer.com/article/10.1007/BF02240252,2
serve,2
implementation,2
analysis,5
scouring,1
them,4
environment,6
threats),1
"Instead,",2
Producers,2
'Tropical,2
same,4
loss,2
ethos,2
(WUA),1
Residents,1
(1985\xe2\x80\x931995\xe2\x80\x932005),1
'Chromosome,2
understand,2
expertise,2
"(53.7%,",2
'Norman\xc2\xa0Myers',4
require,1
divergencies,2
senior,1
variety,8
livelihoods,2
"structures,",1
globalization',2
biota,2
commonly,1
hierarchical,2
"security,",2
"Act,",2
surprise-rich,2
"losses,",2
identifies,4
altered,2
'Application,2
shift,6
researchers,4
order,2
crop,1
functional,4
questions.,2
outside,1
designated,2
lived,2
connecting,2
close,2
net,1
known,4
generate,1
pest,1
overcome,2
source,2
of.,2
'Abstract',2
cases.,2
part,2
riprap,1
locally,1
\xe2\x80\x98Global,2
detailed,4
collar,2
"Trans-Himalayas,",2
drainage,2
wealthy,2
apply,1
administrative,2
markers,2
planning,3
28.1%,2
rich,4
addresses,2
cope,4
multi-sensor,2
ESR,2
496,2
scientist,2
"time,",2
socioeconomic,5
"administration,",2
resource,4
"~23,810\xc2\xa0km2",1
including,2
marginalized,2
frequent,2
alluvial,1
"qualifications.""",1
2017-03,1
fed,2
younger,2
'Forest,4
development.Like,2
"developed,",2
villages,2
hypotheses,2
anthropogenic,2
modeling,1
engage,2
distinct,2
links,2
tags,2
maintain,2
"However,",8
"sectors,",2
whole,2
purposes.,4
problems,6
Development,1
"alia,",2
insight,2
'Shijo\xc2\xa0Joseph',1
"~18,000\xc2\xa0km2",1
Satellite,2
population,11
entities,2
statistics,2
attitude,4
Himalaya',2
make,1
"spots""",2
helicase,2
communities,4
"biogeochemistry,",2
side-effects,1
animal,7
delineation,1
dike,2
Indian,5
preference,2
soil,1
dairy,2
undertaking.,1
considering,4
strengthen,2
covering,4
Another,2
subsistence,2
countries,4
every,2
followed,1
repair,2
droughts,2
Simulated,1
analysis.,2
engineering,1
animals.,2
5%,2
'Molecular,2
ecosystems,2
problem,2
investigated,2
state,6
observed,2
caste:,2
individuals,2
pilgrimage,2
'An,2
have.,2
generic,2
monsoonal,2
evaluation,1
labor,1
areas.,2
Gavlis,4
developed,3
calculated,1
poisonous,2
reaches,2
'Madhav\xc2\xa0Gadgil',2
ailments,2
"region,",2
benefits,5
'B.\xc2\xa0Bowonder',2
Regions,2
analyses,2
characterization,2
Hindukush,2
Typical,2
paper,13
next,1
handling,2
47,2
opportunities,5
scheme,1
satellite,1
"Globally,",2
's,2
decadal,1
"activities,",1
contribute,2
90,2
based,7
science.,2
biome,2
49%,2
reference,2
managed,2
India',8
images,1
faster,2
"factors,",2
land,10
"cough,",2
Flood,1
India,17
radio,8
dominating,2
"strategy,",2
"tourism,",2
scale.,2
weighted,1
'Increasing,2
dependence,1
fodder,1
areas.',1
Kannada,2
Households,1
catalyze,2
applications,2
farmers,2
rapidly,4
decade,2
Nepal',1
cultivators,2
beneficial,2
'Nomadization,2
https://link.springer.com/article/10.1007/s00027-011-0247-y,2
https://link.springer.com/article/10.1186/2050-3385-2-4,2
https://link.springer.com/article/10.1007/BF01531107,2
paddies,2
data,1
shallow,2
"capital,",1
By,2
located,2
migrations,2
monitoring,2
flow,1
"Social,",2
approach,4
Biodiversity,2
reports,1
intensively,2
informant,2
attain,1
staggering,2
decreasing,2
"range,",2
10,2
pasture,2
acid,1
'Ocbil,2
2006-10,2
"""Within",1
change,15
sheds,2
permissions,4
extreme,2
major,13
Government,2
cropland,3
conserving,2
non-timber,2
Project,1
(TEK),2
(ESRs),2
soon,2
defining,2
Himalayas,4
outline,2
because,2
FIC,2
56%,2
battery,2
indigenous,4
almost,2
movement.,2
Invasive,2
job,2
Sea,2
seasonal,2
seen,2
Based,2
features,4
premium,2
7,2
weak.,2
particular,4
studies.',4
youngest,1
"India,",6
system,5
classes.,2
herders,2
asian,2
affect,2
evidenced,2
scarcity.,2
trends,6
India:,6
worst,2
"forests,",4
end,4
nomadism,4
2016-06,2
"substrate,",1
(Nepal)',1
95,2
utility,2
landscapes,4
ageing,1
'Three,2
worth,1
tourism,4
spite,1
constituents,2
occurring,2
substantial,1
cycling,1
policies,6
wall-to-wall,1
(1985\xe2\x80\x931995),2
cultures,2
existence,1
'Traditional,1
Benefits,1
British,2
crucial,2
multi-species,2
systematised,2
deposits,1
follow,2
pay-off,2
Himalaya,2
shown,2
2008-12,2
coupled,1
(local,2
upon,2
0.80,2
information,12
occupying,2
sustaining,4
resolution,2
over-consumption,2
climatic,2
\xe2\x80\x94,1
Basin,2
provides,1
efforts,4
Himalayan,6
'Peter\xc2\xa0Trurnit',2
especially,2
'News,1
records,2
'Prasanth\xc2\xa0Meiyappan',1
molecular,4
forests.',4
elements.,2
"district,",2
'Book,2
perspective,1
'P.\xc2\xa0S.\xc2\xa0Ramakrishnan',2
periods,3
Western,10
'Paul\xc2\xa0Robbins',2
providing,4
safeguard,3
leading,2
greatestand,2
visiting,2
threat,4
"settlement,",2
valuable,2
adaptive,1
2012-02,1
human-wildlife,1
households,2
involvement,2
Huge,2
'Future,2
'Kleiner\xc2\xa0C.\xc2\xa0',1
elevation,1
Kirala,1
involved,3
impacts,5
proximity,1
on:,2
integrate,2
revealed,3
peat,2
independent,2
Aze,2
elicit,2
caste,2
fish,5
administration,2
recommended,1
"Rajasthan,",4
traditional,17
held,3
set,2
consequences,2
'J.\xc2\xa0S.\xc2\xa0Singh',4
government.,2
soils,1
forested,2
"this,",1
goals,2
stocks.',2
wetlands.,4
constitute,3
male,1
"(CIS),",2
determinants,2
consumption,1
Unless,2
Prioritisation,2
presented,4
DNA,16
exploitation,2
dimensions,2
perceptions,2
Gavli,2
flora,2
effectively,1
jobs,2
time.,2
objectives,2
precisely,2
losses,4
primary,6
prospect:,2
resources),2
respondents,2
important,10
increasing,5
https://link.springer.com/article/10.1023/A%3A1018748917722,2
loads,2
rate,2
productivity,1
time,2
human,4
acquired,3
databases,2
knowledge,11
Rajiv,4
currently,3
Increasing,2
\xe2\x80\x98maavee\xe2\x80\x99,2
surface.,2
pattern,2
Sensitive,2
Quite,1
reproductive,2
"Here,",2
staff.,1
volume,2
https://link.springer.com/article/10.1007/BF01871536,2
mainstream,2
loss\xe2\x80\x93gross,1
farming,1
weightage,2
conservationists,2
prioritizes,2
"wetlands,",4
ones,2
encouraging,2
degradation,1
"options,",2
tree,1
(69%).,1
Ganga,1
simulation,1
proportion,2
densities,1
"Currently,",2
Dhangars,2
arise,2
identification,2
wetland,3
unit),2
explore,4
field,4
herds,2
declining,3
provided.,2
differential,2
geoinformatics,1
guideline,1
summary,2
interwoven,2
"2002,",2
"of,",2
scenarios.,1
stakeholders,1
transitions,2
habitats,4
India.,13
'Sunil\xc2\xa0Nautiyal',2
nearly,1
cropland\xe2\x80\x93fallow,1
development.,4
future?',2
indicate,2
'Bani\xc2\xa0Gajra',2
discuss,2
'Integrated,1
carried,4
plant,15
uncertainties,1
central,2
'Local,1
range,4
colonial,2
1997-12,2
dermatological,2
economy,2
strategies,10
innumerable,2
biodiversity,18
"techniques,",2
Tools,2
plants,8
around,4
(TAK),2
name,2
levels,4
each,4
years.,1
number,3
enjoyed,2
https://link.springer.com/article/10.1007/BF02858183,2
tracking,2
simple,2
diversion,2
gross,2
"progression,",2
presents,2
Identification,2
aboriginal,4
"sense,",2
https://link.springer.com/article/10.1007/BF00188887,1
residents,3
1%,2
extensive,2
go,2
survival,1
largely,4
successfully.,2
radio-telemetry,2
faced,4
"members,",2
day,1
genetic,10
policies.,4
patch,2
instead,1
possibly,2
promoted,1
possess,4
working,2
questions,2
integrated,2
quantify,2
"Nepal,",1
resistance,1
explores,2
capabilities,2
measures,3
"mosaics,",2
2014-04,2
https://link.springer.com/article/10.1186/1746-4269-4-8,2
"dikes,",1
water,3
supplying,2
mode,2
"conflicts,",1
culture,2
vegetation;,2
"studies,",2
creating,2
'A,4
disintegration,2
strongly,3
felt,2
disturbance,2
better,2
'Habitat,1
characterised,2
responsible,4
obligatory,2
created,2
hill,4
"distribution,",2
regard,2
gastrointestinal,2
role,3
stakeholders.',2
wealth,2
'In,3
vanishing,2
show,4
prepositioned,1
value,2
macro-ecological,2
discharge,2
infertile,2
777,1
constraints,1
examining,2
balance,2
entire,2
"costs,",2
"alpha-,",2
https://link.springer.com/article/10.1007/s10531-005-0312-8,2
current,4
point,1
households\xe2\x80\x99,1
"fever,",2
educated,1
aboriginals,2
"roadblocks,",2
additional,3
locations,2
endemism,2
linkage,2
"heterogeneity,",2
integrating,4
recognized,2
'Malasars',2
benefit,1
caused,6
"""Consensus",2
critical,2
structural,2
discovered,2
how,2
future.',2
reviews',2
review,5
conventional,2
concept,1
extremes,2
maps,1
exceptional,6
rice,10
new,8
wastes.,2
manufacturers,2
total,4
parameters,1
household,1
inter,2
analysis',2
"delta-,",2
histories,2
polymerization,2
capturing,4
two-dimensional,1
330,2
question,2
suitability,2
tags.,4
everywhere,2
comprise,2
~7440\xc2\xa0km2,1
favorable,2
decades.,2
holy,8
"these,",2
coastal,2
systems.,2
movement,2
1983-05,2
structures,2
Bhaktapur,3
scarcely,2
oil,2
Gandhi,4
particularly,7
"State,",2
times,3
economic,18
life,3
"for,",2
intrinsic,2
'S.\xc2\xa0Ayyappan',2
Argos-based,2
distributions,2
migrate,2
banks.,1
National,4
"agriculture,",6
excessive,1
intensive,1
trends.,2
SWOT,1
"collars,",2
river,3
Ramsar,2
conversions,1
tracts,2
https://link.springer.com/article/10.1007/s12524-010-0033-7,2
disease,1
duplication,2
insofar,2
