Words,Frequency
23.5,1
largest,7
emergent,2
collation,1
"dactylidis,",1
foxes,5
information,33
stipularis,1
scrub,2
calculated,5
"scrub,",1
catastrophic,2
search,2
epiphyte,4
intrinsically,1
zone),1
"hibernate,",1
actual,1
(plantation,2
"characteristics,",1
culture.,2
Sequencing,1
firing,1
distribution.',1
ridges,1
degraded,1
planting,2
world's,1
nitrogen,4
"email,",1
"waters,",1
philosophy,1
shade,6
complexes.,1
series,2
Atlantic,7
"prioritize,",1
total-N,2
(Lepidoptera:,1
grasses,4
"peaks,",1
idea,1
actions.,1
foot,1
"caraganae,",1
lands,3
endophyte,1
differentiating,1
'High,1
woodlands.',1
hotspots.,7
interactions.,3
2,4
"Similarly,",1
91%,1
urge,1
geologic,1
broaden,1
"forms,",1
speed,3
pigment.,1
100,2
weaknesses.,1
sustain,1
build,2
cost-benefit,1
techniques,1
perspectives,2
El,2
modelled,1
"'Today,",1
sign-recording,1
growing,4
scattered.,1
lack,6
identification,6
Future,3
seedling,9
Egeria,1
holocarpa).,1
morphological,4
"diadromy,",1
(VCR),1
7.1,1
impacted,6
nearly,3
countries,3
endogenous,1
highlights,2
Winter,2
mitochondrial,1
"guigna),",1
8173).',1
Paratrimmatostroma,1
BirdLife,1
behaviors,1
Abstract,8
assessments,3
improvement,1
D.1,1
plantations,16
drive,2
gradual,1
(WCS,1
intensity,2
ecosystem,31
(45),1
exist,1
"forbs,",1
vega,1
Digital,1
(Loranthaceae),1
'Mapping,1
canons,1
variation.,4
ancestral,2
people,1
Today,1
"=0.28,",1
characterizing,1
taken,5
virtual,1
clearer,1
coauthor,1
(Coleoptera),1
altitude,2
highlands,2
atmospheric,2
(01:00,2
maximize,2
companies,1
effectiveness,3
attention.,1
unaffected,1
trophic,3
"holdings,",1
trappers.,1
Vicariance,1
dwarf-shrub,1
Analysis),1
wetlands.,1
"events,",3
approaches:,1
range,19
distant,1
fluctuated,1
dispersing,1
gathering,1
increase,22
genera.,2
fox,5
producing,3
1616,1
related,29
"Argentina,",6
NADH-5,1
late,5
oncilla,2
"110,000",1
produce,1
conifer,4
"feedback,",1
common,6
Approximately,1
used.,1
requirements,1
Paleoecological,1
"Esquel,",1
sprouting,1
values.,1
"preferences,",1
(classified,1
Carnivora),1
endangerment,1
state,1
Over,1
"populations,",3
(LSU),1
comprising,3
realistic,1
"chilensis),",1
relatively,6
Recreation,2
low-moderate,1
organisms,3
"slope,",3
"ecological,",1
males.,2
spectrum,2
exchange,1
"composition,",3
stepping-stone,1
"productivity),",1
Associated,1
suggests,6
focusing,2
aspect),1
floral,2
fragmented.,1
step,1
spring-tides.,1
challenge,2
ecoregions.,1
"streamflow,",1
demographic,7
contained,4
coleu.',1
method,6
~50%,1
"stands,",2
convincing,1
Tremellales,1
B1,1
"nocturnal,",3
variables.,3
last,9
Classification,1
steppe).,1
counts,1
"gene,",1
terricolous),1
examined.,2
extant,2
'Any,1
samples,3
possible.',1
"century,",2
9180,1
western,7
'Infectious,1
diversity,55
"circumstances,",1
During,2
"silviculture,",1
energy.,1
turn,2
aimed,5
everybody,1
science,5
global,18
adults,2
"Ca,",1
"datasets,",1
(45,1
impact,13
1620,1
competition,3
inferred.,1
fluctuations.,1
(MF).,1
remain,4
harlequin,1
kept,1
incorporated.,1
active,5
together,3
confirms,1
"local,",2
symbolically,1
causes,4
revealed,11
yielded,2
nature.,2
Conversion,1
partners.',1
affinities,1
"dependent,",1
coexisted,1
(TDF),1
"interactions,",2
fundamental,1
iron,3
images,2
fragment,6
"meadows,",1
over-wood,1
germinated,1
"B,",1
"range,",3
"conditions,",1
Danielozyma,1
interact,4
need,6
107,1
appearance,2
believe,1
5813,1
visited,1
pathogen,1
ones.,1
(AMF),2
matrix-dwelling,1
FST,2
Sarmienta,1
"communities,",2
per,8
member,1
suggesting,3
territory,1
thriving,1
baseline,1
Pecluma,1
nutrients,3
representative,2
non-fertilized.,1
sporulation,1
camera-days.,1
"invisibilis,",1
received,2
length.,1
intermediate-type,2
"S,",1
drastic,1
"sites,",7
'Land,1
Sixty,1
activity,29
Monito,1
"Additionally,",1
Treefall,1
"11,182",1
respectively.,9
"site,",3
measure.,1
dynamic,2
range.',2
Predator-prey,1
Spectral,1
Dacrymyces,1
Machilus,1
"maritime,",1
eddy,1
Network,1
living,4
deposits,1
"choptae,",1
"floor,",1
fraction.,1
conflicts,2
chain,1
majority,1
subjected,2
"another,",1
microhistological,1
La,1
kodkods,2
bulk,1
done,1
leaders,1
seasonal,7
1986,1
recursive,1
portion,1
"form,",2
Altitudinal,1
northeastern,1
150%,1
felid,1
enhancing,2
vice,1
matrix),1
"pacifiais,",1
(Austrocedrus,1
"P,",1
equivalent,1
desired.,1
"layer,",2
lion,1
persist,1
taxonomists,1
"insects,",1
(CO2),1
predictors,2
shaded,1
km2.,1
characterise,1
Climate,2
prioritize,1
Skoog,2
affected,16
K,1
formerly,1
goal,4
(one,1
"invasions,",1
susceptible,3
kernel,1
"cathemeral,",1
observed,19
foster,1
transect.,1
satellite,1
outputs,1
running,1
"Andes,",6
governmental,1
microtopographic,1
subset,5
"harvesting,",2
settlement,1
practices,7
runoff,1
woodlands.,1
way,6
value:,1
D.2,1
"Rica,",1
"isidori,",1
work,2
social-ecological,1
"flavoalba,",1
problematic,1
argues,1
12,4
fluctuations,1
accessions,2
difference,1
evident.,1
(8.81,1
'Guanaco,1
notably,1
wetland.,1
status.,2
eliminate,1
overlap,9
air,1
progression,1
hilly,2
sediments,2
behavioral,1
49%,1
experiment.,1
introduce,1
"functionality,",1
alteration,1
originated,1
ground).,2
"bisulcus,",1
well-rooted,1
21,2
collected,10
snow,1
timely,1
shore,1
(high,1
Palfner,1
"lides,",1
strategies.',1
units.,2
axis,5
"lands,",1
Fray,1
indicator,1
connectivity.,2
endeavors,1
address,2
Bwlch,1
distinguishing,1
species/individuals,1
14,1
proposed,10
Seven,1
25.1%,1
upper,1
rooting,1
caution,1
Final,1
"state,",1
policy,6
idiosyncratic,1
Asia,1
assumed,3
resulted,7
multi-functional,1
closed-canopy,1
biodiverse,1
offered,1
declines,2
Aextoxicon,1
55%.,1
binomen,1
private,1
(D),1
piles,1
yeasts.,2
circumstances.,1
respectively).,3
design,6
"yagouaroundi,",1
New,5
ofnorthern,1
CDV,4
random,2
"information,",1
crucial,3
slight,1
physical,2
elongation,1
cost,3
canopy.,2
refers,1
risks,1
foxes.,1
dangerous.,1
mammals.,2
"hazards,",1
logistic,1
"plants,",5
ungulates.,1
deployed,1
Malesherbiaceae.,1
survived.,1
speak,1
"(Cyperaceae),",1
purpose,3
"factors,",4
remnants,4
"density,",2
cranial,2
pine,4
rehabilitate,1
"extinct,",1
probable,1
"strain,",1
river,8
"tips,",1
"strategy,",1
classes.,1
"semiplumbeus,",1
Afromontane,1
tracking,1
III,1
facilitating,2
Most,8
(4,1
(med-region),1
"NEE,",1
reviewed,3
develop,6
inbreeding,1
factor,2
size,19
epitype,1
"gaps,",1
cattle),1
lifespan,1
respect.,1
reassessed,1
contextual,1
endemism-rich,1
Foraying,2
constructively,1
identified,17
stocks,1
diversity.',1
phase,2
publications,4
fundamentally,1
platycantha,1
recovered,1
supply.E.,1
"thailandense,",1
regional,8
rate.,2
social,6
bottom,1
'Seedling,1
38%,1
"habitats,",3
disturbance.,1
legal,1
poor,3
continuous,6
Certain,1
outgroup,1
"Paraguay,",1
congruency,1
long,1
orders,1
900km,1
"extinction,",1
placed,3
rotation,1
loss,15
ecosystems.,2
cm,1
Data,1
ability.,1
characterised,1
research.,3
(19:00,1
c.,1
shared,3
consumed,1
definition,1
mountainous,1
considerable,2
Different,1
deep,2
presence),1
serious,3
component,4
0.077,1
specialization),1
"vectors,",1
obtaining,1
Trap,1
la,1
"environment,",1
intensities,1
dimorphism,2
"rRNA,",2
variability,7
quadrats,1
"frameworks,",1
Caatinga,3
Hygrocybe,1
extraction.,1
"ponds,",1
habits.,1
suggested,4
Reflected,1
"covers),",1
Alerce,1
"diffusion,",1
predators,1
"decades,",1
niche,2
enhance,4
spot,1
resultant,2
territoriality,1
"nurseries,",1
being,11
rather,1
counted,1
utilized,1
"Europe,",1
sexual,2
vesicles.,1
Tolima,1
"36,975",1
protection,3
"interviews,",1
"andPterocarya),",1
great,1
Catastrophic,1
(San,1
landslides,1
tropical,13
"enhance,",1
"occurred,",1
spring),1
retention,5
Further,1
indicators,4
"guanaco,Lama",1
striking,1
underscore,1
Average,2
ground,6
Royal,1
prioritized,1
Human,2
Celtis,1
Substantial,1
"negligible,",1
dynamics,8
14),1
favored,1
"variability,",2
"poliogaster,",1
assessment,5
way.,1
"melleialba,",1
current,14
wood-boring,2
Lat.,1
"social,",1
5.1.,1
models,7
fresh,2
one,27
order,19
residents.,1
0.298,1
consistently,1
moderately,2
remove,3
leading,1
"subclade,",1
"effectiveness,",1
intermediate-type.,1
decreasing,3
different,47
"Brunneofusispora,",1
commonly,3
activities.,2
Yeast,1
"assemblages,",1
captured.,1
"guanicoe,",1
Blepharocalyx,1
pivotal,2
"area,",8
non-tropical,1
subfamily,2
felled,1
evidenceexist,1
forest.,8
"gap,",1
fuliginosus,3
respective,1
multi-scale,1
traits,6
reconstructed,5
clearing,1
encompass,1
1960,3
stressors,1
ascomycetes,2
fertilized,3
primary,6
comb.,4
confirm,2
'Using,1
enzyme,1
benefited,1
behavior,12
productivity.,1
Muyocopron,1
0.5.,1
relict,7
"effect,",1
"orantomantidis,",1
"likeFitzroya,",1
(northern,1
priority-setting,2
5.1T,1
risk,4
plot,4
report,8
6900,1
trees.,5
"rugulosum,",1
2-year-old,1
neighboring,2
fertigation,1
Saturniidae).,1
impact.,1
belongs,2
(spatially,1
austral,2
bogs,1
unidentified,1
generality,1
sensitivity,3
"nov.,",4
No,1
weight,1
detected.,1
"strains,",3
germinating,1
"Sicily,",1
"aequinoctialis,",1
None,1
levels,12
Gallt,1
database,3
mismanagement.,1
seedling.,1
having,3
places,3
schemes.,1
"Arauco,",1
competing,1
"macrophytes,",1
"canopy,",1
highly,11
Beetle,1
(Styrax,1
protects,1
microtopography,4
symbiotic,1
absorption.',1
January,2
lowest,3
"richness,",8
"education,",2
authors,1
reaction,1
"lake,",1
lower.,1
Although,9
organ,1
"ones,",1
millennia.,1
"pattern,",2
specialists,1
source,1
Principal,1
revealed.,1
puda,7
presented,3
studies.,2
adapted,2
parameters.,2
linear,7
women,1
usually,2
fauna;,1
design-,1
wereresolved,1
"seabirds,",1
Taxonomic,1
returns,2
indigoidine,1
sets,3
addition,4
"menglunicus,",1
dung,2
beta,4
consideration,4
genera),1
vulnerable,7
VCR,1
"indojasminodorus,",1
cattle,18
"introductions,",1
trends,7
conditions.,4
combination,7
narrower,2
seed-bearing,1
20%,1
forming,1
leaves.,1
involucrata,1
Pseudoastrosphaeriellopsis,1
Sarcopeziza,1
'Coastal,1
"m),",1
soils,4
distinguished,1
hectare,1
"sinensis,",1
"Kingbird,",1
tune,1
modulating,1
"byMachilus,",1
positive,10
examples,2
Zopfiella,1
de,5
"kaveriana,",1
small-scale,4
evidence,14
explore,1
assure,1
2005).,1
range),1
Cryptococcus.At,1
studying,2
ATP-8,1
hold,2
dominated,13
compiled.,1
units,6
bridge,3
Kew,1
forN.,2
focused.,1
"methods,",1
Lahual,1
types.,1
"Whereas,",1
eco-functionally,1
samples.,1
"trigonosporus,",1
"old-growth,",1
manners,1
jellyfish,2
colder,1
force,1
reads,2
variability.,2
annual,11
Vicosamyces.,1
Capacity,1
inNothofagus.',1
pronounced,1
River,6
partitioning,2
Geoxus,1
Hyweljonesia,1
environments,6
land.,1
"morphology,",2
"values,",2
preserves,1
noctiluminum,1
(the,1
three-category,1
fraction,1
opportunity,4
peatland,3
ribosomal,3
henanensis,1
priority,10
small-sized,1
"techniques,",1
unavoidable,1
bat,2
sums,4
276,1
Mink,1
efficient,2
reflect,2
biome,1
"sampled,",1
Accipitriformes,1
trinervis,1
(Ndfa),1
pines,1
characteristics.',1
roads,1
purposes.,1
problems,1
methodologies,1
macrofungi.,1
sclerophyllous,2
Spizaetus,2
Sixty-three,1
history.,1
banks,1
climatic,8
ago,1
landscape,34
tasks,1
Longevity,1
these.,1
success,5
"dominant,",1
get,1
abies),1
long-lived,3
newly,1
"lakes,",2
via,3
negatively,6
fine-scale,1
heatmaps,1
impressive,1
century.,1
spatially-explicit,1
Institute,1
face,1
proactive,1
hypothesized,2
Austral,1
"alternatives,",1
NNMS,3
Arum-type,1
strata,1
usefulness,2
needle-leaved,2
intonitida-like,1
changes.,2
"coefficient,",2
ecosystems,19
diversification,4
Pacific,2
interaction,6
controversial;,1
eradication.,1
recruitment,6
400,2
campaign,1
30-d,1
cyto-,1
LULC,4
trait,1
arabinogalactan,1
maintaining,6
"Mutisia,",1
Mountains,1
"Locally,",1
hybrids,2
scales,4
coexistence,3
Natural,1
pool,1
excluding,1
generalist,2
"Johnst.(Cupressaceae),",1
contrasting,4
"marsupials,",1
colour,1
(dense,1
Schizoblastosporion.,1
shall,1
conserves,1
consistent:,1
"birds),",1
involved,1
"environments,",1
proxies,1
although,9
"""The",1
intensive,3
"fire,",1
reporting,2
analysis.,5
phylogenetic,7
re-circumscription,1
homogenates,1
(maximum,1
taxa.,3
"=0.50,",1
I,4
Monte,1
re-conceived,1
resulting,5
relationship,12
"province,",1
spore-bearing,1
ecoregion,2
southern-most,1
corroborate,1
fenced,1
promote,1
world.,3
technical,1
individuals,22
dominance,1
energetic,1
endemic,13
admixture,1
seeds,5
Hazel,1
sides,1
practical,2
time,10
implications,3
response,11
spores,1
catchments,6
elevations,1
(i.e.,3
"clades,",1
events,4
examination,1
wet,2
"distribution,",5
result,8
months.,1
randomlyselected,1
landscapes.,2
Plot,4
opportunities,2
functionally,1
spores.,1
migratory,8
days.,1
Leptodon,2
above-timberline,2
tiger,5
Valdivian,20
"salmon,",1
bycatch.,1
families/species,1
(LULC),1
ascomycetous,3
Ourfindings,1
flora,3
"lucida,",1
vulgaris,3
thus,4
ecoregions,10
repetition,1
(Argentina).,1
position.,2
This,47
"analysis,",2
passively,1
inferred,2
"changes,",3
"method,",2
several,12
hawks,1
3),1
per-capita,1
surveys.,1
again,1
(considering,1
Fungal,2
continues,1
record,5
Tamsiniella,1
avoided,2
reevaluation,1
neutral,4
12677T).,1
endemism,2
Lactarius,1
movement,6
AM,10
survival.',1
"thindii,",1
brush,1
country.,1
occupied,4
proportions,1
"echinospora,",1
Pacific.,1
young,2
Neosetophoma,1
"theory,",2
notion,1
kunmingensis,1
"hyaloseptispora,",1
promotes,1
sequencing,2
layer),1
clandestina,1
facets,1
(UPGMA),1
differentially,1
2009,1
fauna.,1
"polyandra,",1
"ethanol,",1
legacy,1
remote,3
top,3
bait,4
repeatedly,1
1995,2
passenger,1
"connectivity,",2
forests;,2
Cattle,1
'Western,1
populated,1
transitional,1
ex,7
Those,3
transplanted,1
laurophyll,2
treated,1
"dokdoense,",1
regularly,1
fagi,1
Gross,1
describing,1
do,3
52,1
abiotic,2
'ContextLand-use,1
polionotus;,1
80%,1
Plant,1
described.,1
"ruscifolia,",1
homogenizing,1
match,1
"valley,",1
epiphytes.',1
mid-twentieth,1
demands,2
farmers,1
enlarge,1
axyridis.',1
Mapu,1
fauna,3
Atacama,1
"result,",1
basidiomycetous,2
avellano,1
aiming,1
norKalopanax,1
geological,1
"Mol.),",1
semi-closed,1
sequenced,1
linking,1
likelihood,4
cover.,1
source-sink,1
"Parazalerion,",1
citizen,3
"margay,",2
Acer,1
colonized,3
(Rodwell,1
0.525,1
burial,1
global-scale,1
(Harmonia,1
assessing,1
Communities,1
conceptualised,1
600,1
kidney,2
forests,58
autumn),1
service,4
hawks.,1
Hierarchical,1
shortcomings,1
question,1
index.,1
tool,3
Eastern,1
Habitat,3
subject,1
(eight,2
"olivaceopallidus,",1
ruscifolia,1
inside,2
"atlantica,",1
angle,1
sustainably.,1
rethinking,1
white-rot,1
generate,4
kenyense,1
49,1
"scales,",4
intervals,2
vegetation.,1
associated,16
agricultural,3
seen,1
"39,669",1
canine,2
(Pudu,1
currentstudy,1
cities),1
"overall,",1
recognized:,1
description,4
"dextran,",1
uses,3
parameters,3
kidneys,1
(RBG,1
synergies,1
excellent,1
potential.,1
sample,6
olivacea,1
powerful,2
transects,1
"isthmospora,",1
Trichosporonales,1
21were,1
"huemul,Hippocamelus",1
Gini,1
views,2
actions.',1
disturbances,10
transitions,1
whereas,12
Karbi,1
Asteranthera,1
rainforest.,2
survivorship,1
Trichosporon,1
dataset,1
"urticae,",1
(Sasa,1
'Conservation,1
shores,1
education,3
Parks,2
scored,1
fungi.',1
Puelo,6
November,2
"forbesi,",1
"explained,",1
paramount,1
objectives,2
organisms:,1
urban,4
Regional,1
"camelliae-yunnanensis,",1
movement.,1
depending,1
show,14
Octadon,1
"Yet,",2
"australosanguinea,",1
"molinae,",1
quantified,2
(0.878).,1
"isozymes,",1
grew,3
smallest,4
Trees,1
simultaneously,1
HE,1
important,29
recovery,3
daily,1
nests,1
evaluate,4
"this,",1
"change),",2
Research,2
'Forest,2
thrived,1
"locations,",1
"grasslands,",1
'It,1
Pinus,1
"woody,",1
utilitarian,1
remains,6
foraging,1
andMachilus).,1
offering,1
Costa,2
1599,1
densities,4
outbreaks,3
'Intraspecific,1
"strategies,",2
differed,1
distributions.,1
international,3
locality,1
conforms,1
uncorrelated,1
class,3
performance.,1
watersheds,3
rare;,1
once,1
The,155
habitats.',1
evenly,1
cosmopolitan,1
Dry,2
features.,1
lasting,1
"disturbance,",3
timber,5
separation,3
"watersheds,",2
underappreciated,1
inter-population,1
vertebrates.,1
cats,1
(A),1
settings.,1
189,2
maintenance,1
amongst,2
"degree,",1
must,3
ascospore,1
"ANOVA,",1
reduce,5
determine,4
Sphaerellopsis,2
National,5
conserved.,1
complex,6
Ecological-niche,1
"""BackgroundThe",1
Scotland,1
intersubspecific,1
"entered,",1
(hotspots,1
period,10
"involucrata,",1
Dating,1
"(Lepidoptera,",1
grasslands,4
9964,1
Chusquea,1
assembly,4
"ideals,",1
community.,2
freezing,1
trees,35
44,1
scale,6
"potential,",1
GLMMs,1
Neoeutypella,1
eastern-western,1
axyridis),1
sharp,2
eucalyptus,3
belowground,1
budget,1
"planning,",1
located,16
IBAs,1
focusses,1
priorities,2
ubiquitous,1
Mexico.,1
name,1
spread,1
16S,1
cool,2
loss.,3
"Previously,",1
substructuring,1
tap,1
America,14
professional,2
yield,2
experiencing,3
(AM),2
land-use,5
invades,1
"matrix,",1
redundant,2
"airports,",1
Cirsium,1
bog,1
inputs,1
moth,1
example,3
nature,5
"combinations,",1
body,6
"Cenozoic,",1
invaded,1
"~100%,",1
8502);,1
crepuscular.,1
replacement,3
age,8
Cervus,1
Sus,2
MF.,1
'An,1
richness,41
foliar,7
Areas,2
host,4
plastic,1
operational,1
mapped,2
correlated,6
recommend,5
thesurrounding,1
conversion,2
seasons.,1
trade,2
congruence,2
(Coastal,3
Elected,1
characters,1
northern,22
contributes,2
Middelhovenomyces,1
NW,2
"website,",1
requirements.,1
role,15
paying,1
(a),1
pigment-producing,1
"data,",2
(water,1
South,41
availability.,1
gravel,1
Specimens,1
(below,1
recreation,7
"collections,",6
move,3
resolution.,1
plus,2
clusters,1
slower,1
Consideration,1
(including,1
Mahalanobis,1
line,1
"koreanum,",1
sudden,1
required,2
derived-pigment,1
"Ulmaceae,",1
brought,2
ofSasa,1
species-rich,1
Plenodomus,2
patches.,1
permanence,1
Google,2
With,4
amplified,1
pigmented,1
evaluations.,1
endemism.,1
logging,3
supplemented,1
R-Software.,1
difficult,1
popularity,1
"ecology,",2
A,27
elevation,4
area.',1
taxonomy.,1
naturally,1
900,1
obtain,4
fluctuations.',1
exotic,29
ridge,2
"Island,",4
implied.,1
spatial,29
"diversity,",7
prostrate,2
ongoing,2
diversity.,6
research,22
"(epiphytic,",1
every,1
"polygalacturonate,",1
"dogs,",1
microsatellite,8
ordination,2
"mainland,",1
retreat,2
felids.,1
ecologic,1
another,5
In,67
512,1
fish,4
stumpage,1
betuloide,1
defined,1
guidelines,1
markers,4
driving,1
barren,1
specialization,1
"categories,",2
persons,3
Coniochaeta,1
acute,1
topographic,2
diurnal,2
diurnal.,1
mere,1
death,2
"occurrence,",1
published,2
"landscape,",1
geomorphology,1
conclude,5
aridlands,1
carnivore,2
refugia,3
(Morphnus,1
midday.,1
Fuego,1
primers,1
adulthood.,1
"Septomelanconiella,",1
AMF,7
hosting,1
Red,2
decrease,9
backward,2
joint,1
"central,",1
storage.,2
biotic,9
pollinator,9
human-impacted,1
Pseudohelicomyces,1
eagles,1
semi-natural,1
resolve,1
additional,3
recorded.,1
avoid,1
epitomized,1
microorganisms,1
locations.,1
smaller,7
efforts.',1
world.',1
N2-fixing,5
"Finally,",7
"cortaderiae,",1
dry,3
'Canopy,1
possible,8
"gundlachi,",1
'Non-native,1
represented,7
proximity,2
"Park,",1
CBS,6
underpins,1
takes,1
gathered,2
are:,1
territories.,1
Coastal,11
"(Argentina),",1
concentration,3
Rhodotorula,1
spatially-,1
Conservation,3
velocities,1
provisioning,1
potential,17
surprisingly,1
negotiate,1
willlikely,1
divergent,1
mortality,3
measured.,3
forestry.,2
first,27
indicators.,1
unmeasured,1
pressure,1
Middelhoven,1
"Vietnam,",1
bare,1
Patagonia,6
fuel,1
excursions,1
"plantation,",2
forecasted,1
"guianensis,",1
creek,1
spots,1
microhabitat,3
miradorense,1
"(AAO),",1
small-spatial,1
generally,3
occurring,3
substrate,1
15000,1
prevalence,1
wildlife,3
"coronatus,",1
illegal,1
boundaries,1
coverage,4
II,1
"designations,",1
Past,1
require,3
encroachment.,1
well-supported,2
uneven-aged,1
"pullulan,",1
m.,1
moon,1
spanning,1
"advocated,",1
fern-allies.,1
Dothiorella,1
early,7
"taxaDavidia,",1
approaches,3
natural,29
relies,1
goes,1
sites.',1
bertae,1
"associated),",1
Descolea,2
"parasitism,",1
simply,1
curves,1
"clumps,",1
underpin,1
October,2
past,5
B.,1
depend,3
driver,2
physiological,1
respect,4
architecture,2
Austrocedrus,1
develops,1
among-species,1
non-stratified,1
monitored,3
"ecoregions,",1
lepidotrichum),1
eucalypticola.',1
"langensis,",1
Index,1
operating,2
initiative,1
"production,",1
"trails,",1
guigna,1
Liua,1
1985,1
season.,4
preferences,3
non-pigmented,1
relating,1
canids.,1
towering,1
Mapuche,1
(0.03,1
"Longicaudatus,",1
old-growth,12
temporal,11
variation,18
Cruces,1
farming,2
subspecies,1
14%,1
"Indeed,",1
"effects,",1
(DSE),1
specifically,1
bird,24
Our,31
Chile).ResultsEstimated,1
burnt,3
orders.,1
wildfire,1
options,1
"1,",1
frequency,5
STRAT,3
statistically,2
produced,6
generation.',1
proper,1
"ordination,",1
vulnerability.,1
guigna),2
monitoring,3
Relatively,1
Eulychnia,1
reason,1
known.,1
away,3
trees),1
complexity,1
Biodiversity,3
Eucalyptus,2
separated,5
Huapi,2
species.ConclusionsThe,1
"providers,",1
"upstream,",1
roots,8
implied,1
"created,",1
grow,1
within-wetland,1
"acuta,",1
sowerbii,2
scrofa),1
operated,1
Quite,1
funding,2
cover/watershed,1
how,16
ash.,1
coli,1
'In,9
shocks,1
scale.',1
"25,038",1
naturalize,1
points,3
areas.',2
32,1
"cells,",1
decision,1
dating,1
habitats,12
turnover.,1
ladybird,1
woodland,3
closed,3
area,35
biochemical,1
Ultimately,1
(breeding,1
spp.,1
sources,1
sucrose,1
noteworthy,1
"(CDV),",1
spaces,1
medium,3
betuloides,2
human-sea,1
demise,2
genes,2
syndrome,1
predate,1
Among,3
"threats,",2
vertebrate,2
"occurred.""",1
patches,5
m),2
values),2
regression,2
"Tasmania,",1
anatomy,1
"lyxosophila,",1
'Ecosystem,1
12%,3
gradients,3
female,1
future,16
IMB-EMP4,1
(>,1
<0.05).,1
disjunction:,1
unassociated,1
"all,",1
temperate,35
partition,1
longevity,1
Abrothrix,3
(ii),2
plantations.,5
vocalization,1
regimes,1
"55,",1
agent,1
single,6
Basidiomycetous,1
consequence,1
'BackgroundThe,1
PERMANOVA,1
issues,2
protecting,2
extinction,8
well-suited,1
numbers,1
sent,1
kofuensis/Metschnikowia,1
vs,2
Chilensia.,1
metric,1
Don),1
remarkable,3
topographies:,1
large-scale,3
variations,4
Cytospora,1
span,1
Marasmiellus,1
felid.',1
"occidentalis,",1
(burnt,1
Focusing,1
"mangrovei,",2
partial,1
FIT,1
analyses.,2
approximately,2
explicative,1
schedules,1
specimens,4
tannic,1
lake,3
slope,12
based,24
crop,2
(LUCC),1
Size,1
"deviation,",1
As,7
layer);,1
Richter,1
complemented,1
soil,15
innovative,2
summer,4
contrast,2
estimate,2
Black-necked,1
northernmost,2
Pseudoplagiostoma,1
Americas.',1
characteristic,4
"S),",1
took,2
ecologically,1
Microbotryum,1
reduction,3
chemistry,1
preferred,2
geomorphological,1
fungus.',1
Verde,2
net,5
"mortality,",1
S,4
selected,5
preserved,1
"MF,",1
crown,1
rivers,3
63,2
set,4
variable,6
sp.).,1
familiaris),1
=0.098).,1
(b),1
Ormiscodes,1
(areas,1
floor,2
