Words,Frequency
sectors,3
academic,5
users,1
approaches,25
dynamics.,2
2\xe2\x80\x933\xc2\xa0year,1
exclusion,2
does,1
far.,1
"banktop),",1
Direct,1
'Assessing,4
coordinated,1
IAS,1
"integrifolia),",1
adaptations),1
evident.,1
"covers,",1
Similipal,2
sequester,2
elsewhere.',1
TM,1
proposed.AbstractSustainability,1
transformation,3
advance,2
electricity.,2
numbers,2
systems.,4
programme,4
cookers,2
Gondwana,1
socio-ecological,3
B\xc3\xa4ume,2
Unterholz,1
cost-effective,3
characterization.,1
institutions.,1
extractions,1
combination,5
Chief,1
50-ha,1
https://www.sciencedirect.com/science/article/pii/S0378874111003928,1
hotspots,7
"0.75),",1
\xe2\x80\x9cPanchayathi,1
attempt,3
primates',1
grove.,1
GIS.,1
forces.,1
examines,6
barks,1
variable,1
(C&R),1
National,16
Subtropical,1
336,1
"schools,",1
alternatives,2
"5,995",1
health,4
detection,4
wieder,1
line,1
storm,3
nineteenth,2
care,1
human-landform,1
constituting,1
'Philip,1
receiving,2
"biodiversity,",7
massive,1
"basin,",1
programs,5
61.69,1
subregions,1
analysed.,1
emissions,2
aufgegebene,1
consideration,1
\xe2\x80\x98degenerate\xe2\x80\x99,1
ear,1
decentralization,4
conduct,1
distributions,3
subsidies,1
25,3
PNG.',1
endemism,2
nineteen,2
bushmint,6
living,6
comprise,1
paradigm,1
"Besides,",1
scarcity,1
Governor),1
"dwellers,",1
\xe2\x88\xbc1100,1
images.,1
district-level,4
'Restoring,1
93\xe2\x80\x93132\xc2\xa0mm,1
"35.41%,",1
mechanism.',1
"based,",1
verified,1
supportive,1
review.',1
apprised,1
cities,14
https://www.sciencedirect.com/science/article/pii/S0006320715001615,1
"research,",1
programs.,1
"""AbstractBiodiversity",1
"experiences,",1
"(tirtha),",1
"Washington,",1
finally,1
thorough,1
analysed,5
simulated,1
Temple.The,1
'Changing,1
"patterns,",2
pioneer,1
cited,1
lives,1
discusses,2
https://www.sciencedirect.com/science/article/pii/S037811270800875X,1
adopting,1
management.AbstractSacred,1
improved,9
Twin,1
increment,3
\xe2\x80\x98good,1
services,13
irreversible,3
'PaperConserved,1
proportions,1
AESR,6
https://www.sciencedirect.com/science/article/pii/0378874187900857,1
enhancement,1
'S.',2
"Kerala,",6
(76.4%),1
suggests,9
https://www.sciencedirect.com/science/article/pii/S0169555X18303520,1
describing,1
join,2
"NF,",5
"China,",1
Shorea,1
personal,1
opportunities,6
bioremediation,1
Study,6
judgment,2
grid,1
"reported,",1
meets,1
impact,26
quantify,4
Agriculture,2
directly,5
"greater,",1
presupposes,1
Energy,1
grassland',1
"inception,",1
Entropy,1
"2006,",1
huddling,1
broadening,1
signifikant,1
sedimentary,1
temporally,2
harnessed,1
Conservation,4
179,1
operator.,1
1330\xe2\x80\x931700\xe2\x80\xafCE).,1
coconut,3
AGB\xc2\xa0>\xc2\xa0100\xc2\xa0Mg\xc2\xa0ha\xe2\x88\x92\xc2\xa01,1
present.,1
mentioned,1
existence,2
target,4
change.\xe2\x80\xa2Additional,1
hydrogen,1
Since,3
"JFM,",1
"pollution,",2
wildland,1
pave,1
Area,2
landforms.\xe2\x80\xa2Human,1
behavior,2
flow,19
"potential,",1
subcontinent.,1
factors.,3
system.,2
defensive,1
self,1
(alvar),1
Comparison,2
6.71,1
productivity,5
thus,8
So,1
privacy,1
slope,1
"resources,",7
unravel,1
plantations.,2
hypothesis\xe2\x80\x9d',1
(over,1
biotic,8
Araripe,1
wife,1
globe.,2
"Bangalore,",2
'Prakash',1
"are,",1
"hotspots,",2
Deficient,1
greater,11
cryopreservation,1
predicated,1
country's,1
delineated,2
northeastern,1
"(5.0%),",1
channels,1
Asia',2
BA.,1
vegetation/forest,1
Support,1
removal,6
Food,2
estimations.,1
destructive,1
settlements),1
exercise,1
involves,1
"langurs,",1
status.,1
energy,41
speed,2
"equity,",1
"densities,",1
perennial,1
publishing,1
days\xe2\x80\x99,1
linkages,6
published,1
"uses,",1
structured,3
NGOs,2
Tourism,4
leads,3
PGPR,7
dwellers,3
measured,7
Programme,2
heritage.',1
identity,1
start,1
Northeast,1
89%,1
"conceptualized,",1
mediates,1
ha\xe2\x88\x921).,1
<1,1
national/regional,1
rotation.,1
pertinent,1
scrub/shrub,1
native,8
groves?,2
without,2
Level,1
sample,8
globalbiodiversity,1
governments,2
morphology.\xe2\x80\xa2Spatial,1
Permanent,1
290,2
(corresponding,1
"massive,",1
responsible,7
m.,1
congruent,1
removed,1
farms.,1
Catchment,1
noticed,1
favourably,1
multilayered,1
better,7
ranges.,1
multi-decadal,1
(SD).,2
'Modeling,1
it\xe2\x80\xa2Reviews,1
ebenfalls,1
recognition.,1
https://www.sciencedirect.com/science/article/pii/S0378112714001893,1
(endemism,1
declined,3
"disasters,",1
(RCS),1
action.Graphical,1
"image""",1
union,2
solution,6
integration,3
uninterrupted,1
form,6
"(e.g.,",2
chorus,1
43%,1
overprotected,1
funding,2
invitation,1
solar,9
510,2
etc.,9
pressures,4
Up-Ghat).,1
engaging,2
Communist,1
unlike,2
non-spatial,1
phase,3
head,1
prospects',1
"4.2/5.0),",1
Kanha\xe2\x80\x99s,1
overstory,4
irrigation,9
sewage,1
volume-weighted,1
programmes.,2
trace,1
class,2
objectives,3
Targets.AbstractTourism,1
preparing,2
"(>\xc2\xa080%),",1
'ReviewThe,1
examples,3
explanation,1
"conservation,",4
non-fuel,1
"trends,",1
quickflow,2
\xe2\x80\x9cold\xe2\x80\x9d,1
algae,1
"1998,",1
roles,3
principle,2
movements,2
reviewed:,1
sponsored,1
nor,2
Right,3
aboveground,4
sparking,1
Africa,2
persistence,2
(PNGFRI).,1
"persistent,",1
knowledge.\xe2\x80\xa2Role,1
"worldwide,",1
'Conservation,2
"threats,",1
interval,7
ill-attuned,1
fires.,1
dieser,1
(Shannon's,1
"erosion,",1
13,2
disturbed,11
human-modified,4
km2,3
"services,",2
countries,7
'Claudia',1
"Exiguobacterium,",2
\xe2\x80\x98protection\xe2\x80\x99,1
"decade,",3
Locally,1
Gram,1
"suspensions,",1
reviewed.\xe2\x80\xa2PGPR,1
Chhatrapati,1
biodiversity.',1
Centre,1
"Sankar,",1
https://www.sciencedirect.com/science/article/pii/S0921800913002978,1
"61%,",1
grasslands:,1
plateau,2
"warming),",1
misgivings,1
benefit,2
employees.,1
(one,1
extended,1
dramatic,1
monitoring.',1
'Malaria,1
distinctive,1
community?',1
'AbstractAbandoned,1
popular,2
relics,1
Tiger,7
recognized,2
invaded,2
met,1
"hunting,",2
'AbstractGeospatial,1
rivers.,2
instability,2
defined,8
pursuit,1
'Robert',1
enough,1
80\xe2\x80\x9389',1
check,4
bulk,1
Symplocos,1
negatively,4
"Historically,",2
resistance,2
kam,1
needed.',1
funds,1
W.,3
"energy,",1
assessment.,3
novel,8
https://www.sciencedirect.com/science/article/pii/S0921800913001286,1
boundaries,2
aspect,1
pricing,2
metabolites.,1
fatally,1
explored,2
aesthetic,1
rate.,1
individuals,1
High-Input,1
AER,4
(295KB)Download,1
gas,1
bioactive,3
amount,5
excursions,1
HLZs,1
necessitating,1
Paenibacillus,1
attention.',1
moved,1
roads,1
Land,5
yields,4
infrastructure,2
agency,2
'Jay,1
unsustainable,3
92%,1
altering,2
partnership,2
"Gender,",1
"migration,",1
explore,4
images.\xe2\x80\xa2Classification,1
Economic,4
Bandipur,4
(plains),2
hotspot,2
index.,1
coherent,1
B\xc3\xa4ume.,1
basis.The,1
category.,2
uniqueness,5
discussion,2
K.G.,1
Kochi\xe2\x98\x86',1
(Trachypithecus,3
date.,1
pedagogy,1
Smaller-scale,1
heavily,2
"(82.5%),",1
9,1
successful,6
offers,4
'Progressing,1
(Malnaad),1
geography.,1
plants,13
"centuries,",2
indices,8
city,13
"9(3),",1
pioneering,1
geographical,5
output,3
"Brighton,",1
Raj,1
fires,13
species',1
(RETs),1
Identifies,1
great,2
sphere,1
corridors.\xe2\x80\xa2The,1
insects,1
hasty,1
(see,1
generating,6
etc.),1
centralised,1
2123\xe2\x80\x932139.,1
coastal,10
forests.',2
all.,1
greatly,2
Nutzung,1
Hydrologic,1
LISS-III,3
studies.\xe2\x80\xa2Gaps,1
autonomous,1
scales.',1
argues,2
problems,7
adaptability,2
"technologies,",1
done,5
stakeholder,10
"Coimbatore,",1
generators,1
"Kannada,",1
(2004\xe2\x80\x932009),1
multi-region,1
herbivores,2
"floodplains,",1
constitute,3
"urea-N,",1
States;,1
trust,1
rate,5
base.,1
management),1
kingdom,1
low-flow,1
flux,2
decades.\xe2\x80\xa2Planned,1
intensifying,1
agent(s),1
actions,3
(n\xc2\xa0=\xc2\xa01535),1
"""RESEARCH",1
locals,1
problems.,1
"location,",2
suggested.',1
Pradesh,1
fruit,12
inform,1
'Achiransu',1
stoppte,1
gave,2
post-agricultural,2
1348/ha,1
https://www.sciencedirect.com/science/article/pii/S0016718512002734,1
"end,",1
29,2
"North,",1
educational,1
letters,1
"walking,",1
Infectious,1
Bharat,1
efforts,6
season,10
resource,45
Mumbai\xe2\x98\x86',1
biodiversity-based,2
Editors.,1
Artenreichtum,2
minimize,3
interventions.Graphical,1
"skyline,",1
"Matrix,",1
weaknesses,2
attribution:,1
throughout,4
complement,3
spaces,3
analyse,4
HV,2
emphasize,1
worldwide.,2
correlation.,1
(litter,1
consequences,5
dams,1
"local-level,",1
processes.,3
timber,4
industrialised,1
80,2
era.,1
almost,2
sensing,5
(protected,1
accounting,1
(2),7
"reserves,",1
Sweden,1
vegetation?,1
mainstreaming,1
10\xc2\xa0m,1
'Leah',1
indofischeri,1
control.',1
Ministry,1
organizations,2
hypothesis\xe2\x80\x9d,1
(SDM),1
Ray',1
persistence.,1
original,1
Gondwana.,2
backscatter,2
per,13
Queensland.,1
Marine,3
governmental,3
returns,2
"so,",1
Oxford,1
'\xe2\x80\x98British,1
Proximity,1
"groves,",4
1498,2
several,14
names,1
evaluate,2
places,4
provenances,2
logistic,3
Multipurpose,1
base.Materials,1
depth),1
mistletoes:,1
neglect,2
sea,1
"converse,",1
Nino,3
conceptualization,2
Availability,1
Countries',1
pathways.,1
step,1
time.\xe2\x80\xa2Various,1
cochinchinensis,1
mortality,4
Gemeinschaft,1
ecosystem.,1
Asia:,1
altitude,1
"stands,",1
regimes.,1
population.,3
agriculture,16
"growth,",2
contours,1
https://www.sciencedirect.com/science/article/pii/S0169534718300594,1
depletion,4
displacement,1
series,1
"squirrel,",1
variables,11
zones,6
controlled,5
aggravate,1
direct,8
(SPAs);,1
cultivated,2
reductions,1
stage,2
Ecosystem,1
threat.,2
1900\xe2\x80\x932200\xc2\xa0m,1
labels.,1
data.,7
Global,8
expanding,1
opportunities.,1
"carbon,",1
(CRZ),1
hypothesis,6
expands,1
populations.\xe2\x80\xa2A,1
involved.,1
Alps,1
Patch,1
zu,2
tactical,1
Regulation,1
12.3\xc2\xa0mm.,1
learning,1
existing,7
tourism,16
Commodification,1
modeling,12
Group.,1
options.,1
station,1
1240TMC,1
emerge,3
agents,2
area-based,1
abandoning,1
Andaman.,1
close,3
Compared,1
expense,1
'Highlights\xe2\x80\xa2Livelihood,1
PALSAR,1
\xe2\x80\x98ecological\xe2\x80\x99,1
estimated.,1
World,6
'K.F.',1
Meidung,1
conversion,7
"Peninsula,",2
Region,1
abundances,1
bottleneck,1
Value,1
"new.""",1
nascent,2
Services,2
section,2
prominently,1
remained,2
https://www.sciencedirect.com/science/article/pii/S0269749103002410,1
Plot,1
"ratios,",1
fragments,10
high-input,1
"sphere,",1
exceptionally,1
literature,7
regulating,1
segments,1
reveals,2
October\xe2\x80\x93November).,1
bushmeat,1
policymakers.,1
Universalities,1
"Mexico,",1
air-conditioning,1
regard,4
Holdridge,1
visible,1
"differences,",1
equating,1
ore,1
few,11
Field,1
significant,32
https://www.sciencedirect.com/science/article/pii/S0006320710002533,1
Es,2
characterization,3
supports,1
Orang,1
focused,3
strongly,2
phenology,4
participate,1
mediating,1
errors,1
category,1
explanatory,2
M\xc3\xb6glichkeit,1
agro-ecosystems.,2
rubber,1
Hydrological,1
Institution,1
(NF1).,1
enumerated,2
mind,2
(88KB)Download,1
Sensing,1
stratify,3
low.,1
interactions,3
every,2
examined,6
underrepresented,1
to:,1
Potentials,1
perhaps,2
bushmint.\xe2\x80\xa2Environmental,1
colonists\xe2\x80\x99,1
financial,5
entirely,1
(lower,4
"""Highlights\xe2\x80\xa2The",1
should,14
https://www.sciencedirect.com/science/article/pii/S2212017316302869,1
stakeholder-ship,1
https://www.sciencedirect.com/science/article/pii/S0378112797805683,1
generated.',1
consists,2
Tropics,1
continuous,3
go,1
proposed.,1
poor,6
programmes,1
database,3
bureaucratic,1
"beginning,",1
understory,3
subaltern,2
23.5\xc2\xa0m,1
81-204-1370-9',1
onset,2
basalt,1
platform,1
retain,1
government,12
"fuelwood,",1
(dbh\xc2\xa0\xe2\x89\xa5\xc2\xa010\xc2\xa0cm),1
AGB,4
Neighbourhood,1
hemiparasites,3
manages,1
proved,1
'Nethravathi,1
"partnerships,",1
"department,",1
dating,1
problem-oriented,1
altered,5
Elefanten,1
"patches,",3
'Luciano,1
Higher,2
territories.JFM,1
spent,1
modified,2
"2014,",1
younger,1
incorporated,3
activism.',1
region,12
551\xc2\xa0Ma,2
GIS.\xe2\x80\xa2Higher,1
temporal,7
indischen,1
economics.\xe2\x80\xa2We,1
abundance,5
probable,4
farmer,1
Biodiversity,9
trial\xe2\x80\x99:,1
Linear,3
de,1
performance,2
observed,8
transferrable,1
challenge,9
764,1
Cases,1
"playing,",1
teak,6
unit,3
forms,3
Publishing,1
safe,3
direction.,1
private,3
observational,3
archaeological,2
usual,1
intent,1
assigned,2
South.,1
deforestation,14
deciduous,16
Guinea,2
investigates,1
Catchments,1
international,8
Tarun,1
"groups.""",1
sub-continent;,1
https://www.sciencedirect.com/science/article/pii/S0921800905004921,1
sativa).,1
forest.,6
coordinates).Graphical,1
delayed,1
nur,1
nutrition,7
irrigated,1
harvesters.,1
"London,",1
"Lanka,",1
Kannada',1
sought,1
Vector-borne,1
lands.,2
stakeholders,8
reclamation,1
84,2
invertebrate,1
transcend,1
objects,1
tropical,91
parks,1
infection,3
Poit.,1
contributing,3
(seed,1
"institutions.""",1
operate,2
years,11
resource-dependent,1
"criticism,",1
'Kamal',1
considerations,2
hierarchical,4
forts,1
Bank-hosted,1
solid,2
"strategy,",1
ecotones.',1
user,2
technologies.,1
benefited,1
human-environment,1
capacity,11
"theories,",1
Integrating,1
method.,1
"NH4+-N,",1
hand,2
Recommends,2
analyses.,1
AWiFS,1
Mg\xc2\xa0ha\xe2\x88\x92\xc2\xa01,1
Deccan,12
stream,8
contact,1
"45,000",1
"km2,",2
innerhalb,1
vis-\xc3\xa0-vis,1
deaths,1
encroachment,1
Allergy,1
integrity,2
evaluates,1
truths',1
variety,6
implications,14
requirements,5
farming,3
Travancore,1
capital,8
areas',4
shown,1
maps).,1
2005.Low,1
suited,2
investigated,7
'Linking,1
shows,5
spatio-temporal,2
"meaningful,",1
pesticides;,1
discriminating,1
"963\xc2\xa0Ma,",1
"work,",1
(LFI),1
riverfront:,1
maintains,1
areas?,1
Betel,1
deliberative,2
economics,1
Increasing,1
rights,7
Volcanic,2
potentially,4
survey,6
games,1
forests,72
deduce,1
exploration,1
"temperature,",2
try,1
households.,1
here.The,1
differentiation,2
interdisciplinary,7
'Nature,1
effects.,1
conformity,1
development\xe2\x80\x9d,2
felled,1
Qualitative,1
"habitat,",1
survival,3
apparent,1
mobilised,1
2001),1
"Stewart,",1
"have,",1
invasion,8
guava,1
relate,3
India',29
(Uttar,1
reveal,2
"warming,",1
United,3
consistently,1
jedoch,1
tended,1
Indigenous,1
restore,1
holds,1
conserve,6
"erratic,",1
"herbivory,",1
month,1
"abzusch\xc3\xa4tzen,",1
estimated,13
GARP',1
articleModelling,1
"country,",1
~\xc2\xa025%,1
Grama,1
levels,13
reconstruction,1
"""AbstractLand-use",1
'Marie-H\xc3\xa9l\xc3\xa8ne',1
"(EU),",1
cash,1
inland,1
expansion,6
"management,",5
"as,",1
"theoretical,",1
"defensive,",1
polluted,2
Asia).,1
drivers,11
(BD),1
friendly,2
assumes,1
2030,1
lowest,2
maintained,5
world-wide,2
Allesh',1
accept,1
DF.Further,1
floods,1
