Words,Frequency
evidence,146
constant,18
rate,109
"years,",37
contradicting,3
generally,70
accepted,21
hypothesis,82
literature,72
continous,1
slow,13
down,13
climax.,1
Regeneration,2
physiognomy,6
relatively,140
"fast,",1
questioning,1
prevailing,12
idea,12
ecosystems.,43
insufficient,8
attain,5
paramo.,2
Under,20
current,208
trend,70
length,57
reduction,70
observed,230
traditional,115
potato,67
raise,5
doubts,1
conservationist,2
value,115
strategy.',4
'Climate,11
occurring,60
past,113
several,170
decades,36
elevations,60
Mountains,17
animal,51
integrity,11
affected,123
"cover,",28
human-biophysical,1
systems,192
involved.,3
Consequences,1
probable,14
rural,90
inhabitants,9
"livelihoods,",3
especially,141
farmers,111
pastoralists.,1
Biophysical,1
always,23
changed,28
mountainous,30
zones;,2
extent,78
degree,62
alteration,16
acting,11
concern.,7
Addressing,2
probably,91
adaptive,71
capacity,82
local,386
land-use,41
"systems,",35
unless,5
external,33
socioeconomic,21
political,35
forces,17
unsupportive,1
antagonistic.,1
Suitable,1
programs,37
"information,",14
"subsidies,",1
alternatives,8
designed.,2
highlight,54
resiliencies,1
cultural,59
contain,35
lessons,12
useful,98
"elsewhere,",2
terms,99
traits,97
allow,43
sustainable,98
utilization,27
dynamic,37
heterogeneous,24
landscapes.',7
'During,8
germplasm,61
explorations,5
carried,73
Peru,97
"Colombia,",70
interbreeding,1
complexes,15
wild,228
cultivated,98
bean,73
"countries,",31
eight,64
Apurimac,1
Cusco,4
departments,8
Cundinamarca,1
existence,33
evidenced,7
segregation,8
morphological,140
certain,48
"populations,",40
presence,130
genetically,38
stabilized,3
weedy,10
types,162
assumed,21
arisen,3
hybridization.,3
Observations,4
phaseolin,6
seed,215
protein,27
confirmed,26
genetic,483
exchange,33
occurring.,4
Phaseolin,2
incipient,9
introgression,8
populations.,72
On,64
"hand,",25
phases,10
totally,3
fully,20
"beans,",3
undergone,8
evolution.,7
Complexes,1
means,56
generate,37
"variability,",16
introgressing,1
genes,43
populations,310
complementing,3
modern,48
breeding,97
programs.,9
depends,29
continued,20
"wild,",13
beans,26
close,66
proximity;,1
maintenance,44
semi-domesticated,2
environment;,1
willingness,7
leave,3
field.',2
heavily,16
glacierized,2
range,268
world,64
Cordillera,28
Blanca,2
losing,4
ice,35
end,39
Little,13
Ice,2
Age,4
(LIA).,1
"study,",103
decline,43
Churup,3
glacier,35
S;,1
W),1
processes,169
documented,38
employing,10
multi-proxy,6
approach,149
remotely,7
sensed,7
images,22
Schmidt,1
hammer,1
rock,12
test,70
lichenometric,1
dating.,1
It,204
shown,73
lost,16
vast,19
majority,46
estimated,104
LIA,1
(1.05,1
0.1,7
km2;,2
m3).,1
retreat,11
vary,38
space,31
"(SE,",1
SW,2
NW-facing,1
slopes),1
"time,",48
1986,3
1995.,3
With,39
0.045,1
km2,14
"2016,",6
complete,46
deglaciation,5
valley,17
inevitable,2
future.,8
Recently,3
(post-LIA),1
exposed,34
bedrock,6
surfaces,11
higher,418
R-values,1
AVG,2
"63.3,",1
STDEV,2
2.9),1
compared,228
pre-LIA,1
"50.1,",1
"4.9),",1
confirming,5
links,17
duration,15
weathering.,4
Lichenometric,1
dating,9
applied,82
recently,56
above,92
4800,1
m,99
"a.s.l.,",3
revealing,11
limited,87
reliability,3
agreement,17
age,68
remotely-sensed,2
environment.',7
'Giant,1
ones,19
striking,12
features,75
Coespeletia,1
moritziana,3
reaching,9
highest,184
altitudes,32
"4,600",1
a.s.l.,14
Different,9
"rosettes,",2
grows,7
outcrops,2
poorly,57
developed,133
soils,146
availability,97
limited.,7
Two,46
questions,26
addressed,22
study:,3
How,8
does,44
respond,17
relations,21
maintain,47
favorable,9
gas-exchange,2
conditions?,2
Considering,11
adult,55
plants,310
rely,21
water-reserving,1
central,119
"pith,",1
do,105
"juveniles,",3
C.,197
dry,234
seasons,36
de,86
Piedras,1
Blancas,1
"4,200",2
Adult,4
maintained,20
leaf,126
potentials,7
"season,",33
"however,",112
differences,236
season.,46
Minimum,3
never,11
turgor,2
point,56
Juveniles,2
show,258
stomatal,12
status.,21
Net,3
photosynthesis,6
significantly,217
decreased,90
juvenile,15
seasons.,14
resists,1
rosettes',1
'Fungi,1
believed,17
diverse,111
because,153
groups,209
known,203
DNA,77
sequences,59
hampers,1
comparative,35
studies.,33
investigated,102
mycorrhizal,27
Sebacinales,6
(Basidiomycota),2
67,9
individuals,129
Ericaceae,8
Orchidaceae,2
mountain,176
Southern,57
estimate,59
whether,98
fungi,36
particularly,139
partially,20
sequenced,12
internal,19
transcribed,6
spacer,12
(ITS),3
subunit,7
(LSU),1
nuclear,30
ribosomal,13
them,104
together,47
GenBank.,1
clustering,25
optimization,7
technique,21
parameters,49
maximize,12
comparability,1
molecular,124
operational,11
taxonomic,137
units,49
(MOTUs),1
obtained,101
distinct,93
loci.,8
Sampling,10
effort,42
rarefaction-accumulation,1
curves,12
non-parametric,2
estimation,14
Chao2,2
France.,1
Clustering,2
1%,6
LSU,3
distance,64
threshold,15
corresponds,8
commonly,46
3%,5
dissimilarity,5
"ITS,",3
single-linkage,1
optimal.,1
resulting,66
clusters,25
MOTUs,3
endemic,188
(74%).,1
"Panama,",9
North,71
America,178
Europe.,12
revealed,112
unsaturated,3
sampling,126
general,85
area.,73
site,108
"Ecuador,",46
hotspot,22
comparison,50
areas.',16
dependence,24
aboveground,35
biomass,134
productivity,67
fertility,33
"understood,",5
previous,66
yielded,25
contrasting,31
results.,10
"Here,",93
quantify,37
(AGB),3
stem,36
wood,39
"production,",40
examine,83
chemistry,9
mature,39
stands,37
equatorial,16
Ecuador.,49
80,7
levels,191
"(500,",1
"1,000,",1
"1,500",4
total,340
sample,44
ten,24
chemical,58
"parameters,",8
inventoried,8
trees,222
monitored,17
diameter,43
growth,214
dendrometer,1
tapes,1
32,15
plots.,27
Top,1
canopy,98
height,75
density,141
500,15
tree,328
basal,32
AGB,9
remained,22
invariant,2
Wood,36
specific,87
gravity,7
(WSG),1
"significant,",6
"small,",11
decrease.,2
Stem,3
production,201
4.5,4
"transect,",8
indicating,60
turnover,41
lower,244
elevations.,25
variable,45
covaried,3
exchangeable,16
K,7
topsoil.,2
WSG,3
decreases,22
N,92
mineralisation,4
"rate,",17
pH,39
extractable,2
Ca,14
P,104
concentrations.,10
Structural,4
equation,10
modelling,19
(SEM),1
nitrogen,71
acts,4
indirectly,8
relation,69
"WSG,",1
positive,113
lowered,3
growth.,30
SEM,2
neither,9
direct,67
nor,20
indirect,12
resin-extractable,2
AGB.,3
conclude,53
influences,28
affecting,60
alterations,11
density;,3
growth-promoting,3
apparently,21
larger,82
P.',1
'BackgroundThe,10
Sierra,13
Nevada,7
del,16
Natural,16
1977,3
fragile,8
"ecosystems,",35
extraordinary,1
"biodiversity,",39
"endemism,",16
function,50
reservoir.,3
expanding,22
"agriculture,",46
"deforestation,",26
"tourism,",3
change.,68
ethnobotanical,27
inventory,27
farmer,21
discuss,57
plants.MethodsWe,1
76,2
"semi-structured,",1
4,37
in-depth,6
"interviews,",8
247,1
botanical,21
collections,49
record,48
ethnoflora,1
surveyed,22
organized,10
3,32
participative,3
workshops,3
"children,",2
school,1
"students,",2
women,16
share,24
data,515
acquired,3
field,155
empower,2
awareness.ResultsWe,1
encountered,12
174,2
"plants,",55
(68%),1
almost,57
third,16
(32%).,1
Compositae,4
species-rich,26
"family,",12
followed,80
"Lamiaceae,",3
"Poaceae,",3
Rosaceae.,3
"medicine,",7
"food,",11
"firewood,",5
domestic,18
tools.,4
Local,10
reported,111
declining,15
numbers,42
now,66
before.,3
informants,12
worried,2
preservation,20
resources,129
noticed,3
"change,",60
commercial,47
unsustainable,7
overharvesting,2
seemed,9
cause,35
medicinal,53
rather,72
change.ConclusionsWe,1
recommend,23
plans,16
include,96
"monitoring,",3
perceptions,30
actions,34
'Almost,1
glaciers,21
latitudes,21
located,121
"(Peru,",1
"Bolivia,",34
Colombia).,3
Due,15
"altitude,",30
radiation,30
"dynamics,",14
result,114
"warming,",10
changing,47
variability,137
precipitation.,11
Many,33
livelihood,24
three,382
"capitals,",1
Lima,15
"(Peru),",1
La,44
Paz,3
(Bolivia),3
Quito,4
"(Ecuador),",1
depend,32
supplies.,3
paper,197
shows,100
period,128
flow,98
melt,6
"disequilibrium,",2
resource,115
decrease,94
rapid,77
shrinking,5
considered,142
reservoirs.,7
(Peru),3
detail,10
mid-term,1
long-term,73
centuries),1
resources.,33
Associated,3
risks,23
population,346
consequences,48
"(tourism,",1
"hydropower,",1
"stock-breeding,",1
large-scale,40
irrigation),1
described,127
stage,13
range.',5
'We,75
litter,90
testate,18
amoeba,8
rainforest,39
Ecuadorian,59
Litterbags,1
containing,19
dominating,4
(Clusia,1
"sp.,",19
Myrcia,3
"pubescens,",2
Graffenrieda,1
"emarginata,",1
Cecropia,3
andina),1
"1,",7
"2,",5
established,69
Chemical,3
elements,36
compounds,11
before,61
exposure.,2
At,74
"exposure,",5
microbial,63
mass,54
"measured,",1
living,37
"number,",6
"density,",36
"biomass,",14
determined.,6
"total,",10
125,3
colonized,7
litterbags.,1
lignin,7
concentrations,87
indicators,33
quality,88
amoebae,7
richness.,27
Their,21
number,363
declined,15
order,160
high-quality,4
single,105
low-quality,2
litter.,1
"Further,",13
addition,45
exceed,6
treatments.,10
"Moreover,",46
structure,214
"chemistry,",4
"Fe,",1
"Na,",3
"lignin,",1
C-to-N,3
ratio,45
major,229
"importance,",8
reflects,17
habitat,288
amoebae.,2
"Overall,",37
overrides,1
structuring,21
communities.',10
'Patterns,2
"point,",2
index,69
"Acanthaceae,",3
"Araceae,",7
"Bromeliaceae,",5
"Melastomataceae,",3
"Palmae,",2
Pteridophyta,5
204,3
400,7
m2,7
elevational,102
humid,53
Bolivia.,31
Zonal,1
point-diversity,1
(mean,17
per,134
plot),4
(extrapolated,1
number),3
hump-shaped,8
"mid-elevations,",1
decline.,7
These,295
correspond,17
"productivity,",15
pteridophytes,8
epiphytic,47
Bromeliaceae,9
fitt,1
null-model,2
random,34
bounded,4
ranges.,19
surprisingly,10
Range,15
inverse,6
recorded,132
elevation),4
"elevation,",37
"patterns,",30
roughly,19
constant.,1
Non-zonal,1
habitats,104
"(ravines,",1
"ridge-tops,",1
"faces,",1
"roadsides,",1
pastures),1
contributed,34
overall,89
terrestrial,76
herbs,15
"Pteridophyta,",2
taxa.,30
"exceptions,",3
endemism,48
pronounced,22
zonal,12
forests.,78
imply,12
measures,58
focus,86
mid-elevations,2
elevations.',3
'Polylepis,1
harbour,11
unique,82
fauna.,5
information,249
avifauna,8
Peru.,49
bird,105
Huancavelica,1
richness-abundance,1
perform,12
Hill,5
numbers.,1
"addition,",69
built,23
matrices,6
(presence-absence,1
data),2
previously,83
"area,",73
regularly,10
inhabit,12
Polylepis,37
second,55
interest.,5
birds.,15
Some,48
birds,82
affinity,12
another,39
group,167
typical,38
line,26
Yungas.,3
27,18
interest,37
region.,87
"Polylepis,",4
biodiversity.',14
'Air,1
pollution,17
assessment,65
requires,33
multidisciplinary,9
supported,50
underlying,32
biological,126
dynamics,115
atmospheric,96
"behavior,",3
mathematical,4
proper,11
information.,11
review,138
touches,1
aspects,61
help,72
solve,7
challenging,9
problems,52
regarding,46
air,31
reviewing,4
state-of-the-art,6
assessing,29
corresponding,31
state,60
development,223
address,51
complexities,3
challenges,37
mega-diverse,3
abrupt,4
topography,19
entails.,1
Understanding,16
relevance,16
monitoring,66
facing,16
"scarcity,",3
call,19
usefulness,14
assimilation,7
uncertainty,21
"reduction,",3
techniques,57
tackle,4
scarcity,23
regional,177
networks,26
accelerate,11
implementation,33
"Finally,",44
cyberphysical,1
framework,61
decision-making,10
transport,56
"models,",19
forecast,14
"scenarios,",6
regulation,25
policy,61
making.',2
'North,1
western,91
"Argentina,",34
southernmost,7
portion,22
contains,19
"Cone,",2
country.,19
Historically,1
reserve,11
richest,6
ecoregion,9
area;,5
effectiveness,26
preserving,13
505,1
included,86
High,22
Monte,4
"Puna,",2
1/3,1
unprotected,6
entire,51
ranges,47
"system,",16
nearly,25
half,37
New,62
chosen,10
irreplaceability,1
concept.,2
adding,7
251,2
new,415
cells,17
improve,85
convert,2
system,153
effective.,3
highlights,32
priorities,17
basis,81
successfully,18
conserve,36
endemism.,7
zoologist,1
realize,4
similar,164
assessments,17
fauna,33
optimal,16
designed,25
Andes.',11
'Agroforestry,4
great,49
highly-altered,1
landscapes.,27
"agroforestry,",8
shade-coffee,4
"cacao,",5
assemblage,40
resident,8
migratory,37
"birds,",16
ability,67
silvopastures,1
understood.,18
Important,6
physiognomic,5
agroforestry,77
likewise,2
differ.,2
plantations,69
"silvopastures,",1
2011,10
2013,10
identify,125
mixed-species,8
flocks,11
same,113
Flock,1
activity,117
increasing,199
silvopastoral,6
abundances,14
"complexity,",5
agroforests,1
mid-range,1
suitable,50
migrants,16
attending,1
flocks.,3
suggests,113
suitability,40
improved,53
overwintering,3
incorporating,9
emergent,9
shade,18
'Southern,2
Chile,46
experienced,29
serious,27
deforestation,129
century,26
projected,41
year,72
2025,1
devoid,2
One,44
endangered,60
(Mol.),5
"Koch,",3
monkey-puzzle,6
tree.,7
"Mountains,",7
homeland,1
indigenous,108
Mapuche,8
Pewenche,2
people,86
who,39
participatory,30
research,334
Chilean,29
"knowledge,",31
"values,",11
attempts,15
reveal,34
knowledge,238
(1),111
illustrates,8
complexity,22
efficacy,8
"management,",32
(2),110
explores,11
link,24
"people,",12
(3),81
answers,5
relevant,53
ex-situ,1
in-situ,4
scientific,97
thus,89
providing,39
contribution,55
integrated,44
management.',11
'Evaluation,1
lichen,12
must,59
restricted,93
better-known,1
"groups,",38
25%,6
taxonomy,22
lichens,14
Tropics,2
incomplete.In,1
foliose,2
fruticose,1
forms,64
represented;,1
crustose,3
seems,45
important.,7
contrast,34
"lowlands,",5
form.,4
resemblance,3
cooler,5
"world,",36
disappears,1
generic,11
sectional,2
levels.,15
conspicuous,10
feature,11
frequency,54
"linear,",2
"rhizinate,",1
ciliate,1
"lobes,",2
adaptation,81
conditions.More,1
wide,85
throughout,102
least,117
Neotropics.,13
taxa,161
element.,3
temperate,83
element,27
"apparent,",1
usually,34
bicentric,1
hemispheres.,2
Perhaps,2
region;,3
scarce.,9
Venezuela;,2
so,72
"far,",7
certainty,3
paramos,3
There,103
affinities,15
southeastern,34
Brazil,65
Caribbean-Central,1
American,152
adjacent,47
Guayana,4
Highland.',1
'ContextNatural,1
rapidly,33
tropics.,17
Forest,76
transitions,22
restore,11
Spatial,19
targeting,9
policies,50
benefits,35
reforesting,3
landscapes.ObjectiveWe,1
attributes,18
influencing,29
woody,61
scale.MethodsWe,1
scenarios,44
differed,48
"reforestation,",2
Pangor,1
watershed,59
study.,28
distinguished,20
fallows,8
planted,30
managed,34
exotic,51
simulated,23
scenario,28
"LANDIS-II,",1
process-based,1
model,276
dynamics.,10
pair-case,1
conducted,120
against,42
scenario.ResultsSpecies,1
considerably,21
in:,2
(i),27
proximity,20
remnant,18
forests;,5
(ii),27
percentage,48
cover;,2
(iii),17
compositional,18
Reforestation,1
positively,57
Planted,3
pine,24
negatively,39
restoration.ConclusionsOur,1
contributes,23
better,133
recolonization,3
guidelines,13
accounting,21
attributes.',1
'Many,15
faced,6
international,60
projects,55
intending,1
create,19
lack,92
stakeholder,4
"engagement,",2
"political,",3
"economic,",11
"complexities,",1
organizations,15
focused,51
might,89
advantage,15
creating,13
understand,87
involved,40
extended,25
periods,53
non-governmental,4
"organization,",3
Ecosistemas,1
Andinos,1
"(ECOAN),",1
works,13
twenty-one,1
As,94
"project,",5
ECOAN,2
supports,21
community-led,1
building,20
greenhouses.,1
Data,33
project,40
gathered,11
interviews,28
(with,9
members,41
"communities,",29
"staff,",2
donors),1
participant,3
observation.,3
extensive,60
participation,17
ownership,5
projects.,11
connections,5
resilience,21
"networks,",6
extending,12
ethic,1
diversify,3
strengthen,9
"sustenance,",1
contributing,29
economic,138
activities.,32
example,25
take,30
charge,3
own,21
resiliency,3
efforts,72
protocols,9
otherwise,6
prove,4
ineffective.',1
hydro-climatic,4
El,50
Oscillation,12
(ENSO),6
reviewed,27
"rainfall,",25
river,114
"discharges,",1
"moisture,",8
(NDVI),6
surrogate,3
evapotranspiration.,3
Anomalies,1
components,48
surface,129
balance,35
ENSO,19
quantified,23
"sign,",1
"timing,",2
magnitude.,1
During,39
(La,2
experiences,21
(positive),5
anomalies,28
discharges,8
(average,4
"extremes),",1
NDVI.,3
phase-locked,1
seasonal,83
"cycle,",9
stronger,18
weaker,4
"Besides,",3
rainfall,162
signal,15
exhibits,19
westerly,5
wave-like,1
"propagation,",2
(weaker),1
earlier,32
(later),1
(eastern),2
Soil,46
moisture,85
land-cover,8
type,108
"dependant,",1
enhanced,26
"ENSO,",3
(mainly,6
"seasons),",1
saturation,8
suite,4
mechanisms,88
cooperating,1
explaining,25
anomalies.,4
critical,67
"Earth,",6
constitutes,15
wake-up,1
scientists,20
policy-makers,2
"alike,",2
mobilize,2
minds,1
prevent,26
destruction,11
valuable,51
hydrologic,27
sheds,2
lights,3
coping,5
threats,37
change.',24
'Mountain,5
deserve,5
special,41
ecologists,12
biologists,8
"society,",5
threat,47
subalpine,9
woodlands,10
arboreal,10
islands,18
matrix,22
grassland,32
scrub.,1
overgrazing,2
"burning,",3
woodland,12
11%,3
core,49
Polylepis.,1
Bolivian,54
"remnants,",2
assessed,80
status,87
trophic,21
"niche,",2
climatic,179
Based,70
31,16
"publications,",4
780,1
woodlands:,1
425,3
266,2
46,11
"mammals,",10
35,18
butterflies,17
reptiles.,5
Ten,10
13,38
7,15
14,39
mammal,36
categorized,11
criteria.,11
relationship,156
"richness,",79
occurred,80
"elevations,",19
temperatures,63
Mammal,1
temperature.,28
gaps,57
remnants.',1
endured,2
centuries,8
clearance,5
degradation.,10
priority;,1
recent,163
"decades,",10
"proliferated,",1
exists,15
performance,41
nutrient,135
seven,60
(Alnus,2
"acuminata,",2
"bogotensis,",2
Cedrela,4
"montana,",4
Myrica,1
"pubesens,",1
Quercus,9
"humboltii,",1
Sambucus,1
"nigra,",1
Smallanthus,3
pyramidalis),1
alder,6
(A.,6
acuminata),2
mean,182
annual,157
increment,14
(MAI-d),1
(MAI-h),1
S.,99
"pyramidalis,",1
short,45
lived,5
pioneer,11
Asteraceae,9
exhibited,26
fast,16
rates,164
MAI-d,3
MAI-h.,1
oak,16
(Q.,1
humboltii),1
second-most,2
MAI-h,2
magnesium,5
potassium,9
predictors,18
A.,123
"nitrogen,",5
"phosphorous,",1
"sodium,",2
calcium,8
speculate,2
acuminata,3
grow,19
richer,9
phosphorus,35
conducive,6
symbiosis,6
Q.,1
humboltii.,1
For,131
attribute,6
responses,71
nutrients,45
nature,66
make,45
volcanic,37
surficial,2
geological,31
Results,88
variety,67
"conditions,",46
exhibit,31
comparable,34
non-native,11
soils.,28
recommendations,12
study.',8
'I,5
"Cactaceae,",1
62,7
transect,37
nearby,8
lowland,105
Santa,12
Cruz,3
"department,",1
selected,87
physiognomically,2
"distinctive,",1
"numbers,",6
comparatively,11
easy,6
"identify,",2
adequately,14
"relationships,",16
small.,5
Tucumano-Boliviano,1
biogeographic,49
zone,63
drought-deciduous,1
mixed,31
evergreen,22
Podocarpus-dominated,1
Elevational,2
group-specific,1
ecophysiological,9
properties,48
group.,27
Species,82
Melastomataceae,3
moss,6
"(i.e.,",47
"humidity),",1
temperatures),1
Acanthaceae,2
evapotranspiration,12
productivity),2
light,59
ground,46
Cactaceae.,2
Community,9
nonsignificant,1
Endemism,4
"taxa,",38
dispersal,114
groups.,39
"zonation,",1
tested,63
"limits,",4
accumulation,34
boundaries,21
limits,32
types.',1
'Colombian,1
nine,41
million,34
ha.,6
informative,7
South,336
America.,80
They,58
surrounded,9
host,60
population.,12
evaluates,8
1985,8
2005,18
sensing,35
"methods,",16
geographic,182
(GIS),11
technology,31
linear,37
(GLM).,1
following,73
positively:,1
forced,12
"migration,",11
unsatisfied,2
basic,37
"needs,",4
"activity,",13
"crops,",33
illicit,5
slope.,6
Factors,5
having,41
tenure,8
"parcels,",2
road,20
insight,19
Montane,10
lowlands.,5
"Socio-economic,",1
demographic,49
biophysical,14
explain,73
altitude,74
variation,311
taken,58
"account,",4
intraregional,3
evident.,3
Deforestation,6
differ,54
valleys,21
concentrates,3
"north,",6
west,28
east,19
chain.,1
Differences,11
partly,17
accessibility,10
wealth,17
influenced,70
slopes.,13
Lowland,7
closely,57
"population,",14
"percentage,",2
advanced,18
colonisation,12
"development,",30
whereas,107
closer,17
frontier,10
colonist,1
reinforces,4
although,108
drivers,44
operate,2
differently,11
considered.',3
'Freshwater,1
ascomycetes,3
predominant,12
fungal,36
colonizers,4
ligno-cellulosic,1
substrates,5
submerged,2
freshwater,59
habitats.,45
decomposers,2
food,228
"webs,",1
structure.,21
undertook,8
lignolytic,1
Madre,10
Dios,6
River,79
basin,51
headwater,7
dominated,57
Inambari,1
Araza,1
Rivers,4
River.,8
218,1
made,88
medium,32
Three,40
separate,29
collecting,16
trips,3
Samples,10
debris,9
returned,2
University,5
Illinois,1
incubated,2
chambers,4
sexual,22
asexual,5
reproductive,74
"structures,",6
identification.,4
