Words,Frequency
esculenta),2
decades.,1
status,4
leichhardtii,1
three,13
resources,14
coconut,6
persistence.,1
gigas.',1
Whitney,1
globally,2
conducive,1
recorded,4
"cosmogony,",1
(black-lipped,1
interval).,1
time,6
proceeded,1
savior,1
continued,2
Food,1
"Pallaviciniaceae,",1
plot,1
(Parkinson),1
cucumber,1
allowed,2
musical,1
"angiosperms,",2
fertility,2
Australian,4
GlobCover,1
not.,1
mid-late,1
records,3
"inversions,",1
possibly,2
separation,1
Pidaconomus,1
access.,1
rights,5
1000,1
receives,2
were:,1
exemplify,1
connection,1
animal-dispersed,1
treaty,1
"prediction,",1
locations,1
conservation.',2
complete,2
folk,1
established,5
interplay,2
immaturity,1
ones.,1
"genera,",3
triple,1
triploid,1
Marshall,2
Seed,1
based,15
"provenience,",1
"partly,",1
increase,5
Pico,1
stakeholders,1
floristic,1
affinities.,1
rather,4
Yap,1
1923.,1
north,2
characterized,3
settlement,3
ultimately,1
50,1
Pleistocene).,1
shape,4
farmers',2
persimilis,1
accessions.',1
maintained,3
represents,3
"cultivation,",1
"small,",2
linking,1
programme,2
implemented,1
(AFLP),1
responsive,1
management.',1
might,5
Denmark,1
allele,1
AEP,1
operational,1
transcriptase).',1
"additional,",1
predicts,1
survival,1
method,4
species),1
"economy,",1
(mean,1
here,4
"1988,",1
'Aggregated,1
older,2
"endemism,",1
transition,1
generalist/specialist,2
design,2
provisions,1
"families,",1
often-resistant,1
biodiversity.,1
larger,1
reports/publication,1
comes,1
incubate,1
third,1
American,4
"Melanesia,",3
common-property,1
Copper,1
whitmaei,1
ethnographic,6
Recent,3
assist,3
dried,1
overlaps,1
beliefs,1
cause,2
"experts,",1
wetland,1
(Dioscorea,2
Dutch,1
Africa.,1
exposed,2
Dry,1
"behaviors,",1
parthenogenic,1
ways,4
swamp,1
described.,1
institutions,3
"slavery,",1
exceeds,1
colonists,1
thousand,1
unlikely,1
(Cocos,1
reconstructed,1
warm-temperate,1
reject,1
Samoa.,1
"Importantly,",1
impacts.,2
region:,1
taxonomical,1
systems.,2
"knowledge,",4
Act,1
(Canary,3
Pinctada,1
government's,1
association,1
"rights,",1
nesting,1
"tools,",1
S.,3
utilising,1
whereas,1
fields,2
Upper,1
reputedly,1
separate,1
future,11
connections,1
"(AEP),",1
movements,1
(30%,1
core,7
intensively,1
pressure,2
regeneration,1
droughts,1
New,51
collaborative,1
"faunas,",1
likelihood,2
socionatural,1
reefs,11
(as,1
never,1
projected,1
personal,5
influence,5
serum,1
clash,1
particularly,11
integration,3
especially,3
barrier,1
minimize,1
crops),1
open-access,1
Cunha,1
"tactics,",1
Waters,1
integrate,2
187,1
believe,1
silica,1
presents,2
"Resources,",1
Whilst,1
"environments,",1
continue,1
419,1
"structures,",2
collection,8
Thus,1
migrations,1
'Harvesting,1
tree,11
reefs.,1
thereby,1
archipelago,1
Malekula,1
Where,2
3,1
refugia.,1
26,1
subgroups,1
Hawaii,2
'Like,1
attention,4
occurs,2
esculenta,2
variance,1
eight,2
volcano,1
breaches,1
Pallaviciniacean,1
genotype,7
weakly,1
diversified.,1
"seedless,",1
undertake,2
physiognomy,1
reveal,4
millions,1
households,3
future.',1
reproductive,1
long-term,5
fierce,1
"conservation,",3
offering,1
available.,1
luxury,1
extinctions,2
genus,3
content,4
selection,2
constraints,1
origin,11
fully,2
successful.',1
birds.,1
sex-biased,1
uncertain,1
"bridewealth,",1
students.,2
several,9
grazing,1
field,3
"collected,",1
(6),1
"literature,",1
(4,2
roughly,2
"difficult,",1
dramatically,2
hunters,1
upland,1
century.,1
tangible,1
theorize,1
argue,3
'Bee,1
exacerbating,1
"paper.""",1
Angola).ConclusionsThe,1
sequences,2
national,4
Ocean,3
specialised,1
participation,1
Symphyogynoideae,1
Torres,5
encompass,2
10,3
prospect,1
"Ornithology,",1
cpDNA,2
phenomena,6
ITS2,1
skills,2
account.,1
widely,3
(median).,1
avenues,1
hybrids.,1
TEK,11
"well-being,",1
perspective,2
Of,1
transformative,1
kept,1
longimanus.,1
petiole,1
abyssinica,1
queen,1
"origin,",2
similarities,1
"respectively,",1
"critical,",1
household.,1
sources,6
formerly,1
turn,2
morphotypes,2
"Caledonia,",5
global,27
propagule-pool,1
Fisheries,4
liverwort,1
monitored,1
preliminary,1
"Vanuatu,",7
data.',1
(median,2
"information,",1
"Tonga,",1
strengthening,1
Autonomous,1
"dispersal,",1
portfolios.',1
"area,",4
retain,2
Water,2
set,7
157,1
Macropodidae),1
functioned,1
relatively,7
collection.,2
(making,1
"fruit,",1
2000,4
ripe,1
associations.',1
experienced,1
simultaneously,1
configuration,1
system.,3
mapped,1
depauperate,2
habitats,1
reason.,1
"predator,",1
sight,1
length,2
"Guadeloupe,",1
undertaken,3
96,3
Sustainable,1
59,2
accessions,10
examining,2
necessary,3
concept.,1
dentipes,4
Manoel,2
legislation,1
society,1
forests;,1
T.,3
varying,2
few,9
sections.,1
majority,5
referring,1
"development,",1
surrounding,2
"beds,",1
reducing,1
"outcomes,",1
Weighted,1
"village,",2
"0.31,",1
development,12
"domesticated,",1
seed-bearing,1
2009,1
less,14
"sampling,",1
"these,",1
dendroid,2
primates,2
alata),1
resolved:,1
invertebrates.,1
ages,3
"prediction.""",1
group,10
ETS),1
Borneo,1
Island,7
(Moerckioideae),1
illustrates,2
natural,18
class,1
corm,1
engagement,1
world.',2
alteration--routinely,1
"diversities,",1
(CMT),1
remarkable,1
disturbance,2
significance.It,1
(Cape,1
"discrimination,",1
little,7
"Unfavourable,",1
women's,2
cm.,1
promote,2
rats,1
islanders,1
decreasing,3
improving,1
Clinospermatinae,1
primer,3
monogynous,1
highlighted,1
planet,1
landscapes.,1
visualize,1
T,1
existing,3
One,1
inventoried,1
endorsement,1
founder,2
development.,2
proportion,2
peoples,1
operating,2
Species,1
Ord,1
(15%),1
(present,1
(Bioko),1
"Cyphophoenix,",1
"representativeness,",1
0.001).,1
property-rights,1
prioritisation,1
"soils,",1
"lacustrine,",1
archipelago).,1
humans,2
Wildlife,1
resultant,1
insights,2
(D.,1
"territories,",1
predominantcharacters,1
intensively.,1
high-return,1
71%,1
introgressive,1
interpretations,1
yet,5
"that,",3
integrating,1
contrasts,1
favouring,1
vigilance,1
(and,2
overlooked,1
"localization,",1
Sanctuary,1
ancestral).,1
list,1
Previous,1
define,2
organisation.,1
edge,2
round,1
managerial,2
reduce,2
Hemistomia,1
sequential,1
"areas,",5
contemporary,4
age',1
loci.,1
appeal,1
village,6
establishment,4
"deer,",1
"contraction,",1
chains,2
molluscs,1
"damage,",1
controversial,2
cultivars,4
come,1
"settlers,",1
reported,6
correspondingly,1
(trochus).,1
History,1
loss,3
"edge,",1
stocks.,1
present-day,1
TWAs,1
proper,1
towards,3
"AMNH,",1
"subgroup,",1
(instead,1
warming,2
Some,3
Without,1
suppliers,1
A.,11
"River,",1
unevenly,1
rural,6
community,9
"safe,",1
Tuamotu,1
organisms.,1
setting,1
producers.,1
"spells,",1
"biodiversity,",5
(NPDW).,1
withCanarium,1
Europeans,2
Historic,1
"tachinid,",1
'Traditional,1
"medium,",1
lack,7
raise,3
exact,1
populated,1
resolve,1
endemic,18
gradient,1
take,1
fed,1
"crops,",1
dasheen,1
cumulatively,2
"prioritize,",1
oncoretrovirus,1
variably,1
commonly,3
steps,1
FIGO.,1
wisdom,1
therefore,4
Arecaceae,1
share,2
territories,2
thorough,1
megachilid,2
leader,1
behavior,4
joins,1
Taro,1
interviewees,2
farming,2
"beautiful,",1
emissions,1
continuous,3
principal,3
opportunity,1
examined.ResultsAcanthochromis,1
northward,1
interactive,2
fragmentation,5
aspects,4
domestication,9
directly,1
"0.38,",1
"construction,",1
"Indeed,",1
certainly,1
"structure,",1
HTLV-1-associated,1
dispersal,2
1942Systematics,1
models,5
coastlines.,1
"characters),",1
support,7
per,7
(SDGs),1
Stresemann,1
near,3
"invasive,",1
mathematical,1
"Lam.,",1
image,1
clades,2
"teatfish),",1
offices,1
help,3
vernacular,2
"growth,",1
"Nauru,",1
departures,1
"Malaya,",1
Shifting,1
equitable,1
annual,3
coastline.,1
reverse,1
regard,2
health,5
arid,2
"and,",2
heritage,1
viral,3
hexaploid,1
Wallis,1
precluding,1
latitude,1
"is,",4
overall.,1
aborigine,2
spectrum,1
'BackgroundThe,1
"island,",4
patterns.',1
"7,",1
macropods,3
Lucid,1
picture,2
culture.,1
sistergroup,1
"coast,",1
undermined,1
non-human,1
outline,1
improve,5
landscape.',1
"(Azores,",1
"world,",3
(95%,1
0.627,1
example,3
"protected,",1
blend,1
Maring,1
'In,4
freshwater,3
exception,1
trends.,1
"(e.g.,",2
exchanges,1
escaped,1
limits,1
competition,2
therapeutics,1
cultivars.,3
combined,4
"trees,",1
day,1
"A),",1
evidence,11
"riverine,",1
manage,3
constituted,1
"archaeology,",1
medical,1
'Maximum,1
re-colonisation,1
mariannensis).,1
find,1
challenges,4
marker,3
shallow,2
SDGs.,2
1973,1
gained,1
staple,1
insect,1
politics.',1
Tothill,2
island.,4
lay,1
similar,8
polymorphism,2
Agromyzidae,1
successions,1
breaks,1
tools,1
paucity,1
"Madeira,",2
GBR,1
assumption,1
hand,3
disappeared,1
Urbanization,1
restricted,3
"national,",1
reflecting,1
longer-term,1
determined,2
analyse,1
change.,1
(48%).,1
wet-dry,1
significance,1
reinforcement,1
space,7
biophysical,1
150,1
temporal,1
peasants,1
"warm,",1
perform,1
vulnerability,4
"SWP,",1
(HTLV-1),1
services,1
detected,2
contemporaneously,1
"mites,",1
discovery,3
"developed,",2
literature,5
3-fold,1
Interviews,1
exceed,1
Mahilaka,1
geometry,1
"plantations,",1
empirical,3
prehistoric,5
priests,1
benefits,3
existence,3
"Kanakyella,",1
"method,",1
13%,1
measurement,1
high-altitude,1
Polynesia),1
arrived,1
"""Amplified",1
"finances,",1
recommendations,1
conservation,20
S3,1
trajectory,1
Vanuatu.,6
pools,1
"programs,",1
well-illustrated,1
low-income,2
good,4
Kiribati,1
source,4
sampled,3
elsewhere.,1
extended,2
primates.,1
virtuosity.,1
min,1
independent,1
"results,",1
deconstruct,1
planet.,1
"now,",1
legacy,1
overexploitation,2
Drawing,1
iridescens,4
extreme,2
law.,2
"occur,",1
Molecular,1
important,18
"social,",1
I,7
colour,1
structure.,2
persist,1
declined.,1
nummularia,3
(68.3%).,1
education,8
extracted,1
"monophyletic,",1
assumed,3
contributes,1
terminates,1
explanation,1
fingerprinting,1
Japan.,1
tapped,1
methods,2
treatments,1
intra-clonal,1
"densities,",1
(NZ),1
route,2
type,2
parallel,1
and/or,4
held,2
Few,1
attrition,1
shark,2
fundamental,4
scleroxyla,1
goals.,1
Indonesia).,1
term,1
petrological,2
Hymenophytaceae,1
responded,1
islands.,3
X-ray,1
"wealth,",1
Federated,1
serious,3
indicating,2
Cyphokentia,1
contrast,3
acidification,1
virtual,1
property,6
reappraisal,1
building,1
"(DISC),",1
questionnaires,2
"Mesostigmata,",1
settings;,1
avoid,1
new,23
achieve,2
portion,2
(in,1
maximize,1
"subgroups,",2
"predation,",1
(1999),1
moved,2
crop,7
"other,",1
Freeport,1
plume.,2
enabled,1
'Knowledge,1
Australia.,3
pronounced,1
"branches,",1
(between,1
themes,1
paramount,1
coupled,2
host,1
innovation.',1
mites,1
plants.,4
province,1
Queensland,2
stored,1
presumably,1
"maintained,",1
parents,1
San,1
genital,1
blood,1
Genetic,2
driven,1
narrow,1
Timberline,1
geographically,1
databases,1
interaction.,1
intended,1
scientists,1
archaic,1
"variation,which",1
involving,2
states,4
None,1
Myzomela,3
imbued,1
public,1
dangerous,1
direct,4
stands,1
probably,4
systematics,2
then,4
evaluates,1
accomplished,1
discloses,1
"suppression,",1
69,1
mid-1990s.,1
"man,",1
hundreds,2
suggest.,1
alternatives,1
(STLV-1);,1
nationality,1
arisen,1
"god,",1
Indigenous,3
"continuity,",1
protected,10
thalli,2
centuries.,1
-g,1
Prain.,1
mutual,2
history,9
divided,1
upon,4
ornaments,2
somaclonal,2
identify,10
problematic,1
Ambrosio,1
cultivator,1
17,1
returns,1
representing,9
change,13
declined,1
polygons,1
assemblages.,1
"benefits,",1
African,8
strati-fied,1
trade,4
private,3
value:,1
assemblages,1
Antarctic,2
Perhaps,2
Middle,3
haplotype,1
Initial,1
developing,12
yields,1
once,1
"Pacific),",1
sky,1
clearly,1
research.',1
fire,3
generalized,1
digestive,1
notes,1
sustaining,1
`maro',3
eggs.,1
74%,1
precocial,1
acc.),1
Brush-turkey,1
Huxley's,1
least,13
12,1
sp.,1
sequenced,1
controlled,2
took,1
consequences,1
motivating,1
'Marine,1
"religion,",1
"h,",1
Governance,1
66,1
scientific,7
certainty.,2
aiensis,2
ha,3
centres,1
"Consequently,",2
taking.,1
island:,1
synapomorphy,1
values:,1
"Manoel,",1
dependent,3
palm,4
phytoseiids,1
career,1
amplified,1
collection.',1
given.The,1
platform,1
alata,3
"Malekula,",2
resolution.,1
Consistent,1
"Rotuma,",1
(South).,1
Western,2
Vulnerable,1
"animals,",1
behaviour,1
"made,",2
associations,2
"acidification,",1
"Senegal),",1
well-supported,1
"effect,",1
introduction,7
richness,7
Artocarpus,2
deported,1
'Urban,1
great,4
stratification.,1
1912,1
income,1
condition.,1
Section,3
seven,5
within-nest,1
accompanying,1
expressed,1
spatial,6
"sites,",1
"geometry,",1
grass,1
persistence,2
phylogenetic,3
special,1
somatic,1
east,5
classification,4
superior,1
conifers,1
literature.,1
contrasting,1
sexual,1
Polynesia.,3
cascading,2
carpenter,1
regions.,1
nine,4
diseases,1
prevalent,1
ancestry.',1
inherent,1
environments,2
impending,1
"mellifera),",1
caused,1
long,7
Geographic,1
mixing,1
true,4
Pleistocene,1
twenty,1
materials,4
microsatellite,4
"climate,",2
Taimyr,1
slowly,1
allozyme,1
attractions,1
57,1
comparing,1
"40,000",1
In,27
Coastal,3
societies.,3
verify,1
size,5
'Citrus,1
disproportionate,1
geographical,5
"nuts,",1
institutional,4
Wet,1
protection,1
"design,",1
appropriate,2
lacking,1
"Brongniartikentia,",1
"archipelagos,",1
informative,1
Accessions,1
taro,8
"(topography,",1
population,28
foraging,3
devise,1
Tree,1
causes,1
non-target,2
retreat,1
(106,1
to:,1
(Group,6
lose,1
"access,",1
skeletons,2
cavities,1
meaning,1
innovation.,1
(fisheries,1
diffusion,1
pallens.,1
agro-morphological,1
results,20
question,2
low),1
monotypic,2
frequent,2
"limited,",2
comprising,2
"tachinids,",1
know,1
multilevel,1
east.,1
urban,13
decision-making,1
diarrheal,1
Five,1
governance.,1
wide,5
"described,",1
delivery,1
differentiation.',1
unambiguous,1
1991.,2
made.',1
"leaves,",1
witness,1
accessible,1
screened,1
Natural,2
immense,1
recognition,1
contribution,3
phenomena.,1
HTLV-1c,1
drift,1
formation,4
Tropical,4
fighting.,2
20,1
extinct,4
associated,9
sustained.,1
expedition,1
assumptions,3
name,1
plant,11
presence,6
Further,2
"Instead,",1
(east,1
sites.,1
describing,1
"(Azores),",1
description,2
Study,3
Central,5
intraspecific,2
conserved,3
succeeding,1
et,2
presented,9
'High,1
demonstrates,1
affected,5
standardized,1
pioneered,1
Caledonian,6
overall,6
section,1
discoveries,1
"observation,",1
traversing,1
sustenance,2
imperative,1
According,1
meaningful,1
criticized,1
continues,1
theory,2
intergenerational,1
food.,2
ethnobiological,1
pushing,1
"discussed.""",1
fragments,3
Amerindians,1
stress,1
artifacts,1
degrees,1
accessions),1
communities.',1
"Pacific,",4
observational,1
convention,1
polygynous.,1
observations.',1
Professor,1
Community,1
East,2
came,2
(community),1
ecology,2
recommend,2
country,5
(68.4%),1
forests,14
median,2
J.D.,1
hunting,2
connecting,1
acute,2
almost,5
merely,1
society.,1
mid-oceanic,1
(16th-19th,1
optimize,1
panmictic,1
suitable,1
early,8
fourth,1
finds,1
'Breadfruit,1
transect,1
"how,",2
rapidly,3
disease;,1
evolutionary,4
feeding,1
albeit,1
relatives,2
publicly,1
unique,16
reef,12
female,1
agrobiodiversity,2
"floor,",1
damaging,1
NEPB,2
equatorial,2
(i),1
grow,1
way,2
data,20
distinguished.,2
"introductions,",2
Participants,1
unexpected,1
effort,2
sharks,2
000,2
characterise,1
ceremonial,1
32%,1
"fly,",1
campaign,2
"assumed,",1
heathland,1
"genotype,",1
Coast,3
Nganasan,1
"variegation,",1
Analyses,1
"ornaments,",1
"Queensland,",1
theorising,1
colonizing,1
scrub,1
'BackgroundIn,1
traditions,1
evident.,1
pallens,2
suffering,1
conservation.MethodsAfter,1
northwest,1
`netsar'.,1
"ecological,",1
"within,",1
witnessed,2
"Alloschmidia,",1
air,2
coasts,2
Church,1
Neolithic,5
examined.,2
diverse,3
"wider,",1
approach,8
availability,4
(PIC),1
cornerstone,1
Vanuatu),1
allow,1
"but,",1
"feral,",1
Meghalaya,1
"populations,",4
relationship,5
erosion,1
sets,1
forwards,1
derived:,1
maroon,1
leave,1
"spp.),",2
conclusion,1
"0.77,",1
geographic,14
"data,",3
"agency,",1
semidomestication,1
possible,3
transformed,2
Wetland,1
Gran,1
ingenuity,1
"age),",1
non-timber,1
"review,",1
"datasets,",1
human-modified,1
atmospheric,2
"change,",2
Land,1
eventual,1
fished,1
distance,3
lessons,2
Shell,2
dugon,1
gender,1
relationships,4
innate,1
"programme,",2
secretariat.,1
command,1
altilis.,1
changing,1
"region,",6
height,1
"uses,",3
(IWP),1
focal,1
"Hemistomia,",1
times.,2
before,4
propose,3
hundred,1
vast,1
Comore,1
spreadsheet.',1
Solomon,11
twentieth,1
Arctic,1
13,4
"migration,",1
"Veillonia,",1
accumulating,1
inhabiting,2
needed,5
Intermediate,1
255,1
approaches,6
eroded,1
mature,1
compared.,2
storage.,1
Burtt,1
experiences.,3
ex,3
originating,1
maintaining,2
focused.,1
edges.,1
mining,1
lobster).,1
animals,2
ecoregions.,1
Moraceae),1
efforts,4
them.,1
Mizoram,1
stratification,1
million,2
vegetative,2
"Niue,",1
clonally,1
octoploid,1
L.).,1
sustainability.',1
"""Madagascar's",1
Useful,1
palms,2
reduced,6
safeguard,1
ranked,1
whole,2
regionally-derived,1
Pallavicinia,1
palisaded,2
anthropologic,1
'This,10
prevented,1
distinguished,2
provided,2
twice,2
'Sea,1
lungs,1
"City,",1
"0.81,",1
implementation.,1
South,9
evaluation,1
genus.,1
"alata,",3
economy,3
subdivided,2
megapode,1
Sv,2
"regions,",3
analyze,1
supported,1
22,1
naturalist,1
unified,1
genetic,56
breadth,1
times,7
"atolls,",1
Cameroon,2
dynamically.,1
analyzed,2
"Forests,",3
histories,4
territory,1
so,7
trade-offs,1
site-specific,1
archaeological,12
tropics,1
"Russia,",1
general,1
Domett,1
variability,2
expansion,8
"isohyets,",1
(Arecaceae),1
model.,2
(Musa,1
Islanders,1
F.Muell,1
"Reef,",1
internationally,1
west,10
ornatus,1
indicates,5
"leaf-form,",1
gave,1
subtropical,1
Present,1
influential,1
perceived,1
fluorosis.,1
Africa;,1
resilient,2
descriptors,1
assess,9
successfully,1
morphological,8
account,1
lowland,1
mesic,1
ethnic,3
successive,1
proceed,1
recognised.,1
equity,1
"L.,",2
growing,2
"curricula,",1
Several,2
fisheries,10
CMT,2
"4,",1
variants,1
"spirits,",2
belong,2
"Britain,",1
52,1
Cluster,2
coverage,4
Current,1
costs,1
connectivity,1
specialists,1
domains,1
westerly,1
"relationships,",3
eastward,1
