Words,Frequency
https://link.springer.com/chapter/10.1007/978-1-349-07014-5_1,1
https://link.springer.com/article/10.1007/s11356-016-6854-3,1
119,1
"herbivory,",1
system.,2
Entry,1
11,4
Events',1
"turn,",1
Utilization,1
"genes,",1
locally,1
"coast,",1
"Nadu,",1
'Aligning,1
traits,1
yet,2
(24\xc2\xa0%),1
https://link.springer.com/article/10.1007/s13337-018-0444-6,1
Kumaon.,1
diversity.',1
Introduction,2
flexuosus,2
State,4
focusing,2
regenerated,1
threats),1
working,3
cogeneration,1
(including,1
regimes.,2
category,2
Procedural,1
seventeenth,1
presented,5
'P.\xc2\xa0Bal',2
https://link.springer.com/article/10.1007/s12594-014-0128-9,1
L.f.),1
language,1
"Nepal,",1
rule,1
predominance,1
perspective',4
multi-date,1
alternatives,2
'Ligia\xc2\xa0Noronha',1
trails,1
Sector,1
https://link.springer.com/article/10.1007/s11629-016-4220-z,1
point,2
population,31
Honey,1
"sacred,",2
Bhoramdeo,1
Ngorongoro,1
"ultimately,",1
https://link.springer.com/article/10.1023/A%3A1004081316185,1
subbasin,3
surviving,2
'Rahul\xc2\xa0Bhadouria',1
surveillance,1
extracted,1
leaders,1
"Partnership,",1
groundwater,1
"vegetation,",1
higher,15
evaluation,4
"varieties,",1
29,1
crisis,2
Stocks,1
'Adele\xc2\xa0Muscolo',1
radiata,1
population.,3
gathering,2
commonly,2
Hunting,1
approach.,3
radio,1
manipulations,1
regard,1
R.,1
(intentionally,1
marginally,1
"gaur,",1
"light,",1
eight,5
study',3
"mangroves,",1
https://link.springer.com/article/10.1663/0013-0001%282007%2961%5B3%3ATRTONM%5D2.0.CO%3B2,1
'Cheryl\xc2\xa0D.\xc2\xa0Nath',1
"identified,",1
WORLD\xe2\x80\x99S,1
rainfed,2
Zhangjiangkou,1
hollows\xe2\x80\x99,1
Hydroelectric,1
'Mapping,2
informed,1
"control,",1
'Sudarshana\xc2\xa0Nandi',1
worldwide,7
solar,2
'Rajiv\xc2\xa0K.\xc2\xa0Chaturvedi',1
rotundifolia,1
lit),1
critical,7
summer,1
Koli,1
refinement,1
GDP),1
emitted),1
ISBN,1
widely-used,1
Affect,2
"Overall,",1
nation-wide,2
https://link.springer.com/article/10.1007/s13280-017-0908-8,1
"basins,",3
"backdrop,",1
arcadian,1
continent,1
"recharge,",1
'Mosquito-Borne,1
'Kanchan,1
'Ireland\xe2\x80\x99s,1
think,1
Preserve,1
\xe2\x80\x94,6
downstream,1
since,10
"grown,",1
district,8
"metros,",1
(RBG,1
62,1
Importantly,1
periods.,2
seasonally,2
"criteria,",1
"Rights,",1
grow,2
Himalayas,2
talk,1
prepare,3
Ireland.,1
agroecosystems,2
Lanka.,2
attributes,5
maximize,1
expand,1
https://link.springer.com/article/10.1007/s11027-013-9508-5,1
"Chlorides,",1
'Landscape,3
Characterization,4
'People,1
'Institutional,1
combining,1
exigencies,1
'M.J.\xc2\xa0Ravindranath',1
predominant,1
quantified.,1
https://link.springer.com/article/10.1007/s11367-018-1458-4,1
district.,3
'Patterns,1
expanses,1
markets,1
agentive,1
state',1
reinforce,1
https://link.springer.com/article/10.1007/s13280-016-0855-9,1
explored,1
'Douglas\xc2\xa0M.\xc2\xa0Considine',4
bridging,2
challenge:,1
latest,1
attempt,1
magic,1
fragmentation,14
introductory,3
(http://planningcommission.nic.in/reports/genrep/pl_vsn2020.pdf.,1
https://link.springer.com/article/10.1007/s10661-010-1364-0,1
Ficus,1
landscape',1
https://link.springer.com/chapter/10.1007/978-0-387-98176-5_2,1
https://link.springer.com/article/10.1007/s10460-016-9759-3,1
contrast,1
associated,21
Mountains:,1
confluent,1
https://link.springer.com/article/10.1023/A%3A1008855902664,1
myths,1
"gymnosperms,",1
'Management,3
Cities,3
referred,2
Metropolitan,4
"richness,",4
'Brij\xc2\xa0Gopal',2
vegetative,1
appraisal,1
winter,2
"Kodagu,",3
beginning,1
"Social,",2
parts.,1
"elephant,",1
islands.',1
deposits,1
adopt,1
alleles,1
"inclusive,",1
(FAP),1
programmes.,1
ecotourism\xe2\x80\x99s,1
Kerala.',2
Waste,1
presence,3
Corporation,1
recommended,1
frogs,1
chapters.',1
offers,2
coast.,1
https://link.springer.com/article/10.1007/s11676-014-0429-2,1
homegardeners,1
"(14\xe2\x80\x93100\xc2\xa0%),",1
Awareness,1
noticed,2
\xe2\x80\x98student,1
execution,2
participating,1
345,1
findings,5
98%,1
Southwest,1
Vasavas:,1
Canopy,1
'Baban\xc2\xa0Ingole',2
recognised,1
apart,2
avoid,2
paradise,2
Tibet,1
connectivity:,1
connecting,1
savings,1
greenhouse,2
"linkages,",1
'J.\xc2\xa0S.\xc2\xa0Singh',3
ex,4
constraints,2
insane,1
rice,14
induces,1
implementing,2
"Verification,",1
'Veerasamy\xc2\xa0Sejian',1
iterative,1
growing,18
'I',1
'THE,1
check,1
Traps,1
"VI,",1
Heritage,8
context,15
deals,1
>\xc2\xa08%,1
fluid,1
Access,2
markets:,1
hotspots,9
"Mumbai,",1
improvements,1
"wetlands,",2
Sheep',1
2016.,1
'Benoit\xc2\xa0de\xc2\xa0Thoisy',1
Master,1
PJ),1
'Golden,1
integral,4
Factors',1
large,17
'John\xc2\xa0Seidensticker',1
parts,5
neither,1
(2013)',1
17%,1
go,6
"nutrients,",1
"Pradesh,",2
https://link.springer.com/chapter/10.1007/978-3-540-73748-3_3,1
movement,6
'Govindan\xc2\xa0Parayil',1
tribes.,2
MTOE,2
identity,2
sustenance,6
wiser,1
popular,1
allegiance,1
https://link.springer.com/chapter/10.1007/978-1-137-38273-3_16,1
"2002,",2
fungi,2
Gandhi,1
(TDF),1
Lives,1
'Juliet\xc2\xa0Vanitharani',1
formulation,1
(n\xc2\xa0=\xc2\xa042),1
forests:,3
minor,1
bamboos.,1
"articulations,",1
'Geospatial,4
Has,1
https://link.springer.com/chapter/10.1007/978-81-322-2286-6_6,1
crop,8
illuminate,1
'Pandian\xc2\xa0Krishnan',1
directly,2
provision,4
'Nandini\xc2\xa0Velho',1
factors,14
database.,1
"rights,",1
disparate,1
\xe2\x80\x98ecological,2
districts.',1
explores,5
"hegemony,",1
https://link.springer.com/chapter/10.1007/978-3-642-75211-7_5,1
https://link.springer.com/chapter/10.1007/978-81-322-2404-4_6,1
ash,1
strategic,5
action,1
https://link.springer.com/chapter/10.1007/978-1-349-12030-7_3,1
'M.\xc2\xa0Bonell',2
plants,20
"social,",2
fallow,2
2.79,1
https://link.springer.com/article/10.1023/A%3A1026456515726,1
learning,1
"scarce,",1
'Alison\xc2\xa0A.\xc2\xa0Ormsby',1
smaller,3
Community,1
OIPu,1
"sea,",1
1992).,1
inhabitants,1
mechanism.,1
Mekong,1
0.14\xc2\xa0%,1
Amazonia.,1
"Protocol,",1
'Malasars',1
'Fifty,1
export,1
unwelcome,1
ecosystems?,1
analysis,31
"seedlings,",1
exclusionary,1
richness,6
cost,6
"wild,",3
https://link.springer.com/article/10.1007/s11676-014-0467-9,1
Fish),1
mung,1
especially,13
connect,1
silvicultural,1
fishing,3
years.,4
https://link.springer.com/chapter/10.1007/978-3-319-58214-6_32,1
remaining,2
Weed,1
sequestration,6
"Bay,",1
perennial,1
observations,2
invasive,24
requirements,1
believe,1
"mountain,",1
receiving,2
call,2
Generous,1
efficient,7
bio-geochemical,1
expansion,6
usual\xe2\x80\x9d?,2
'Shijo\xc2\xa0Joseph',2
'Bhuwendra\xc2\xa0Singh',1
'Extraction,1
concentrate,1
cross-talking,1
"Moreover,",4
Results,4
cassava,2
nearby,1
"Geo-climatic,",2
https://link.springer.com/article/10.1007/BF01530439,1
inextricably,1
"Solids),",1
future?',1
Travancore\xe2\x80\x99s,1
achieving,3
(26.1%),1
restraining,1
Khadimnagar,1
distribution.,1
southern,6
processes.',1
vector,1
(1985\xe2\x80\x931995),2
dealt,1
advocates,2
partners,1
"preservation,",1
Emphasizing,1
include,2
concerns.,1
interests,1
bird,1
"establish,",1
"IBTs,",1
damage,3
explorations,5
Potential,3
balfourii,1
importance,9
https://link.springer.com/article/10.1007/s10531-017-1340-x,1
Peripheral,1
arrangement,1
https://link.springer.com/article/10.1007/s40009-012-0011-4,1
relying,1
"regard,",2
incidence,1
better,14
ensuring,2
pinpoint,1
"differentiation,",1
https://link.springer.com/chapter/10.1007/978-94-011-4287-8_13,1
'Narendran\xc2\xa0Kodandapani',2
"taste,",1
'Ecological,3
examines,3
internal,1
"coffee,",1
reclassification,1
highlighted,2
History,1
micro-political,1
migrant,2
plant,33
coal,1
trigger,1
"health,",2
greening,1
induce,1
(Tectona,1
74%,1
strengthen,3
shipping,1
honey,1
"sensing,",1
OIP,1
declined,1
2009).',1
'Hotspots:,1
https://link.springer.com/article/10.1007/s10457-011-9440-1,1
'Reanimating,1
War,1
Bhotiyas\xe2\x80\x99,1
'Martin\xc2\xa0J.\xc2\xa0Haigh',1
flux,1
https://link.springer.com/chapter/10.1007/978-981-10-7104-1_7,1
Sathyan',1
Karwar,1
"underutilized,",1
fig,1
'M.,1
Management,19
Freshwater\xc2\xa0Fish,1
https://link.springer.com/article/10.1007/s11284-010-0776-1,1
silvopasture,1
Herbivore,1
Greenhouse,1
decision-making,3
Environment',3
Nyamaropa,1
felids,1
Reduction,1
https://link.springer.com/article/10.1007/s11852-014-0339-7,1
'Onkar\xc2\xa0Salunkhe',1
catchment,2
wider,2
affordable,3
temperature,1
agricultural,19
'Social,2
decisions,1
"habitats,",2
Soil,1
'The,44
"(S1),",1
us,1
mostly,5
With,4
'Ocbil,1
capacity-building,1
GHG,7
Kanakapura,1
Critically,1
starchy,1
https://link.springer.com/chapter/10.1007/978-981-10-6605-4_1,1
https://link.springer.com/chapter/10.1007/978-0-387-73033-2_6,1
charcoal,1
\xe2\x80\x9cEnvironmental,1
globally),1
'Andr\xc3\xa9\xc2\xa0Heck',1
Drivers,3
unequivocally,1
hallmark,1
cultivation.,1
supports,5
https://link.springer.com/referenceworkentry/10.1007/1-4020-3880-1_9,1
declaration.,2
now.,2
covered,3
determination,1
https://link.springer.com/chapter/10.1007/978-981-10-3761-0_4,1
4795\xc2\xa0km2,1
"Mangalore-575018,",1
manifolds,1
basins,4
youngest,3
activities',1
notion,1
Concept,1
does,4
https://link.springer.com/chapter/10.1007/978-94-007-1040-5_28,1
attribute,2
\xe2\x80\x9cbanana,1
"scenario,",2
MTOE),3
plantations.,4
Japan:,2
fulfills,1
Calamus,2
noxious,1
'Seasonal,2
https://link.springer.com/chapter/10.1007/978-1-4020-6891-1_12,1
throws,1
change:,3
at-risk,1
https://link.springer.com/chapter/10.1007/978-981-10-4714-5_20,1
'Madhu\xc2\xa0Verma',1
delimited,1
Internet,1
settings,1
development.',2
"Indo-Burman,",1
'M.\xc2\xa0K.\xc2\xa0Rashmi',1
https://link.springer.com/article/10.1007/s10661-008-0472-6,1
eastwards.,1
'Non-timber,3
preparing,1
preferentially,2
2001,2
usefulness,1
(SEZs).,1
burden,1
collateral,1
"network,",1
perspective,2
'Market-Based,1
'Exotic,1
'Climate,5
suit,1
"Kew,",1
situ,7
Asia-Temperate.,1
'We,1
zones.,2
'Scale,1
worsening,2
pollination,1
(carbon,1
Analysing,1
hotspot.,1
biodiversity;,1
'G.\xc2\xa0R.\xc2\xa0Korwar',1
destination,1
agenda.,1
uncover,1
immediate,2
well.,1
'Surender,1
red,1
"2017,",1
orthodox,1
identification,3
Faidherbia,1
holy,2
identified,11
golf,1
estuarine,1
Also,3
center.,1
besides,3
provisional,1
breeding,4
France,1
collections,4
Transportation,1
pilgrimage,2
"biogeochemistry,",2
"Rajasthan,",1
recognized,7
impact.,1
Perceptions,2
institutions,6
start,1
forward',1
https://link.springer.com/chapter/10.1007/978-1-4684-6426-9_12,1
dense,2
"mudflats,",1
Because,2
Flood,2
"leveraged,",1
demand-supply,1
dynamics.',2
'Amit\xc2\xa0Chawla',1
phase,1
'Large,1
gender,1
Total,3
spreading,1
temperate,3
contributions,2
Who,1
"One,",1
Wetlands,1
cold-tolerant,1
"data\xe2\x80\x99,",1
'Jan\xc2\xa0Salick',1
high-resolution,1
"Therefore,",7
inclusive,1
Inflicting,1
https://link.springer.com/article/10.1007/s10668-005-9020-5,1
technologies.,1
river-based,1
elevations.,1
and/or,3
comprised,1
steady,1
0.08,1
I,3
https://link.springer.com/article/10.1007/s00267-015-0595-9,1
"plants,",8
(ABS),1
turn-over,1
cascade,1
alleles/genes,1
'Analysing,1
"Recovery,",1
close,4
'Genetic,3
looks,2
"2004\xe2\x80\x932007,",2
terrestrial,4
heterogeneity.,1
problems.,1
are:,1
subsistence,5
gained,4
https://link.springer.com/chapter/10.1057/9780230306806_3,1
least,7
minority,1
And,3
cities\xe2\x80\x99,1
(CAM),1
Place-Making,1
Zones,5
https://link.springer.com/article/10.1007/s10661-010-1798-4,1
integrated,10
preventing,1
Resilient,1
https://link.springer.com/article/10.1007/s10393-004-0070-1,1
Climate-Driven,1
Effects,2
'Wen\xc2\xa0Zhuang',1
"Honavar,",1
Act,1
man-made,2
Bengal,4
waste,7
Foster,1
responses,2
"Alongside,",1
moderately,5
responses.,1
Hydrology',2
casual-naturalised-invasive,1
makes,2
relations:,1
"drought,",2
planning,10
Datasets,1
agro-technology.,1
deeply,1
entrepreneurial,1
also.,1
intersect,1
center,1
sources.,2
faced,2
resource-efficient,1
presents,4
negotiations,1
tree-dominated,1
Goa\xe2\x80\x99s,1
Approaches,1
topographical,1
'V.\xc2\xa0S.\xc2\xa0Chitale',1
losing,1
hunting,1
creatures\xe2\x80\x94today,1
peer-reviewed,1
'Community-Driven,1
world\xe2\x80\x99s,11
EWS,1
context-specific,1
narratives,2
Rainfed,1
"grasses,",1
model.,1
'Pranab\xc2\xa0Kumar\xc2\xa0Parua',2
interacting,1
carve,1
bat,3
Sensitive,2
'Forests,1
https://link.springer.com/chapter/10.1007/978-1-4020-6646-7_16,1
"decades,",3
1476\xc2\xa0km2,1
"missionaries,",1
Nature:,1
discuss,1
"trees,",1
https://link.springer.com/chapter/10.1007/978-3-319-69185-5_15,1
suber-dominated,1
overview',1
"bodies,",2
biotransformation,1
"sanitation,",1
'Mohammad\xc2\xa0Redowan',1
Fruit,2
protection.,4
"biomass,",1
CO2,4
consequent,3
124,1
socioecological,2
geometrically,1
https://link.springer.com/article/10.1007/s10592-012-0361-y,1
return,1
"size,",4
degradation,6
Index,1
meanings,1
humans;,1
stakeholders.',3
respectively.,17
Chains,1
Landsat,3
satoyama,2
Abundance,1
vulnerability.,2
Conversion,1
October/November,1
7.7\xe2\x80\x89%,1
metal,1
presented.,1
institutional,4
geographic,7
setup,1
'Pulakesh\xc2\xa0Das',1
stones.,1
Saravanan,1
primarily,2
Kew,1
Over,1
marked,1
programmes,1
"(2014,",1
steep,1
Cymbopogon,1
sudden,1
'Sibling,1
realize,1
(3),1
USD.,1
"1930\xe2\x80\x931975,",1
Convention,5
"context,",5
urban-related,1
geo-biophysical,1
13,1
aim,3
Social,4
https://link.springer.com/chapter/10.1007/978-1-4020-8261-0_16,1
Local,5
innovation.\xe2\x80\x9d,1
incidences,2
Wetland,1
driven,2
M.\xc2\xa0Anderson',1
sectors.,2
"Wetlands,",1
reptiles,1
'Shreyas\xc2\xa0Sreenath',1
"stocks,",1
station,1
Worlds:,1
Research.,1
'Reservoirs,1
conceive,1
proved,1
book,2
innovation,3
affected.,1
Gujarat,4
seem,1
Products:,2
sized,1
improvement,3
documented,1
tiny,1
responsible,2
land-management,1
Shrubs,1
often-unstated,1
roles.,1
adaptation,5
consumer-oriented,1
contingent,2
chain,2
mounting,1
160,1
https://link.springer.com/chapter/10.1007/978-94-017-7622-6_6,1
'Over,1
neglected.,1
'Elephants,1
'Assessment,9
domain.,1
Biodiversity,16
"parks,",1
"hills,",1
NW,1
fields,2
hence,1
recurrent,1
Tibetan,2
urgently,2
Korean,1
https://link.springer.com/article/10.1023/A%3A1025772928833,1
services.,8
Webs,1
ways,1
difficult).,1
regression,2
'K.\xc2\xa0V.\xc2\xa0Raju',2
"intensity,",1
SE,1
"Approximately,",1
contested,2
(nationally,1
'Trends,2
"space,",1
"Fire,",1
Technology',1
query,1
https://link.springer.com/article/10.1023/A%3A1016619325970,2
ways.,1
Experience',1
America.,1
micro-geopolitics,1
D.\xc2\xa0MADHUSUDAN',1
religious,1
'Govindasamy\xc2\xa0Agoramoorthy',1
&#X201C;Joint&#X201D;Ness:,1
(0.0\xe2\x80\x931.0),1
22%,1
shore,1
accidently,1
demand,7
list,3
Acacia,3
Mission.,1
"Biogeographically,",1
"environmentalisms,",1
successfully,3
temporally.,1
species\xe2\x80\x9d,1
Agro,1
conditions,9
stakeholders,4
breeds,3
"forms,",3
harnessing,1
homegardens.,1
'Managing,4
4675.7\xc2\xa0km2,1
stable,2
effects,17
Policy:,1
undergoing,2
"parts,",1
https://link.springer.com/article/10.1007/s13280-016-0796-3,2
"biosphere,",1
"location-specific,",1
years,6
induced,3
Content,1
Drought-Prone,1
'Stefan\xc2\xa0Ungricht',1
general,5
practice,4
https://link.springer.com/article/10.1007/s10021-017-0132-1,1
'Economic,3
learn,1
"traditions,",1
Forward',1
300\xc2\xa0species,1
entire,3
embracing,2
Nepal:,1
'South,2
springs.,1
synergistically,1
'Susanta\xc2\xa0Kumar\xc2\xa0Chakraborty',1
born,2
"hydrological,",1
non-timber,4
shrubs,1
43\xe2\x80\xb3E,1
wavelengths,1
involve,2
&,5
principles,3
quantify,2
demographic,3
limited,3
"shifts,",1
'Earthworms,1
holdings,2
Bhima,2
mainly,6
context.,1
corridor,2
needed,4
revival,2
Nawarangpur,1
"Disease\xe2\x80\x9d,",1
distinctness,1
"vision,",1
stiff,1
WHSs,3
inducing,2
Revolution,1
linked,2
treaties,1
Design,2
"region,",3
prominent.,1
Sathyamangalam,1
value:,1
Epicentre,1
https://link.springer.com/article/10.1007/s11269-007-9196-6,1
'Malavika\xc2\xa0Chauhan',1
marginal,4
biomass/bagasse,1
"Campinas,",1
"You,",1
category.,1
'Numerous,1
'Arun\xc2\xa0Kumar\xc2\xa0Thakur',1
constrained,1
cost-effective,4
Medicine,1
'Kayastha\xc2\xa0S.\xc2\xa0L.\xc2\xa0',1
chapters,1
highlighting,3
memory,1
outgrown,1
achieve,4
multi-stakeholder,1
provided.',2
var.Sublobata,1
Succession',1
Identification,3
Agro-ecological,2
belief.,1
GWh.,1
system,27
"transparent,",1
west,4
"Bangladesh,",1
potential',2
https://link.springer.com/chapter/10.1007/978-0-387-33642-8_5,1
influenced,5
presented.',2
Coliform,1
Micro,1
"Utilization,",1
https://link.springer.com/article/10.1007/s40011-012-0104-3,1
5,1
"paper,",2
exceptionally,1
world\xe2\x80\x94which,1
https://link.springer.com/chapter/10.1007/1-4020-5180-8_22,1
"Nawegaon,",1
Drifting,1
'Drew\xc2\xa0Thomases',1
agroforestry,27
'Arun\xc2\xa0Kanagavel',1
assessed,5
'Sandra\xc2\xa0Nogu\xc3\xa9',1
"'Wildfires,",1
https://link.springer.com/chapter/10.1007/978-81-322-1626-1_8,1
playing,3
https://link.springer.com/article/10.1023/A%3A1016625118964,1
scarcity.,1
1985,1
"hectare,",1
"Bhutan,",1
https://link.springer.com/referenceworkentry/10.1007/978-90-481-2639-2_64,1
Definitions',1
'Origins,1
nature',2
'In,9
'Bioinvasion,1
'Charlie\xc2\xa0Shackleton',1
'Identifying,6
establishment,4
"Similarly,",2
"polemic,",1
effective,11
"mega-hydrodevelopment,",2
'Latief\xc2\xa0Ahmad',1
"scale),",1
burning),1
harm.,1
'Surface,1
Economy',2
"saplings,",1
https://link.springer.com/article/10.1186/1746-4269-5-10,1
cultivars,1
"Maharashtra,",4
centre.,1
reservoir,1
(Dioscorea),2
subtropical,2
colonial,5
"Lanka,",3
'Himalaya,1
'S.\xc2\xa0K.\xc2\xa0Mohanty',1
progress,5
Taxonomy,1
https://link.springer.com/chapter/10.1007/978-3-319-73468-2_6,1
http://www.cafri.res.in/NAF_Policy.pdf),1
camara\xe2\x80\x94have,1
"destinations,",1
"nonetheless,",1
"structure,",3
(1951),1
'Can,2
them.',1
https://link.springer.com/chapter/10.1007/978-3-319-63892-8_2,1
persist.',1
layer.,1
"inclusion,",1
energy,34
regulation,2
"dioxide,",1
number,19
Depredation,1
body,2
colonialism,1
"saline,",1
36\xc2\xa0species,1
blamed,1
'Fish,2
"Ocean,",1
picture,2
tourists,1
Mangroves:,1
Nineteenth,1
societal,1
tropics',1
Agriculture.,1
attention,5
prioritisation,2
oversell?',1
https://link.springer.com/article/10.1007/s13237-014-0108-x,1
relatives.,1
continues,1
complementarities,1
keepers,1
TDFs,1
banks,1
Endangered,3
issue,1
monitoring,16
refers,1
\xe2\x80\x98Institutions,1
Persistence,1
OIPr,1
Eco-friendly,1
biophysical,1
'Agro-climatic,1
"available,",1
value.,2
sector\xe2\x80\x99s,1
municipal,2
Nitte,1
"institutions,",1
justice.',1
populations.,3
UNESCO,2
SEEA,1
occurred,5
https://link.springer.com/article/10.1023/B%3ALAND.0000018368.99833.f2,1
https://link.springer.com/chapter/10.1007/978-981-10-8845-2_18,1
mosquito,1
Sanctuary,2
Subsistence,1
images,2
levels,10
Aram',1
detailed,5
super,1
range,6
hazard.,1
none,1
ageing,1
pay,1
opportunity?',1
Strengthening,1
perturbation,1
repairing,1
Afghanistan,1
contain,1
'R.\xc2\xa0Uma,1
fossil,4
tree,15
%,4
1981,1
https://link.springer.com/chapter/10.1007/978-3-642-05076-3_3,1
0.2,1
options,4
carbon.,1
system',1
Spatial,4
"plateau,",1
resulted,3
https://link.springer.com/article/10.1007/s12524-010-0033-7,1
field.,1
peripheral,2
creation:,1
business-as-usual,1
microorganisms,2
"flesh,",1
multi-criteria',1
Action',1
endemism.,2
https://link.springer.com/chapter/10.1007/3-540-46463-8_1,1
Conflict,1
Rapid,1
rather,4
pioneer,1
https://link.springer.com/chapter/10.1007/978-81-322-3580-4_13,1
Savanna,1
"rarity,",1
dynamics,14
'V.\xc2\xa0V.\xc2\xa0Binoy',1
https://link.springer.com/article/10.1007/s00267-011-9718-0,1
https://link.springer.com/article/10.1007/s11273-017-9553-z,2
human-dominated,7
VI,3
considerably,1
classes,2
linguistic,1
stratified,1
"function,",2
sheep,2
"medicines,",2
Fragments,1
interplay,1
waterlogging,1
non-wood,1
'Analyzing,1
https://link.springer.com/article/10.1007/s11629-013-2764-8,1
Malkangiri,1
sustainability,4
European,1
canids,1
plants.,3
"Vines,",1
'K.\xc2\xa0Demps',1
regimes',1
"Bank,",1
surveyed,2
Dissolved,2
extensively,1
distance,7
14,1
dominated,5
hide,1
'For,1
mammals.,2
Catherine,1
Movements,2
'Priyanka\xc2\xa0Ghosh',1
co-occurrence,1
streamflow,1
equitable,2
"use,",1
\xe2\x80\x98sustainability\xe2\x80\x99,1
reveal,5
'Causes,1
\xe2\x80\x9ctrait\xe2\x80\x9d,1
"economic,",2
Coastline,1
activity,1
tectonics,1
'Chongwei\xc2\xa0Zheng',1
described,3
Prioritisation,2
'Ashok\xc2\xa0Kumar',1
environment),1
https://link.springer.com/chapter/10.1007/978-3-319-90662-1_1,1
'A.\xc2\xa0H.\xc2\xa0Walters',1
\xe2\x80\x98world,1
https://link.springer.com/article/10.1007/s00267-008-9242-z,1
Lanka,5
"sustainable,",1
Zizyphus,1
surface,5
"'Development,",1
Voices,1
scale,11
(Ochlandra,1
0.77\xc2\xa0%,1
faunal,4
evolving,2
Citizen,1
'Ecohydrology:,1
human-modified,1
Ochlandra,1
annual,6
Barak,2
"namely,",2
"contrast,",1
citizen,3
subjected,1
"Asia,",3
'Erratum,1
overpopulation,1
"Reserve,",8
cubic,1
farmer\xe2\x80\x99s,1
projects,14
0.49%.,1
\xe2\x80\x98Sustainability\xe2\x80\x99,1
"subregions,",1
REMAINING,1
intractable,1
emphasized.',1
CBD.,1
horticultural,1
"Science,",1
SCS-CN,1
Variability,2
"indigenous,",1
genetic,26
India',120
Bird,1
influences,1
trade.,1
agriculture.,4
acid,1
meeting,2
"for,",2
bane,1
Significant,1
"(1972),",1
weights,1
acknowledge,1
Governance:,1
"2020,",1
niche,1
'Species,3
69.92\xc2\xa0km2,1
sustain,5
'Contents,2
et,1
Horticulture,1
189,1
personal,1
"collections,",6
Ganges,1
Kanas,1
60.00.',1
73\xc2\xb0,2
considered,12
cleaning,2
"lands,",1
Innovations,1
temporally,1
